# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "B2_sample_longest_full_ORF_with_constructs.gff" "-o" "B2_counts.txt" "B2_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	B2_aln.bam
YEL056W_id004	chrV	47130	48483	+	1354	67
YEL058W_id001	chrV	43208	45326	+	2119	342
YEL059C-A_id001	chrV	42329	43077	-	749	21
YEL060C_id008	chrV	39811	42008	-	2198	162
YEL061C_id001	chrV	36279	39660	-	3382	40
YEL062W_id002	chrV	34386	36393	+	2008	13
YEL063C_id001	chrV	31377	33713	-	2337	122
YEL064C_id001	chrV	29469	31299	-	1831	22
YEL065W_id001	chrV	27345	29608	+	2264	26
YEL066W_id004	chrV	26117	27291	+	1175	35
YEL068C_id001	chrV	25397	26510	-	1114	53
YEL069C_tx0	chrV	21412	23256	-	1845	0
YEL071W_id002	chrV	16326	18109	+	1784	169
YEL072W_id001	chrV	13584	14756	+	1173	9
YEL073C_id004	chrV	6526	7684	-	1159	125
YER001W_id001	chrV	153471	156098	+	2628	107
YER002W_id001	chrV	156369	157606	+	1238	105
YER003C_id001	chrV	157442	159162	-	1721	399
YER004W_id003	chrV	159284	160536	+	1253	113
YER005W_id001	chrV	160501	162733	+	2233	75
YER006W_id001	chrV	162684	164511	+	1828	304
YER007C-A_id001	chrV	165671	166910	-	1240	167
YER007W_id001	chrV	164486	166230	+	1745	8
YER008C_id002	chrV	167724	171884	-	4161	145
YER009W_id001	chrV	172050	172753	+	704	404
YER010C_id001	chrV	172546	173440	-	895	8
YER011W_id002	chrV	175194	176279	+	1086	119
YER012W_id001	chrV	177720	178639	+	920	361
YER013W_tx0	chrV	178816	182403	+	3588	38
YER014C-A_tx0	chrV	183606	184725	-	1120	0
YER014W_id001	chrV	182546	184349	+	1804	86
YER015W_tx0	chrV	184516	186900	+	2385	5
YER016W_id004	chrV	188225	189429	+	1205	9
YER017C_id002	chrV	189340	191884	-	2545	87
YER018C_id002	chrV	191885	193907	-	2023	23
YER019C-A_id001	chrV	192438	194592	-	2155	732
YER019W_id003	chrV	192751	194318	+	1568	40
YER020W_id001	chrV	195040	197181	+	2142	57
YER021W_id003	chrV	196886	198650	+	1765	108
YER022W_id002	chrV	198776	200974	+	2199	42
YER023W_id002	chrV	200997	202153	+	1157	1100
YER024W_tx0	chrV	202167	205088	+	2922	48
YER025W_id002	chrV	205193	207132	+	1940	439
YER026C_id001	chrV	207416	208539	-	1124	295
YER027C_id002	chrV	208683	210308	-	1626	94
YER028C_id001	chrV	210238	211944	-	1707	9
YER029C_id001	chrV	212475	213481	-	1007	93
YER030W_id005	chrV	213349	214098	+	750	170
YER031C_id002	chrV	213769	214782	-	1014	218
YER032W_id001	chrV	214963	217951	+	2989	18
YER033C_tx0	chrV	217932	221312	-	3381	36
YER034W_id001	chrV	221807	222744	+	938	2
YER035W_id004	chrV	222324	223217	+	894	81
YER036C_id009	chrV	223237	225236	-	2000	863
YER037W_id006	chrV	225866	227074	+	1209	34
YER038C_id001	chrV	226056	228262	-	2207	8
YER038W-A_id003	chrV	228379	229572	+	1194	0
YER039C_id001	chrV	228360	229450	-	1091	12
YER039C-A_id001	chrV	228799	229507	-	709	0
YER040W_id003	chrV	229710	232250	+	2541	33
YER041W_id002	chrV	232375	234905	+	2531	3
YER042W_id001	chrV	234841	235703	+	863	84
YER043C_id001	chrV	235535	237221	-	1687	616
YER044C_id003	chrV	237439	238423	-	985	282
YER044C-A_tx0	chrV	238335	239799	-	1465	0
YER045C_id001	chrV	239914	241801	-	1888	37
YER046W_id001	chrV	242514	243707	+	1194	35
YER047C_tx0	chrV	243685	246528	-	2844	24
YER048C_id001	chrV	246581	248234	-	1654	197
YER048W-A_id001	chrV	250637	251721	+	1085	105
YER049W_id003	chrV	251629	253754	+	2126	271
YER050C_id001	chrV	253654	254444	-	791	138
YER051W_id001	chrV	254643	256152	+	1510	7
YER052C_id001	chrV	256214	258068	-	1855	9
YER053C_id003	chrV	258594	260023	-	1430	687
YER053C-A_id001	chrV	260560	261280	-	721	32
YER054C_tx0	chrV	261927	263723	-	1797	28
YER055C_id001	chrV	263733	265844	-	2112	843
YER056C_id001	chrV	264973	269343	-	4371	937
YER056C-A_id002	chrV	269344	270757	-	1414	1196
YER057C_id001	chrV	270647	271538	-	892	45
YER058W_id003	chrV	271706	272239	+	534	21
YER059W_id001	chrV	272442	274466	+	2025	39
YER060W_id001	chrV	274526	276250	+	1725	55
YER060W-A_id001	chrV	276488	278311	+	1824	12
YER061C_id001	chrV	277831	279711	-	1881	43
YER062C_id001	chrV	279692	280839	-	1148	100
YER063W_id002	chrV	281587	282591	+	1005	227
YER064C_id001	chrV	281575	284306	-	2732	107
YER065C_id001	chrV	285114	287255	-	2142	19
YER066W_id002	chrV	289300	290938	+	1639	36
YER067W_id001	chrV	291787	292745	+	959	492
YER068W_id002	chrV	292930	294924	+	1995	31
YER069W_id001	chrV	295335	298162	+	2828	63
YER070W_id002	chrV	298872	301822	+	2951	247
YER071C_id001	chrV	301703	302487	-	785	43
YER072W_id002	chrV	302569	303341	+	773	319
YER073W_id001	chrV	303339	306296	+	2958	397
YER074W_id005	chrV	306246	307350	+	1105	5627
YER074W-A_id002	chrV	307639	308520	+	882	155
YER075C_tx0	chrV	308288	311224	-	2937	21
YER076C_id006	chrV	312439	313918	-	1480	15
YER077C_id001	chrV	314426	316778	-	2353	16
YER078C_id002	chrV	316692	318552	-	1861	24
YER078W-A_id001	chrV	316769	318863	+	2095	4
YER079W_id003	chrV	318839	319828	+	990	88
YER080W_id005	chrV	319918	321940	+	2023	95
YER081W_id001	chrV	322213	324278	+	2066	99
YER082C_id002	chrV	323934	325995	-	2062	48
YER083C_id005	chrV	325946	327064	-	1119	109
YER085C_id001	chrV	327475	328288	-	814	0
YER086W_id001	chrV	328332	330346	+	2015	205
YER087C-B_id002	chrV	332218	332873	-	656	398
YER087W_id001	chrV	330512	332470	+	1959	28
YER088C_id001	chrV	333024	335458	-	2435	173
YER088C-A_id001	chrV	335262	337294	-	2033	4
YER089C_id003	chrV	335862	337679	-	1818	18
YER090W_id003	chrV	337911	339718	+	1808	373
YER091C_id002	chrV	339639	342381	-	2743	816
YER092W_id002	chrV	342846	343656	+	811	120
YER093C_tx0	chrV	343195	347637	-	4443	34
YER093C-A_id004	chrV	347774	348423	-	650	28
YER094C_id004	chrV	348575	349676	-	1102	429
YER095W_id002	chrV	349913	351605	+	1693	63
YER096W_id003	chrV	351534	353265	+	1732	3
YER098W_id002	chrV	355283	357934	+	2652	37
YER099C_id002	chrV	357212	359080	-	1869	78
YER100W_id002	chrV	359276	360415	+	1140	102
YER101C_id002	chrV	360322	361876	-	1555	37
YER102W_id002	chrV	362714	364048	+	1335	3365
YER103W_id001	chrV	363853	366637	+	2785	147
YER104W_id003	chrV	366784	368486	+	1703	19
YER105C_id001	chrV	367593	372032	-	4440	107
YER106W_tx0	chrV	372301	373359	+	1059	2
YER107C_id001	chrV	373204	374732	-	1529	114
YER110C_id003	chrV	378610	382244	-	3635	310
YER111C_tx0	chrV	382470	385901	-	3432	20
YER112W_id001	chrV	387131	387910	+	780	169
YER113C_id003	chrV	387794	390207	-	2414	36
YER114C_tx0	chrV	390465	393737	-	3273	34
YER115C_id002	chrV	394179	395818	-	1640	30
YER116C_id005	chrV	394899	396272	-	1374	0
YER117W_id001	chrV	395711	397716	+	2006	3799
YER118C_id004	chrV	397773	399354	-	1582	53
YER119C_id005	chrV	399335	400864	-	1530	32
YER120W_id004	chrV	401047	402104	+	1058	1010
YER121W_id003	chrV	402229	402912	+	684	5
YER122C_id004	chrV	402724	404433	-	1710	92
YER123W_id001	chrV	404625	406936	+	2312	67
YER124C_id002	chrV	406818	409103	-	2286	108
YER125W_id001	chrV	409685	413015	+	3331	116
YER126C_id001	chrV	412891	414281	-	1391	147
YER127W_id002	chrV	414457	415753	+	1297	58
YER128W_id001	chrV	415854	417079	+	1226	17
YER129W_tx0	chrV	417256	420834	+	3579	33
YER130C_id002	chrV	420863	422542	-	1680	58
YER131W_id001	chrV	423445	424454	+	1010	1663
YER132C_tx0	chrV	425063	430474	-	5412	31
YER133W_id003	chrV	432426	434424	+	1999	345
YER134C_id001	chrV	436308	437979	-	1672	75
YER136W_id002	chrV	439461	441300	+	1840	72
YER137C_id004	chrV	441206	441919	-	714	10
YER139C_id004	chrV	449837	451399	-	1563	15
YER140W_id001	chrV	451493	453628	+	2136	21
YER141W_id007	chrV	453380	455150	+	1771	63
YER142C_id001	chrV	455060	456384	-	1325	29
YER143W_id003	chrV	456261	457810	+	1550	31
YER144C_id001	chrV	457689	460317	-	2629	24
YER145C_id001	chrV	460290	461758	-	1469	133
YER146W_id002	chrV	462163	462951	+	789	183
YER147C_id010	chrV	462863	464882	-	2020	29
YER148W_id001	chrV	465114	466372	+	1259	157
YER149C_id002	chrV	466130	467563	-	1434	16
YER150W_id001	chrV	467715	468982	+	1268	280
YER151C_id001	chrV	469617	472548	-	2932	109
YER152C_id004	chrV	472620	474562	-	1943	126
YER153C_tx0	chrV	473916	474830	-	915	0
YER154W_id003	chrV	474311	476293	+	1983	55
YER155C_tx0	chrV	476220	482873	-	6654	262
YER156C_id001	chrV	483219	484628	-	1410	380
YER157W_id002	chrV	484772	487274	+	2503	53
YER158C_id003	chrV	488736	490782	-	2047	36
YER159C_id001	chrV	491282	492141	-	860	235
YER161C_id005	chrV	499078	500416	-	1339	125
YER162C_tx0	chrV	500505	502919	-	2415	33
YER163C_id002	chrV	502982	503902	-	921	48
YER164W_tx0	chrV	505367	509923	+	4557	132
YER165W_id006	chrV	510231	512308	+	2078	885
YER166W_tx0	chrV	512719	517584	+	4866	102
YER167W_id001	chrV	517790	520781	+	2992	33
YER168C_id005	chrV	520934	522724	-	1791	55
YER169W_id001	chrV	523079	525967	+	2889	137
YER170W_id006	chrV	525943	527033	+	1091	1
YER171W_id003	chrV	526959	529547	+	2589	58
YER172C_tx0	chrV	529405	536046	-	6642	133
YER173W_tx0	chrV	536275	538404	+	2130	8
YER174C_id001	chrV	538335	539320	-	986	4
YER175C_id001	chrV	539176	541451	-	2276	85
YER175W-A_id001	chrV	539499	541575	+	2077	2
YER176W_id004	chrV	541670	545169	+	3500	77
YER177W_id002	chrV	545199	546589	+	1391	1918
YER178W_id005	chrV	546805	548344	+	1540	833
YER179W_tx0	chrV	548396	549642	+	1247	6
YER180C_id001	chrV	549668	551095	-	1428	15
YER180C-A_id003	chrV	550193	551170	-	978	1
YER181C_id001	chrV	551422	552408	-	987	1
YER182W_id002	chrV	552347	553357	+	1011	55
YER183C_id001	chrV	553242	554032	-	791	68
YER184C_id001	chrV	556085	558754	-	2670	4
YER185W_id001	chrV	558961	560400	+	1440	6
YER186C_id002	chrV	561200	562770	-	1571	55
YER187W_id001	chrV	565535	566856	+	1322	16
YER188W_id002	chrV	567725	568989	+	1265	5
YER190W_tx0	chrV	571455	576650	+	5196	0
YFL001W_id002	chrVI	147073	148494	+	1422	26
YFL002C_id003	chrVI	144976	146970	-	1995	88
YFL003C_tx0	chrVI	134396	137182	-	2787	4
YFL004W_id002	chrVI	131652	134510	+	2859	250
YFL005W_id002	chrVI	130102	131202	+	1101	183
YFL007W_tx0	chrVI	123454	130035	+	6582	197
YFL008W_tx0	chrVI	119404	123231	+	3828	85
YFL009W_id001	chrVI	115965	118621	+	2657	60
YFL010C_id002	chrVI	114731	115760	-	1030	296
YFL010W-A_tx0	chrVI	114965	115399	+	435	0
YFL011W_tx0	chrVI	112320	114110	+	1791	5
YFL012W_id001	chrVI	110586	111546	+	961	3
YFL013C_id001	chrVI	107621	110015	-	2395	28
YFL014W_id001	chrVI	106830	107779	+	950	441
YFL016C_id001	chrVI	104598	106329	-	1732	76
YFL017C_id001	chrVI	103590	104470	-	881	41
YFL017W-A_id002	chrVI	103365	103998	+	634	9
YFL018C_id001	chrVI	101497	103218	-	1722	407
YFL020C_id001	chrVI	99116	100293	-	1178	2
YFL021C-A_id001	chrVI	95449	97535	-	2087	6
YFL021W_id001	chrVI	95786	97617	+	1832	46
YFL022C_id005	chrVI	93384	95083	-	1700	335
YFL023W_id002	chrVI	90962	93476	+	2515	58
YFL024C_id001	chrVI	87443	90648	-	3206	36
YFL025C_tx0	chrVI	84020	87259	-	3240	13
YFL026W_tx0	chrVI	82555	84000	+	1446	477
YFL027C_id001	chrVI	80348	81963	-	1616	44
YFL028C_id001	chrVI	79210	80243	-	1034	52
YFL029C_id002	chrVI	77991	79215	-	1225	8
YFL030W_tx0	chrVI	76806	78113	+	1308	1
YFL031W_id001	chrVI	75113	76624	+	1512	661
YFL033C_tx0	chrVI	68990	74452	-	5463	30
YFL034C-A_id001	chrVI	64061	64977	-	917	63
YFL034C-B_id001	chrVI	62812	64057	-	1246	20
YFL034W_id002	chrVI	65307	68810	+	3504	82
YFL036W_tx0	chrVI	58757	62962	+	4206	117
YFL037W_id002	chrVI	56236	57934	+	1699	236
YFL038C_id002	chrVI	55139	56053	-	915	259
YFL039C_id002	chrVI	52973	54903	-	1931	6648
YFL041W_id001	chrVI	49117	51189	+	2073	77
YFL041W-A_id001	chrVI	47859	48986	+	1128	33
YFL042C_id001	chrVI	45630	47777	-	2148	136
YFL044C_id001	chrVI	44388	45595	-	1208	0
YFL045C_id001	chrVI	43468	45460	-	1993	1732
YFL046W_id002	chrVI	42615	43587	+	973	54
YFL047W_id002	chrVI	40403	42665	+	2263	37
YFL048C_id001	chrVI	38695	40222	-	1528	91
YFL049W_id004	chrVI	36772	38821	+	2050	32
YFL050C_tx0	chrVI	33147	35873	-	2727	7
YFL053W_tx0	chrVI	23398	25323	+	1926	2
YFL055W_id001	chrVI	16682	19085	+	2404	9
YFL058W_tx0	chrVI	12904	14076	+	1173	0
YFL059W_tx0	chrVI	11338	12384	+	1047	1
YFL060C_tx0	chrVI	10176	10994	-	819	4
YFL062W_tx0	chrVI	6401	7690	+	1290	2
YFR001W_id002	chrVI	148988	149850	+	863	171
YFR002W_id002	chrVI	149988	152650	+	2663	107
YFR003C_id002	chrVI	152443	153187	-	745	124
YFR004W_id003	chrVI	153322	154412	+	1091	326
YFR005C_id002	chrVI	154273	155920	-	1648	45
YFR006W_id001	chrVI	155862	157840	+	1979	153
YFR007W_id001	chrVI	159224	160429	+	1206	0
YFR008W_id001	chrVI	160196	161547	+	1352	10
YFR009W_id001	chrVI	162412	164813	+	2402	4
YFR009W-A_id001	chrVI	162827	164940	+	2114	24
YFR010W_id002	chrVI	164975	166660	+	1686	336
YFR011C_id001	chrVI	166525	167302	-	778	92
YFR012W_tx0	chrVI	167863	168621	+	759	0
YFR012W-A_id001	chrVI	167964	169543	+	1580	4
YFR013W_id002	chrVI	169866	172427	+	2562	47
YFR014C_id002	chrVI	172315	174005	-	1691	71
YFR015C_id003	chrVI	174088	176480	-	2393	234
YFR016C_id002	chrVI	176998	180837	-	3840	207
YFR017C_id001	chrVI	182154	183837	-	1684	134
YFR018C_id006	chrVI	182957	184282	-	1326	0
YFR019W_tx0	chrVI	184477	191463	+	6987	75
YFR020W_id002	chrVI	191794	193833	+	2040	75
YFR021W_id001	chrVI	194697	196512	+	1816	65
YFR022W_id001	chrVI	196565	199196	+	2632	67
YFR023W_tx0	chrVI	199849	201834	+	1986	1
YFR024C-A_id001	chrVI	201729	203658	-	1930	132
YFR025C_id003	chrVI	203600	204790	-	1191	42
YFR026C_id002	chrVI	205502	207225	-	1724	9
YFR027W_id001	chrVI	207380	208430	+	1051	0
YFR028C_id001	chrVI	208337	210160	-	1824	15
YFR029W_id001	chrVI	210837	213045	+	2209	36
YFR030W_id002	chrVI	213193	216476	+	3284	36
YFR031C_tx0	chrVI	216469	220131	-	3663	110
YFR031C-A_id001	chrVI	220319	221767	-	1449	3994
YFR032C_id002	chrVI	221988	223036	-	1049	1
YFR032C-A_id002	chrVI	223162	223964	-	803	2697
YFR033C_id003	chrVI	224182	225525	-	1344	215
YFR034C_id001	chrVI	224646	225993	-	1348	1
YFR034W-A_id003	chrVI	225560	226609	+	1050	112
YFR036W_id007	chrVI	226913	227476	+	564	8
YFR037C_id001	chrVI	227336	229219	-	1884	117
YFR038W_id002	chrVI	229362	232029	+	2668	79
YFR039C_id001	chrVI	231945	233687	-	1743	51
YFR040W_tx0	chrVI	234217	237375	+	3159	33
YFR041C_id003	chrVI	237233	238300	-	1068	37
YFR042W_id005	chrVI	238413	239385	+	973	19
YFR043C_id002	chrVI	239039	239867	-	829	26
YFR044C_id007	chrVI	239944	241661	-	1718	561
YFR045W_id005	chrVI	241982	243136	+	1155	39
YFR046C_id001	chrVI	242814	244179	-	1366	10
YFR047C_id002	chrVI	244007	245201	-	1195	159
YFR048W_id002	chrVI	246108	248209	+	2102	48
YFR049W_id003	chrVI	248350	249125	+	776	81
YFR050C_id001	chrVI	248900	249947	-	1048	122
YFR051C_id002	chrVI	250047	251842	-	1796	296
YFR052C-A_id013	chrVI	253422	254620	-	1199	932
YFR052W_id001	chrVI	252446	253577	+	1132	133
YFR053C_id030	chrVI	253523	255160	-	1638	25
YFR054C_id001	chrVI	258567	259937	-	1371	2
YFR055W_id001	chrVI	263663	265704	+	2042	69
YGL001C_id001	chrVII	495330	496774	-	1445	177
YGL002W_id002	chrVII	494406	495421	+	1016	73
YGL003C_id004	chrVII	492285	494249	-	1965	36
YGL004C_id001	chrVII	490571	491971	-	1401	0
YGL005C_id001	chrVII	489497	490935	-	1439	44
YGL006W_tx0	chrVII	485896	489567	+	3672	170
YGL007C-A_id001	chrVII	482644	483949	-	1306	4
YGL007W_id002	chrVII	483202	484287	+	1086	4
YGL008C_id001	chrVII	479380	482905	-	3526	3928
YGL009C_id001	chrVII	476115	478707	-	2593	569
YGL010W_id002	chrVII	475438	476282	+	845	24
YGL011C_id003	chrVII	474200	475272	-	1073	218
YGL012W_id001	chrVII	472818	474684	+	1867	404
YGL013C_tx0	chrVII	468967	472323	-	3357	37
YGL014W_id001	chrVII	465720	468896	+	3177	72
YGL015C_id001	chrVII	464796	465693	-	898	3
YGL016W_id001	chrVII	461610	465103	+	3494	87
YGL017W_id001	chrVII	459660	461519	+	1860	44
YGL018C_id003	chrVII	458843	459716	-	874	11
YGL019W_id002	chrVII	458014	459108	+	1095	193
YGL020C_id001	chrVII	457075	457978	-	904	172
YGL021W_tx0	chrVII	454760	457192	+	2433	55
YGL022W_id002	chrVII	452331	454726	+	2396	332
YGL023C_id001	chrVII	450069	452153	-	2085	27
YGL025C_tx0	chrVII	448639	449982	-	1344	78
YGL026C_id003	chrVII	446250	448563	-	2314	746
YGL027C_id002	chrVII	443550	446182	-	2633	121
YGL028C_id001	chrVII	440982	443316	-	2335	119
YGL029W_id002	chrVII	439782	440606	+	825	197
YGL030W_id002	chrVII	439041	439908	+	868	6382
YGL031C_id005	chrVII	437223	438447	-	1225	4428
YGL032C_id002	chrVII	436470	437054	-	585	41
YGL033W_tx0	chrVII	435600	436526	+	927	4
YGL035C_tx0	chrVII	431423	433087	-	1665	1
YGL037C_id002	chrVII	427158	428067	-	910	769
YGL038C_id001	chrVII	424902	426916	-	2015	96
YGL039W_id006	chrVII	423450	425101	+	1652	33
YGL040C_id006	chrVII	419301	420680	-	1380	152
YGL041C-B_id002	chrVII	418560	419184	-	625	4
YGL041W-A_id004	chrVII	418809	419501	+	693	65
YGL043W_id002	chrVII	417479	418860	+	1382	90
YGL044C_id005	chrVII	415860	417264	-	1405	63
YGL045W_id001	chrVII	413730	415957	+	2228	29
YGL047W_id005	chrVII	411465	412279	+	815	16
YGL048C_id001	chrVII	409852	411314	-	1463	350
YGL049C_id004	chrVII	406693	409765	-	3073	140
YGL050W_id002	chrVII	405691	406865	+	1175	27
YGL051W_tx0	chrVII	403662	404516	+	855	0
YGL053W_id002	chrVII	402490	403626	+	1137	50
YGL054C_id002	chrVII	400538	401380	-	843	330
YGL055W_id001	chrVII	398536	400441	+	1906	673
YGL056C_id004	chrVII	395953	397716	-	1764	16
YGL057C_id001	chrVII	394754	395866	-	1113	19
YGL058W_id001	chrVII	393658	394900	+	1243	93
YGL059W_id001	chrVII	392170	393891	+	1722	20
YGL060W_id001	chrVII	389935	392265	+	2331	15
YGL061C_id004	chrVII	388718	389779	-	1062	28
YGL062W_id008	chrVII	385140	388783	+	3644	148
YGL063W_id002	chrVII	383448	385226	+	1779	56
YGL064C_tx0	chrVII	381398	383233	-	1836	17
YGL065C_id002	chrVII	379637	381327	-	1691	51
YGL066W_id001	chrVII	377418	379778	+	2361	58
YGL067W_id002	chrVII	376046	377488	+	1443	81
YGL068W_id002	chrVII	375049	375941	+	893	115
YGL070C_id003	chrVII	374069	374861	-	793	65
YGL071W_id014	chrVII	371906	374252	+	2347	54
YGL073W_id001	chrVII	368424	371311	+	2888	40
YGL075C_id004	chrVII	366819	368283	-	1465	0
YGL076C_id002	chrVII	364219	366148	-	1930	2715
YGL077C_id005	chrVII	362141	364083	-	1943	221
YGL078C_id002	chrVII	360096	361986	-	1891	242
YGL079W_id001	chrVII	359407	360797	+	1391	24
YGL080W_id011	chrVII	358555	359306	+	752	78
YGL081W_id002	chrVII	357199	358628	+	1430	4
YGL082W_id002	chrVII	355737	357167	+	1431	49
YGL083W_id001	chrVII	352994	355652	+	2659	28
YGL084C_id002	chrVII	350391	352345	-	1955	58
YGL085W_id006	chrVII	349554	350620	+	1067	36
YGL086W_tx0	chrVII	347094	349493	+	2400	120
YGL087C_id002	chrVII	346205	346943	-	739	64
YGL089C_tx0	chrVII	344666	345178	-	513	0
YGL090W_id003	chrVII	343287	345261	+	1975	13
YGL091C_id006	chrVII	341905	343126	-	1222	72
YGL092W_id001	chrVII	337782	341915	+	4134	104
YGL093W_id002	chrVII	334846	337679	+	2834	33
YGL094C_tx0	chrVII	330993	334490	-	3498	34
YGL095C_id009	chrVII	328782	330685	-	1904	94
YGL096W_id007	chrVII	324810	326269	+	1460	39
YGL097W_id004	chrVII	321706	323346	+	1641	146
YGL098W_id003	chrVII	317289	319046	+	1758	55
YGL099W_id001	chrVII	314567	316611	+	2045	109
YGL100W_id002	chrVII	313156	314399	+	1244	110
YGL101W_id005	chrVII	312147	313116	+	970	85
YGL103W_id001	chrVII	308491	311999	+	3509	12972
YGL104C_id006	chrVII	308576	310189	-	1614	105
YGL105W_id004	chrVII	307264	308664	+	1401	147
YGL106W_id009	chrVII	306535	307168	+	634	50
YGL107C_id001	chrVII	304211	306332	-	2122	16
YGL108C_id002	chrVII	303225	304115	-	891	51
YGL110C_id003	chrVII	301371	303421	-	2051	71
YGL111W_id001	chrVII	299951	301697	+	1747	133
YGL112C_id002	chrVII	298048	299800	-	1753	80
YGL113W_id002	chrVII	295885	298184	+	2300	16
YGL114W_id002	chrVII	293226	295731	+	2506	138
YGL115W_id001	chrVII	291885	293114	+	1230	366
YGL116W_id001	chrVII	289645	291739	+	2095	76
YGL117W_id001	chrVII	288426	289786	+	1361	170
YGL119W_id001	chrVII	284156	286030	+	1875	79
YGL120C_id001	chrVII	281426	283993	-	2568	103
YGL121C_id003	chrVII	280549	281262	-	714	45
YGL122C_id003	chrVII	278548	280532	-	1985	93
YGL123W_id002	chrVII	277328	278470	+	1143	6776
YGL124C_tx0	chrVII	274655	276739	-	2085	9
YGL125W_id002	chrVII	272334	274614	+	2281	2
YGL126W_tx0	chrVII	270972	272264	+	1293	0
YGL127C_id001	chrVII	270174	270831	-	658	42
YGL128C_id002	chrVII	269080	270160	-	1081	10
YGL129C_id002	chrVII	267574	269164	-	1591	24
YGL130W_id004	chrVII	266065	267764	+	1700	90
YGL131C_tx0	chrVII	261523	265884	-	4362	47
YGL133W_tx0	chrVII	257682	261626	+	3945	59
YGL134W_id002	chrVII	255566	257264	+	1699	22
YGL135W_id002	chrVII	254577	255579	+	1003	9416
YGL136C_id001	chrVII	252763	254004	-	1242	15
YGL137W_id003	chrVII	249845	253055	+	3211	247
YGL139W_id004	chrVII	245402	248444	+	3043	37
YGL140C_id001	chrVII	241074	245199	-	4126	141
YGL141W_id001	chrVII	238292	241205	+	2914	53
YGL142C_id001	chrVII	236064	238164	-	2101	52
YGL143C_id001	chrVII	234569	236164	-	1596	33
YGL144C_id001	chrVII	232291	234521	-	2231	35
YGL145W_id003	chrVII	230173	232466	+	2294	19
YGL146C_id010	chrVII	228590	229860	-	1271	5
YGL147C_id001	chrVII	225888	228346	-	2459	1558
YGL148W_id001	chrVII	226259	227685	+	1427	575
YGL150C_tx0	chrVII	220979	225598	-	4620	209
YGL151W_id002	chrVII	217469	221007	+	3539	35
YGL153W_id001	chrVII	216211	217383	+	1173	44
YGL154C_id001	chrVII	215155	216112	-	958	3
YGL155W_id001	chrVII	213925	215625	+	1701	72
YGL156W_tx0	chrVII	210391	213792	+	3402	10
YGL157W_id001	chrVII	208875	210141	+	1267	72
YGL158W_id001	chrVII	206645	208696	+	2052	1
YGL159W_id003	chrVII	202705	204209	+	1505	48
YGL160W_id002	chrVII	200453	202429	+	1977	53
YGL161C_id004	chrVII	199055	200251	-	1197	145
YGL162W_id001	chrVII	197430	199211	+	1782	11
YGL163C_id006	chrVII	193572	196537	-	2966	45
YGL164C_id003	chrVII	191854	193365	-	1512	47
YGL166W_id001	chrVII	191089	192013	+	925	43
YGL167C_id002	chrVII	187414	190875	-	3462	206
YGL168W_tx0	chrVII	187439	187921	+	483	0
YGL169W_id003	chrVII	186003	187562	+	1560	22
YGL170C_tx0	chrVII	184028	185419	-	1392	1
YGL171W_id001	chrVII	182374	184383	+	2010	79
YGL172W_id002	chrVII	180656	182231	+	1576	92
YGL173C_tx0	chrVII	175402	180138	-	4737	389
YGL174W_id006	chrVII	174529	175541	+	1013	19
YGL175C_id001	chrVII	173045	174364	-	1320	1
YGL176C_id001	chrVII	171312	173961	-	2650	28
YGL178W_tx0	chrVII	167327	170696	+	3370	39
YGL179C_id003	chrVII	163358	165179	-	1822	32
YGL180W_id001	chrVII	159502	163108	+	3607	59
YGL181W_id001	chrVII	157529	159173	+	1645	40
YGL183C_tx0	chrVII	156418	157310	-	893	0
YGL184C_id002	chrVII	154504	156060	-	1557	27
YGL185C_id002	chrVII	152785	154329	-	1545	38
YGL186C_id001	chrVII	150874	152828	-	1955	253
YGL187C_id001	chrVII	149401	150695	-	1295	140
YGL188C-A_id001	chrVII	148612	149422	-	811	0
YGL189C_id001	chrVII	148160	149080	-	921	2816
YGL190C_id001	chrVII	145348	147934	-	2587	63
YGL191W_id005	chrVII	144701	145471	+	771	804
YGL192W_id001	chrVII	142200	144826	+	2627	0
YGL193C_id005	chrVII	141871	142345	-	475	17
YGL194C_id001	chrVII	140157	141792	-	1636	2
YGL194C-A_id002	chrVII	139523	140245	-	723	26
YGL195W_tx0	chrVII	131500	139668	+	8169	909
YGL196W_id002	chrVII	129474	131269	+	1796	96
YGL197W_tx0	chrVII	124673	129286	+	4614	41
YGL198W_id001	chrVII	123569	124673	+	1105	250
YGL200C_id001	chrVII	122460	123382	-	923	362
YGL201C_id001	chrVII	117653	120974	-	3322	64
YGL202W_id001	chrVII	115995	118196	+	2202	371
YGL203C_id001	chrVII	112073	114731	-	2659	119
YGL204C_id001	chrVII	111188	112120	-	933	34
YGL205W_tx0	chrVII	108133	110529	+	2397	0
YGL206C_tx0	chrVII	102418	107529	-	5112	55
YGL207W_id003	chrVII	98863	102210	+	3348	350
YGL208W_id002	chrVII	97288	98741	+	1454	18
YGL209W_id001	chrVII	95806	97291	+	1486	22
YGL210W_id003	chrVII	93300	94566	+	1267	59
YGL211W_id002	chrVII	91775	94301	+	2527	2
YGL212W_id002	chrVII	91398	92477	+	1080	1
YGL213C_id002	chrVII	89794	91283	-	1490	149
YGL215W_id001	chrVII	87509	89921	+	2413	104
