# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "B13_sample_longest_full_ORF_with_constructs.gff" "-o" "B13_counts.txt" "B13_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	B13_aln.bam
YER023W_id002	chrV	200997	202153	+	1157	1469
YER024W_tx0	chrV	202167	205088	+	2922	109
YER025W_id002	chrV	205193	207132	+	1940	505
YER026C_id001	chrV	207416	208539	-	1124	318
YER027C_id002	chrV	208683	210308	-	1626	157
YER028C_id001	chrV	210238	211944	-	1707	9
YER029C_id001	chrV	212475	213481	-	1007	173
YER030W_id005	chrV	213349	214098	+	750	223
YER031C_id002	chrV	213769	214782	-	1014	282
YER032W_id001	chrV	214963	217951	+	2989	24
YER033C_tx0	chrV	217932	221312	-	3381	44
YER034W_id001	chrV	221807	222744	+	938	2
YER035W_id004	chrV	222324	223217	+	894	138
YER036C_id009	chrV	223237	225236	-	2000	1029
YER037W_id006	chrV	225866	227074	+	1209	41
YER038C_id001	chrV	226056	228262	-	2207	18
YER038W-A_id003	chrV	228379	229572	+	1194	3
YER039C_id001	chrV	228360	229450	-	1091	12
YER039C-A_id001	chrV	228799	229507	-	709	0
YER040W_id003	chrV	229710	232250	+	2541	40
YER041W_id002	chrV	232375	234905	+	2531	10
YER042W_id001	chrV	234841	235703	+	863	48
YER043C_id001	chrV	235535	237221	-	1687	735
YER044C_id003	chrV	237439	238423	-	985	368
YER044C-A_tx0	chrV	238335	239799	-	1465	1
YER045C_id001	chrV	239914	241801	-	1888	45
YER046W_id001	chrV	242514	243707	+	1194	60
YER047C_tx0	chrV	243685	246528	-	2844	31
YER048C_id001	chrV	246581	248234	-	1654	236
YER048W-A_id001	chrV	250637	251721	+	1085	139
YER049W_id003	chrV	251629	253754	+	2126	310
YER050C_id001	chrV	253654	254444	-	791	158
YER051W_id001	chrV	254643	256152	+	1510	14
YER052C_id001	chrV	256214	258068	-	1855	18
YER053C_id003	chrV	258594	260023	-	1430	774
YER053C-A_id001	chrV	260560	261280	-	721	65
YER054C_tx0	chrV	261927	263723	-	1797	45
YER055C_id001	chrV	263733	265844	-	2112	821
YER056C_id001	chrV	264973	269343	-	4371	670
YER056C-A_id002	chrV	269344	270757	-	1414	1256
YER057C_id001	chrV	270647	271538	-	892	40
YER058W_id003	chrV	271706	272239	+	534	33
YER059W_id001	chrV	272442	274466	+	2025	67
YER060W_id001	chrV	274526	276250	+	1725	72
YER060W-A_id001	chrV	276488	278311	+	1824	25
YER061C_id001	chrV	277831	279711	-	1881	55
YER062C_id001	chrV	279692	280839	-	1148	135
YER063W_id002	chrV	281587	282591	+	1005	435
YER064C_id001	chrV	281575	284306	-	2732	115
YER065C_id001	chrV	285114	287255	-	2142	121
YER066W_id002	chrV	289300	290938	+	1639	65
YER067W_id001	chrV	291787	292745	+	959	898
YER068W_id002	chrV	292930	294924	+	1995	42
YER069W_id001	chrV	295335	298162	+	2828	32
YER070W_id002	chrV	298872	301822	+	2951	365
YER071C_id001	chrV	301703	302487	-	785	61
YER072W_id002	chrV	302569	303341	+	773	364
YER073W_id001	chrV	303339	306296	+	2958	381
YER074W_id005	chrV	306246	307350	+	1105	5592
YER074W-A_id002	chrV	307639	308520	+	882	187
YER075C_tx0	chrV	308288	311224	-	2937	58
YER076C_id006	chrV	312439	313918	-	1480	32
YER077C_id001	chrV	314426	316778	-	2353	18
YER078C_id002	chrV	316692	318552	-	1861	34
YER078W-A_id001	chrV	316769	318863	+	2095	5
YER079W_id003	chrV	318839	319828	+	990	229
YER080W_id005	chrV	319918	321940	+	2023	149
YER081W_id001	chrV	322213	324278	+	2066	93
YER082C_id002	chrV	323934	325995	-	2062	77
YER083C_id005	chrV	325946	327064	-	1119	196
YER085C_id001	chrV	327475	328288	-	814	0
YER086W_id001	chrV	328332	330346	+	2015	220
YER087C-B_id002	chrV	332218	332873	-	656	606
YER087W_id001	chrV	330512	332470	+	1959	23
YER088C_id001	chrV	333024	335458	-	2435	222
YER088C-A_id001	chrV	335262	337294	-	2033	6
YER089C_id003	chrV	335862	337679	-	1818	21
YER090W_id003	chrV	337911	339718	+	1808	434
YER091C_id002	chrV	339639	342381	-	2743	971
YER092W_id002	chrV	342846	343656	+	811	170
YER093C_tx0	chrV	343195	347637	-	4443	29
YER093C-A_id004	chrV	347774	348423	-	650	28
YER094C_id004	chrV	348575	349676	-	1102	496
YER095W_id002	chrV	349913	351605	+	1693	112
YER096W_id003	chrV	351534	353265	+	1732	1
YER098W_id002	chrV	355283	357934	+	2652	47
YER099C_id002	chrV	357212	359080	-	1869	124
YER100W_id002	chrV	359276	360415	+	1140	146
YER101C_id002	chrV	360322	361876	-	1555	36
YER102W_id002	chrV	362714	364048	+	1335	4736
YER103W_id001	chrV	363853	366637	+	2785	221
YER104W_id003	chrV	366784	368486	+	1703	28
YER105C_id001	chrV	367593	372032	-	4440	163
YER106W_tx0	chrV	372301	373359	+	1059	1
YER107C_id001	chrV	373204	374732	-	1529	135
YER110C_id003	chrV	378610	382244	-	3635	341
YER111C_tx0	chrV	382470	385901	-	3432	23
YER112W_id001	chrV	387131	387910	+	780	239
YER113C_id003	chrV	387794	390207	-	2414	56
YER114C_tx0	chrV	390465	393737	-	3273	43
YER115C_id002	chrV	394179	395818	-	1640	52
YER116C_id005	chrV	394899	396272	-	1374	1
YER117W_id001	chrV	395711	397716	+	2006	4126
YER118C_id004	chrV	397773	399354	-	1582	83
YER119C_id005	chrV	399335	400864	-	1530	53
YER120W_id004	chrV	401047	402104	+	1058	1625
YER121W_id003	chrV	402229	402912	+	684	7
YER122C_id004	chrV	402724	404433	-	1710	117
YER123W_id001	chrV	404625	406936	+	2312	89
YER124C_id002	chrV	406818	409103	-	2286	218
YER125W_id001	chrV	409685	413015	+	3331	154
YER126C_id001	chrV	412891	414281	-	1391	156
YER127W_id002	chrV	414457	415753	+	1297	70
YER128W_id001	chrV	415854	417079	+	1226	14
YER129W_tx0	chrV	417256	420834	+	3579	18
YER130C_id002	chrV	420863	422542	-	1680	82
YER131W_id001	chrV	423445	424454	+	1010	2088
YER132C_tx0	chrV	425063	430474	-	5412	30
YER133W_id003	chrV	432426	434424	+	1999	405
YER134C_id001	chrV	436308	437979	-	1672	96
YER136W_id002	chrV	439461	441300	+	1840	152
YER137C_id004	chrV	441206	441919	-	714	20
YER139C_id004	chrV	449837	451399	-	1563	23
YER140W_id001	chrV	451493	453628	+	2136	30
YER141W_id007	chrV	453380	455150	+	1771	84
YER142C_id001	chrV	455060	456384	-	1325	43
YER143W_id003	chrV	456261	457810	+	1550	60
YER144C_id001	chrV	457689	460317	-	2629	40
YER145C_id001	chrV	460290	461758	-	1469	303
YER146W_id002	chrV	462163	462951	+	789	185
YER147C_id010	chrV	462863	464882	-	2020	36
YER148W_id001	chrV	465114	466372	+	1259	178
YER149C_id002	chrV	466130	467563	-	1434	28
YER150W_id001	chrV	467715	468982	+	1268	558
YER151C_id001	chrV	469617	472548	-	2932	127
YER152C_id004	chrV	472620	474562	-	1943	181
YER153C_tx0	chrV	473916	474830	-	915	0
YER154W_id003	chrV	474311	476293	+	1983	53
YER155C_tx0	chrV	476220	482873	-	6654	473
YER156C_id001	chrV	483219	484628	-	1410	481
YER157W_id002	chrV	484772	487274	+	2503	79
YER158C_id003	chrV	488736	490782	-	2047	57
YER159C_id001	chrV	491282	492141	-	860	253
YER161C_id005	chrV	499078	500416	-	1339	166
YER162C_tx0	chrV	500505	502919	-	2415	68
YER163C_id002	chrV	502982	503902	-	921	69
YER164W_tx0	chrV	505367	509923	+	4557	177
YER165W_id006	chrV	510231	512308	+	2078	1034
YER166W_tx0	chrV	512719	517584	+	4866	128
YER167W_id001	chrV	517790	520781	+	2992	31
YER168C_id005	chrV	520934	522724	-	1791	63
YER169W_id001	chrV	523079	525967	+	2889	143
YER170W_id006	chrV	525943	527033	+	1091	7
YER171W_id003	chrV	526959	529547	+	2589	38
YER172C_tx0	chrV	529405	536046	-	6642	188
YER173W_tx0	chrV	536275	538404	+	2130	7
YER174C_id001	chrV	538335	539320	-	986	2
YER175C_id001	chrV	539176	541451	-	2276	52
YER175W-A_id001	chrV	539499	541575	+	2077	2
YER176W_id004	chrV	541670	545169	+	3500	98
YER177W_id002	chrV	545199	546589	+	1391	2574
YER178W_id005	chrV	546805	548344	+	1540	1076
YER179W_tx0	chrV	548396	549642	+	1247	8
YER180C_id001	chrV	549668	551095	-	1428	47
YER180C-A_id003	chrV	550193	551170	-	978	0
YER181C_id001	chrV	551422	552408	-	987	2
YER182W_id002	chrV	552347	553357	+	1011	97
YER183C_id001	chrV	553242	554032	-	791	75
YER184C_id001	chrV	556085	558754	-	2670	8
YER185W_id001	chrV	558961	560400	+	1440	13
YER186C_id002	chrV	561200	562770	-	1571	99
YER187W_id001	chrV	565535	566856	+	1322	14
YER188W_id002	chrV	567725	568989	+	1265	6
YER190W_tx0	chrV	571455	576650	+	5196	0
YFL001W_id002	chrVI	147073	148494	+	1422	39
YFL002C_id003	chrVI	144976	146970	-	1995	66
YFL003C_tx0	chrVI	134396	137182	-	2787	6
YFL004W_id002	chrVI	131652	134510	+	2859	371
YFL005W_id002	chrVI	130102	131202	+	1101	245
YFL007W_tx0	chrVI	123454	130035	+	6582	257
YFL008W_tx0	chrVI	119404	123231	+	3828	90
YFL009W_id001	chrVI	115965	118621	+	2657	75
YFL010C_id002	chrVI	114731	115760	-	1030	270
YFL010W-A_tx0	chrVI	114965	115399	+	435	0
YFL011W_tx0	chrVI	112320	114110	+	1791	2
YFL012W_id001	chrVI	110586	111546	+	961	2
YFL013C_id001	chrVI	107621	110015	-	2395	22
YFL014W_id001	chrVI	106830	107779	+	950	1053
YFL016C_id001	chrVI	104598	106329	-	1732	93
YFL017C_id001	chrVI	103590	104470	-	881	48
YFL017W-A_id002	chrVI	103365	103998	+	634	5
YFL018C_id001	chrVI	101497	103218	-	1722	593
YFL020C_id001	chrVI	99116	100293	-	1178	3
YFL021C-A_id001	chrVI	95449	97535	-	2087	3
YFL021W_id001	chrVI	95786	97617	+	1832	62
YFL022C_id005	chrVI	93384	95083	-	1700	484
YFL023W_id002	chrVI	90962	93476	+	2515	54
YFL024C_id001	chrVI	87443	90648	-	3206	67
YFL025C_tx0	chrVI	84020	87259	-	3240	25
YFL026W_tx0	chrVI	82555	84000	+	1446	572
YFL027C_id001	chrVI	80348	81963	-	1616	57
YFL028C_id001	chrVI	79210	80243	-	1034	74
YFL029C_id002	chrVI	77991	79215	-	1225	13
YFL030W_tx0	chrVI	76806	78113	+	1308	3
YFL031W_id001	chrVI	75113	76624	+	1512	449
YFL033C_tx0	chrVI	68990	74452	-	5463	37
YFL034C-A_id001	chrVI	64061	64977	-	917	70
YFL034C-B_id001	chrVI	62812	64057	-	1246	31
YFL034W_id002	chrVI	65307	68810	+	3504	113
YFL036W_tx0	chrVI	58757	62962	+	4206	131
YFL037W_id002	chrVI	56236	57934	+	1699	249
YFL038C_id002	chrVI	55139	56053	-	915	292
YFL039C_id002	chrVI	52973	54903	-	1931	10506
YFL041W_id001	chrVI	49117	51189	+	2073	111
YFL041W-A_id001	chrVI	47859	48986	+	1128	45
YFL042C_id001	chrVI	45630	47777	-	2148	174
YFL044C_id001	chrVI	44388	45595	-	1208	0
YFL045C_id001	chrVI	43468	45460	-	1993	2825
YFL046W_id002	chrVI	42615	43587	+	973	47
YFL047W_id002	chrVI	40403	42665	+	2263	37
YFL048C_id001	chrVI	38695	40222	-	1528	102
YFL049W_id004	chrVI	36772	38821	+	2050	34
YFL050C_tx0	chrVI	33147	35873	-	2727	5
YFL053W_tx0	chrVI	23398	25323	+	1926	0
YFL055W_id001	chrVI	16682	19085	+	2404	20
YFL058W_tx0	chrVI	12904	14076	+	1173	2
YFL059W_tx0	chrVI	11338	12384	+	1047	1
YFL060C_tx0	chrVI	10176	10994	-	819	2
YFL062W_tx0	chrVI	6401	7690	+	1290	2
YFR001W_id002	chrVI	148988	149850	+	863	162
YFR002W_id002	chrVI	149988	152650	+	2663	113
YFR003C_id002	chrVI	152443	153187	-	745	138
YFR004W_id003	chrVI	153322	154412	+	1091	497
YFR005C_id002	chrVI	154273	155920	-	1648	53
YFR006W_id001	chrVI	155862	157840	+	1979	222
YFR007W_id001	chrVI	159224	160429	+	1206	4
YFR008W_id001	chrVI	160196	161547	+	1352	14
YFR009W_id001	chrVI	162412	164813	+	2402	3
YFR009W-A_id001	chrVI	162827	164940	+	2114	28
YFR010W_id002	chrVI	164975	166660	+	1686	505
YFR011C_id001	chrVI	166525	167302	-	778	116
YFR012W_tx0	chrVI	167863	168621	+	759	0
YFR012W-A_id001	chrVI	167964	169543	+	1580	4
YFR013W_id002	chrVI	169866	172427	+	2562	89
YFR014C_id002	chrVI	172315	174005	-	1691	137
YFR015C_id003	chrVI	174088	176480	-	2393	390
YFR016C_id002	chrVI	176998	180837	-	3840	285
YFR017C_id001	chrVI	182154	183837	-	1684	193
YFR018C_id006	chrVI	182957	184282	-	1326	0
YFR019W_tx0	chrVI	184477	191463	+	6987	114
YFR020W_id002	chrVI	191794	193833	+	2040	75
YFR021W_id001	chrVI	194697	196512	+	1816	102
YFR022W_id001	chrVI	196565	199196	+	2632	54
YFR023W_tx0	chrVI	199849	201834	+	1986	3
YFR024C-A_id001	chrVI	201729	203658	-	1930	177
YFR025C_id003	chrVI	203600	204790	-	1191	44
YFR026C_id002	chrVI	205502	207225	-	1724	20
YFR027W_id001	chrVI	207380	208430	+	1051	1
YFR028C_id001	chrVI	208337	210160	-	1824	15
YFR029W_id001	chrVI	210837	213045	+	2209	26
YFR030W_id002	chrVI	213193	216476	+	3284	36
YFR031C_tx0	chrVI	216469	220131	-	3663	127
YFR031C-A_id001	chrVI	220319	221767	-	1449	5626
YFR032C_id002	chrVI	221988	223036	-	1049	2
YFR032C-A_id002	chrVI	223162	223964	-	803	3147
YFR033C_id003	chrVI	224182	225525	-	1344	317
YFR034C_id001	chrVI	224646	225993	-	1348	0
YFR034W-A_id003	chrVI	225560	226609	+	1050	138
YFR036W_id007	chrVI	226913	227476	+	564	15
YFR037C_id001	chrVI	227336	229219	-	1884	126
YFR038W_id002	chrVI	229362	232029	+	2668	76
YFR039C_id001	chrVI	231945	233687	-	1743	56
YFR040W_tx0	chrVI	234217	237375	+	3159	40
YFR041C_id003	chrVI	237233	238300	-	1068	40
YFR042W_id005	chrVI	238413	239385	+	973	48
YFR043C_id002	chrVI	239039	239867	-	829	46
YFR044C_id007	chrVI	239944	241661	-	1718	729
YFR045W_id005	chrVI	241982	243136	+	1155	77
YFR046C_id001	chrVI	242814	244179	-	1366	15
YFR047C_id002	chrVI	244007	245201	-	1195	162
YFR048W_id002	chrVI	246108	248209	+	2102	67
YFR049W_id003	chrVI	248350	249125	+	776	113
YFR050C_id001	chrVI	248900	249947	-	1048	153
YFR051C_id002	chrVI	250047	251842	-	1796	340
YFR052C-A_id013	chrVI	253422	254620	-	1199	1601
YFR052W_id001	chrVI	252446	253577	+	1132	141
YFR053C_id030	chrVI	253523	255160	-	1638	62
YFR054C_id001	chrVI	258567	259937	-	1371	2
YFR055W_id001	chrVI	263663	265704	+	2042	48
YGL001C_id001	chrVII	495330	496774	-	1445	236
YGL002W_id002	chrVII	494406	495421	+	1016	130
YGL003C_id004	chrVII	492285	494249	-	1965	66
YGL004C_id001	chrVII	490571	491971	-	1401	4
YGL005C_id001	chrVII	489497	490935	-	1439	41
YGL006W_tx0	chrVII	485896	489567	+	3672	277
YGL007C-A_id001	chrVII	482644	483949	-	1306	4
YGL007W_id002	chrVII	483202	484287	+	1086	6
YGL008C_id001	chrVII	479380	482905	-	3526	4241
YGL009C_id001	chrVII	476115	478707	-	2593	754
YGL010W_id002	chrVII	475438	476282	+	845	31
YGL011C_id003	chrVII	474200	475272	-	1073	307
YGL012W_id001	chrVII	472818	474684	+	1867	484
YGL013C_tx0	chrVII	468967	472323	-	3357	50
YGL014W_id001	chrVII	465720	468896	+	3177	119
YGL015C_id001	chrVII	464796	465693	-	898	0
YGL016W_id001	chrVII	461610	465103	+	3494	94
YGL017W_id001	chrVII	459660	461519	+	1860	55
YGL018C_id003	chrVII	458843	459716	-	874	14
YGL019W_id002	chrVII	458014	459108	+	1095	272
YGL020C_id001	chrVII	457075	457978	-	904	212
YGL021W_tx0	chrVII	454760	457192	+	2433	74
YGL022W_id002	chrVII	452331	454726	+	2396	441
YGL023C_id001	chrVII	450069	452153	-	2085	18
YGL025C_tx0	chrVII	448639	449982	-	1344	106
YGL026C_id003	chrVII	446250	448563	-	2314	896
YGL027C_id002	chrVII	443550	446182	-	2633	122
YGL028C_id001	chrVII	440982	443316	-	2335	239
YGL029W_id002	chrVII	439782	440606	+	825	166
YGL030W_id002	chrVII	439041	439908	+	868	8387
YGL031C_id005	chrVII	437223	438447	-	1225	5424
YGL032C_id002	chrVII	436470	437054	-	585	69
YGL033W_tx0	chrVII	435600	436526	+	927	4
YGL035C_tx0	chrVII	431423	433087	-	1665	3
YGL037C_id002	chrVII	427158	428067	-	910	1369
YGL038C_id001	chrVII	424902	426916	-	2015	168
YGL039W_id006	chrVII	423450	425101	+	1652	45
YGL040C_id006	chrVII	419301	420680	-	1380	215
YGL041C-B_id002	chrVII	418560	419184	-	625	0
YGL041W-A_id004	chrVII	418809	419501	+	693	94
YGL043W_id002	chrVII	417479	418860	+	1382	154
YGL044C_id005	chrVII	415860	417264	-	1405	64
YGL045W_id001	chrVII	413730	415957	+	2228	41
YGL047W_id005	chrVII	411465	412279	+	815	31
YGL048C_id001	chrVII	409852	411314	-	1463	437
YGL049C_id004	chrVII	406693	409765	-	3073	150
YGL050W_id002	chrVII	405691	406865	+	1175	44
YGL051W_tx0	chrVII	403662	404516	+	855	1
YGL053W_id002	chrVII	402490	403626	+	1137	69
YGL054C_id002	chrVII	400538	401380	-	843	530
YGL055W_id001	chrVII	398536	400441	+	1906	676
YGL056C_id004	chrVII	395953	397716	-	1764	21
YGL057C_id001	chrVII	394754	395866	-	1113	19
YGL058W_id001	chrVII	393658	394900	+	1243	111
YGL059W_id001	chrVII	392170	393891	+	1722	10
YGL060W_id001	chrVII	389935	392265	+	2331	26
YGL061C_id004	chrVII	388718	389779	-	1062	34
YGL062W_id008	chrVII	385140	388783	+	3644	192
YGL063W_id002	chrVII	383448	385226	+	1779	61
YGL064C_tx0	chrVII	381398	383233	-	1836	23
YGL065C_id002	chrVII	379637	381327	-	1691	91
YGL066W_id001	chrVII	377418	379778	+	2361	62
YGL067W_id002	chrVII	376046	377488	+	1443	81
YGL068W_id002	chrVII	375049	375941	+	893	206
YGL070C_id003	chrVII	374069	374861	-	793	54
YGL071W_id014	chrVII	371906	374252	+	2347	79
YGL073W_id001	chrVII	368424	371311	+	2888	46
YGL075C_id004	chrVII	366819	368283	-	1465	1
YGL076C_id002	chrVII	364219	366148	-	1930	3494
YGL077C_id005	chrVII	362141	364083	-	1943	314
YGL078C_id002	chrVII	360096	361986	-	1891	257
YGL079W_id001	chrVII	359407	360797	+	1391	35
YGL080W_id011	chrVII	358555	359306	+	752	99
YGL081W_id002	chrVII	357199	358628	+	1430	4
YGL082W_id002	chrVII	355737	357167	+	1431	90
YGL083W_id001	chrVII	352994	355652	+	2659	36
YGL084C_id002	chrVII	350391	352345	-	1955	72
YGL085W_id006	chrVII	349554	350620	+	1067	25
YGL086W_tx0	chrVII	347094	349493	+	2400	141
YGL087C_id002	chrVII	346205	346943	-	739	81
YGL089C_tx0	chrVII	344666	345178	-	513	1
YGL090W_id003	chrVII	343287	345261	+	1975	33
YGL091C_id006	chrVII	341905	343126	-	1222	119
YGL092W_id001	chrVII	337782	341915	+	4134	166
YGL093W_id002	chrVII	334846	337679	+	2834	30
YGL094C_tx0	chrVII	330993	334490	-	3498	38
YGL095C_id009	chrVII	328782	330685	-	1904	121
YGL096W_id007	chrVII	324810	326269	+	1460	73
YGL097W_id004	chrVII	321706	323346	+	1641	214
YGL098W_id003	chrVII	317289	319046	+	1758	91
YGL099W_id001	chrVII	314567	316611	+	2045	99
YGL100W_id002	chrVII	313156	314399	+	1244	131
YGL101W_id005	chrVII	312147	313116	+	970	98
YGL103W_id001	chrVII	308491	311999	+	3509	15812
YGL104C_id006	chrVII	308576	310189	-	1614	132
YGL105W_id004	chrVII	307264	308664	+	1401	174
YGL106W_id009	chrVII	306535	307168	+	634	70
YGL107C_id001	chrVII	304211	306332	-	2122	41
YGL108C_id002	chrVII	303225	304115	-	891	74
YGL110C_id003	chrVII	301371	303421	-	2051	75
YGL111W_id001	chrVII	299951	301697	+	1747	197
YGL112C_id002	chrVII	298048	299800	-	1753	92
YGL113W_id002	chrVII	295885	298184	+	2300	34
YGL114W_id002	chrVII	293226	295731	+	2506	161
YGL115W_id001	chrVII	291885	293114	+	1230	517
YGL116W_id001	chrVII	289645	291739	+	2095	82
YGL117W_id001	chrVII	288426	289786	+	1361	100
YGL119W_id001	chrVII	284156	286030	+	1875	111
YGL120C_id001	chrVII	281426	283993	-	2568	115
YGL121C_id003	chrVII	280549	281262	-	714	37
YGL122C_id003	chrVII	278548	280532	-	1985	134
YGL123W_id002	chrVII	277328	278470	+	1143	7445
YGL124C_tx0	chrVII	274655	276739	-	2085	3
YGL125W_id002	chrVII	272334	274614	+	2281	5
YGL126W_tx0	chrVII	270972	272264	+	1293	5
YGL127C_id001	chrVII	270174	270831	-	658	50
YGL128C_id002	chrVII	269080	270160	-	1081	12
YGL129C_id002	chrVII	267574	269164	-	1591	47
YGL130W_id004	chrVII	266065	267764	+	1700	152
YGL131C_tx0	chrVII	261523	265884	-	4362	63
YGL133W_tx0	chrVII	257682	261626	+	3945	95
YGL134W_id002	chrVII	255566	257264	+	1699	41
YGL135W_id002	chrVII	254577	255579	+	1003	12481
YGL136C_id001	chrVII	252763	254004	-	1242	33
YGL137W_id003	chrVII	249845	253055	+	3211	340
YGL139W_id004	chrVII	245402	248444	+	3043	46
YGL140C_id001	chrVII	241074	245199	-	4126	169
YGL141W_id001	chrVII	238292	241205	+	2914	69
YGL142C_id001	chrVII	236064	238164	-	2101	62
YGL143C_id001	chrVII	234569	236164	-	1596	74
YGL144C_id001	chrVII	232291	234521	-	2231	43
YGL145W_id003	chrVII	230173	232466	+	2294	19
YGL146C_id010	chrVII	228590	229860	-	1271	6
YGL147C_id001	chrVII	225888	228346	-	2459	1583
YGL148W_id001	chrVII	226259	227685	+	1427	547
YGL150C_tx0	chrVII	220979	225598	-	4620	231
YGL151W_id002	chrVII	217469	221007	+	3539	32
YGL153W_id001	chrVII	216211	217383	+	1173	63
YGL154C_id001	chrVII	215155	216112	-	958	14
YGL155W_id001	chrVII	213925	215625	+	1701	102
YGL156W_tx0	chrVII	210391	213792	+	3402	10
YGL157W_id001	chrVII	208875	210141	+	1267	111
YGL158W_id001	chrVII	206645	208696	+	2052	3
YGL159W_id003	chrVII	202705	204209	+	1505	73
YGL160W_id002	chrVII	200453	202429	+	1977	73
YGL161C_id004	chrVII	199055	200251	-	1197	228
YGL162W_id001	chrVII	197430	199211	+	1782	13
YGL163C_id006	chrVII	193572	196537	-	2966	75
YGL164C_id003	chrVII	191854	193365	-	1512	66
YGL166W_id001	chrVII	191089	192013	+	925	117
YGL167C_id002	chrVII	187414	190875	-	3462	226
YGL168W_tx0	chrVII	187439	187921	+	483	0
YGL169W_id003	chrVII	186003	187562	+	1560	37
YGL170C_tx0	chrVII	184028	185419	-	1392	4
YGL171W_id001	chrVII	182374	184383	+	2010	87
YGL172W_id002	chrVII	180656	182231	+	1576	107
YGL173C_tx0	chrVII	175402	180138	-	4737	481
YGL174W_id006	chrVII	174529	175541	+	1013	16
YGL175C_id001	chrVII	173045	174364	-	1320	0
YGL176C_id001	chrVII	171312	173961	-	2650	47
YGL178W_tx0	chrVII	167327	170696	+	3370	63
YGL179C_id003	chrVII	163358	165179	-	1822	63
YGL180W_id001	chrVII	159502	163108	+	3607	79
YGL181W_id001	chrVII	157529	159173	+	1645	46
YGL183C_tx0	chrVII	156418	157310	-	893	1
YGL184C_id002	chrVII	154504	156060	-	1557	7
YGL185C_id002	chrVII	152785	154329	-	1545	43
YGL186C_id001	chrVII	150874	152828	-	1955	263
YGL187C_id001	chrVII	149401	150695	-	1295	175
YGL188C-A_id001	chrVII	148612	149422	-	811	0
YGL189C_id001	chrVII	148160	149080	-	921	3180
YGL190C_id001	chrVII	145348	147934	-	2587	130
YGL191W_id005	chrVII	144701	145471	+	771	1165
YGL192W_id001	chrVII	142200	144826	+	2627	0
YGL193C_id005	chrVII	141871	142345	-	475	30
YGL194C_id001	chrVII	140157	141792	-	1636	5
YGL194C-A_id002	chrVII	139523	140245	-	723	30
YGL195W_tx0	chrVII	131500	139668	+	8169	1243
YGL196W_id002	chrVII	129474	131269	+	1796	167
YGL197W_tx0	chrVII	124673	129286	+	4614	38
YGL198W_id001	chrVII	123569	124673	+	1105	326
YGL200C_id001	chrVII	122460	123382	-	923	448
YGL201C_id001	chrVII	117653	120974	-	3322	91
YGL202W_id001	chrVII	115995	118196	+	2202	458
YGL203C_id001	chrVII	112073	114731	-	2659	99
YGL204C_id001	chrVII	111188	112120	-	933	38
YGL205W_tx0	chrVII	108133	110529	+	2397	1
YGL206C_tx0	chrVII	102418	107529	-	5112	105
YGL207W_id003	chrVII	98863	102210	+	3348	472
YGL208W_id002	chrVII	97288	98741	+	1454	21
YGL209W_id001	chrVII	95806	97291	+	1486	72
YGL210W_id003	chrVII	93300	94566	+	1267	58
YGL211W_id002	chrVII	91775	94301	+	2527	0
YGL212W_id002	chrVII	91398	92477	+	1080	2
YGL213C_id002	chrVII	89794	91283	-	1490	229
YGL215W_id001	chrVII	87509	89921	+	2413	145
YGL216W_tx0	chrVII	84860	87427	+	2568	44
YGL219C_id003	chrVII	82794	84323	-	1530	37
YGL220W_id001	chrVII	81762	82912	+	1151	266
YGL221C_id001	chrVII	81173	82311	-	1139	216
YGL222C_tx0	chrVII	80534	81211	-	678	5
YGL223C_id001	chrVII	79048	80378	-	1331	2
YGL224C_id003	chrVII	77914	78984	-	1071	72
YGL225W_id001	chrVII	74914	78030	+	3117	499
YGL226C-A_id002	chrVII	72177	73207	-	1031	340
YGL226W_id016	chrVII	73335	73818	+	484	44
YGL227W_id002	chrVII	69629	72752	+	3124	51
YGL228W_id002	chrVII	67418	69498	+	2081	118
YGL229C_id001	chrVII	64228	67200	-	2973	56
YGL230C_id006	chrVII	63699	64257	-	559	2
YGL231C_id003	chrVII	62675	63632	-	958	355
YGL232W_id006	chrVII	62012	63071	+	1060	154
YGL233W_id001	chrVII	59044	61919	+	2876	65
YGL234W_id001	chrVII	55835	58977	+	3143	465
YGL236C_id004	chrVII	53717	56047	-	2331	57
YGL237C_id002	chrVII	52478	53622	-	1145	31
YGL238W_id001	chrVII	49507	52604	+	3098	88
YGL240W_id001	chrVII	48594	50519	+	1926	1
YGL241W_id002	chrVII	45428	48567	+	3140	75
YGL242C_id003	chrVII	44446	45269	-	824	126
YGL243W_id001	chrVII	43283	44643	+	1361	22
YGL244W_id001	chrVII	41423	43266	+	1844	62
YGL245W_id003	chrVII	39008	41379	+	2372	810
YGL246C_id002	chrVII	37469	38851	-	1383	116
YGL247W_id001	chrVII	36913	37677	+	765	37
YGL248W_id003	chrVII	35531	37153	+	1623	86
YGL249W_tx0	chrVII	33073	35337	+	2265	4
YGL250W_id006	chrVII	31875	32937	+	1063	51
YGL251C_tx0	chrVII	27796	31661	-	3866	21
YGL252C_id003	chrVII	25495	27515	-	2021	91
YGL253W_id005	chrVII	23813	25581	+	1769	1611
YGL254W_id004	chrVII	22289	23948	+	1660	9
YGL255W_id002	chrVII	20662	22212	+	1551	2878
