# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "1" "-t" "primary_transcript" "-g" "ID" "-a" "10dt_sample_longest_full_ORF_with_constructs.gff" "-o" "10dt_counts.txt" "10dt_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	10dt_aln.bam
YDR416W_id001	chrIV	1298346	1301043	+	2698	22
YDR418W_id001	chrIV	1300681	1302209	+	1529	2910
YDR419W_id001	chrIV	1303169	1305459	+	2291	25
YDR420W_tx0	chrIV	1306242	1311800	+	5559	280
YDR421W_id003	chrIV	1311975	1314921	+	2947	80
YDR422C_id001	chrIV	1315036	1317883	-	2848	278
YDR423C_id001	chrIV	1317953	1319324	-	1372	171
YDR424C_id002	chrIV	1319346	1319935	-	590	146
YDR425W_tx0	chrIV	1320039	1322066	+	2028	35
YDR427W_id003	chrIV	1322173	1323520	+	1348	582
YDR428C_id001	chrIV	1322700	1324272	-	1573	112
YDR429C_id007	chrIV	1324264	1325319	-	1056	794
YDR430C_id003	chrIV	1325468	1328535	-	3068	173
YDR432W_tx0	chrIV	1328758	1330152	+	1395	20
YDR433W_id001	chrIV	1328941	1330736	+	1796	610
YDR434W_id001	chrIV	1331049	1332934	+	1886	181
YDR435C_id002	chrIV	1332857	1334182	-	1326	73
YDR436W_id002	chrIV	1334689	1337114	+	2426	132
YDR437W_id001	chrIV	1337285	1339301	+	2017	0
YDR438W_id004	chrIV	1337765	1339472	+	1708	27
YDR439W_id002	chrIV	1339614	1340974	+	1361	99
YDR440W_id005	chrIV	1342406	1344348	+	1943	234
YDR441C_id001	chrIV	1344160	1345197	-	1038	147
YDR442W_id002	chrIV	1345633	1346766	+	1134	0
YDR443C_tx0	chrIV	1345551	1349963	-	4413	122
YDR444W_id001	chrIV	1350205	1352433	+	2229	299
YDR446W_tx0	chrIV	1353700	1354758	+	1059	2
YDR447C_id001	chrIV	1354590	1355631	-	1042	1692
YDR448W_id001	chrIV	1356029	1357472	+	1444	143
YDR449C_id003	chrIV	1357362	1358931	-	1570	79
YDR450W_id002	chrIV	1359896	1361096	+	1201	2953
YDR451C_id002	chrIV	1360785	1362243	-	1459	277
YDR452W_id001	chrIV	1362728	1365090	+	2363	1397
YDR453C_id001	chrIV	1364974	1366022	-	1049	99
YDR454C_id001	chrIV	1365758	1366897	-	1140	1057
YDR456W_id002	chrIV	1367400	1369492	+	2093	60
YDR457W_tx0	chrIV	1369765	1379721	+	9957	724
YDR458C_id007	chrIV	1379881	1382086	-	2206	437
YDR459C_id001	chrIV	1382247	1383739	-	1493	55
YDR460W_id003	chrIV	1383671	1384979	+	1309	508
YDR461C-A_id006	chrIV	1385356	1385831	-	476	13
YDR461W_id011	chrIV	1385148	1385432	+	285	769
YDR462W_id002	chrIV	1386021	1386697	+	677	196
YDR463W_id001	chrIV	1386753	1388585	+	1833	432
YDR464W_tx0	chrIV	1388847	1393304	+	4458	766
YDR465C_id001	chrIV	1393173	1394806	-	1634	227
YDR466W_id001	chrIV	1395026	1398065	+	3040	290
YDR467C_id001	chrIV	1396747	1398254	-	1508	6
YDR468C_id004	chrIV	1397734	1398814	-	1081	67
YDR469W_id001	chrIV	1398088	1401744	+	3657	153
YDR470C_id002	chrIV	1399513	1401321	-	1809	96
YDR471W_id001	chrIV	1401745	1402918	+	1174	1747
YDR472W_id003	chrIV	1403187	1404416	+	1230	207
YDR473C_id003	chrIV	1404228	1405922	-	1695	204
YDR475C_id002	chrIV	1407337	1410192	-	2856	381
YDR476C_id001	chrIV	1410251	1412173	-	1923	139
YDR477W_id003	chrIV	1412079	1414422	+	2344	245
YDR478W_id001	chrIV	1414535	1416455	+	1921	105
YDR479C_id002	chrIV	1415128	1416941	-	1814	287
YDR480W_tx0	chrIV	1417374	1418495	+	1122	13
YDR481C_id002	chrIV	1418493	1420305	-	1813	76
YDR482C_id001	chrIV	1420260	1421009	-	750	262
YDR483W_id003	chrIV	1420974	1422637	+	1664	286
YDR484W_id003	chrIV	1422732	1424817	+	2086	61
YDR485C_id002	chrIV	1424687	1427276	-	2590	434
YDR486C_id003	chrIV	1427173	1428178	-	1006	135
YDR487C_id005	chrIV	1428243	1430223	-	1981	366
YDR488C_tx0	chrIV	1429063	1430814	-	1752	42
YDR489W_id002	chrIV	1430994	1432500	+	1507	117
YDR490C_id002	chrIV	1431818	1434375	-	2558	197
YDR492W_id001	chrIV	1434770	1436225	+	1456	114
YDR493W_id001	chrIV	1436116	1436840	+	725	93
YDR494W_id010	chrIV	1436848	1438087	+	1240	141
YDR495C_tx0	chrIV	1437990	1441175	-	3186	114
YDR496C_id001	chrIV	1441196	1443441	-	2246	340
YDR497C_id001	chrIV	1443604	1445623	-	2020	1491
YDR498C_id002	chrIV	1445396	1450109	-	4714	190
YDR499W_id005	chrIV	1447826	1450167	+	2342	77
YDR500C_id001	chrIV	1449981	1450874	-	894	1268
YDR501W_tx0	chrIV	1451328	1453043	+	1716	30
YDR502C_id001	chrIV	1452816	1454512	-	1697	456
YDR503C_id001	chrIV	1454830	1455949	-	1120	41
YDR504C_id003	chrIV	1456139	1457842	-	1704	40
YDR505C_tx0	chrIV	1456570	1459245	-	2676	10
YDR506C_id002	chrIV	1459307	1461605	-	2299	65
YDR507C_id001	chrIV	1462176	1465824	-	3649	610
YDR508C_id002	chrIV	1466259	1468567	-	2309	812
YDR510W_id002	chrIV	1468669	1469859	+	1191	774
YDR511W_id001	chrIV	1469838	1471050	+	1213	0
YDR512C_tx0	chrIV	1470375	1471088	-	714	258
YDR513W_id001	chrIV	1470026	1471559	+	1534	238
YDR514C_id001	chrIV	1471422	1473074	-	1653	150
YDR515W_id008	chrIV	1473279	1474873	+	1595	50
YDR516C_id001	chrIV	1474842	1476588	-	1747	615
YDR517W_id001	chrIV	1476623	1478460	+	1838	244
YDR518W_id002	chrIV	1478467	1480210	+	1744	130
YDR519W_id002	chrIV	1479966	1481057	+	1092	306
YDR520C_id001	chrIV	1480938	1483487	-	2550	44
YDR522C_tx0	chrIV	1483670	1485328	-	1659	1
YDR523C_id001	chrIV	1485514	1487263	-	1750	3
YDR524C_id001	chrIV	1487035	1489057	-	2023	49
YDR524C-A_id002	chrIV	1489805	1490445	-	641	0
YDR524C-B_id004	chrIV	1489179	1489843	-	665	6391
YDR525W-A_id001	chrIV	1489989	1491058	+	1070	404
YDR527W_id001	chrIV	1491072	1493174	+	2103	283
YDR528W_id002	chrIV	1494268	1495996	+	1729	93
YDR529C_id002	chrIV	1495808	1496579	-	772	1982
YDR530C_id001	chrIV	1496628	1498018	-	1391	126
YDR531W_id010	chrIV	1498123	1499416	+	1294	163
YDR532C_id003	chrIV	1499338	1500793	-	1456	81
YDR533C_id001	chrIV	1501208	1502385	-	1178	132
YDR534C_tx0	chrIV	1503189	1504925	-	1737	4
YDR536W_tx0	chrIV	1507980	1509839	+	1860	5
YDR538W_id001	chrIV	1509972	1511919	+	1948	30
YDR539W_id001	chrIV	1512000	1513953	+	1954	95
YDR540C_id001	chrIV	1516282	1517758	-	1477	34
YDR541C_id001	chrIV	1519437	1520919	-	1483	48
YDR542W_tx0	chrIV	1523224	1523736	+	513	2
YDR545W_tx0	chrIV	1526296	1531836	+	5541	73
YEL001C_id001	chrV	149991	151013	-	1023	267
YEL002C_id002	chrV	148562	150077	-	1516	245
YEL003W_id002	chrV	147953	148711	+	759	344
YEL004W_id002	chrV	146894	148321	+	1428	61
YEL005C_id005	chrV	145810	146795	-	986	22
YEL006W_id007	chrV	144264	145702	+	1439	107
YEL007W_tx0	chrV	141867	144017	+	2151	202
YEL008C-A_id001	chrV	140310	141050	-	741	5
YEL008W_id002	chrV	140400	141261	+	862	2
YEL009C_id001	chrV	138823	140489	-	1667	1986
YEL011W_id001	chrV	133011	135350	+	2340	230
YEL012W_id003	chrV	131627	132660	+	1034	44
YEL013W_id002	chrV	128555	131010	+	2456	262
YEL015W_id006	chrV	126580	128450	+	1871	424
YEL016C_id001	chrV	124566	126430	-	1865	150
YEL017C-A_id001	chrV	122091	122964	-	874	2298
YEL017W_id001	chrV	123176	124767	+	1592	145
YEL018W_id001	chrV	121437	122462	+	1026	113
YEL019C_id001	chrV	120343	121311	-	969	14
YEL020W-A_id001	chrV	116531	117566	+	1036	178
YEL021W_id002	chrV	116112	117120	+	1009	0
YEL022W_id001	chrV	111340	115873	+	4534	490
YEL023C_id001	chrV	108378	111112	-	2735	49
YEL024W_id003	chrV	107159	108524	+	1366	120
YEL026W_id001	chrV	100905	102394	+	1490	3613
YEL027W_id003	chrV	100706	101634	+	929	6
YEL028W_id001	chrV	97084	99203	+	2120	32
YEL029C_id001	chrV	96494	97909	-	1416	58
YEL030W_id001	chrV	94191	96948	+	2758	24
YEL031W_id001	chrV	90187	94007	+	3821	423
YEL032W_id003	chrV	86853	90004	+	3152	307
YEL034C-A_id005	chrV	85440	86268	-	829	3
YEL034W_id001	chrV	85195	86368	+	1174	4635
YEL036C_id001	chrV	82971	84832	-	1862	389
YEL037C_id003	chrV	81215	82788	-	1574	223
YEL038W_id003	chrV	80443	81364	+	922	62
YEL039C_id007	chrV	79521	80170	-	650	172
YEL040W_id001	chrV	78005	79662	+	1658	664
YEL041W_tx0	chrV	75919	77556	+	1638	17
YEL042W_id002	chrV	73626	75903	+	2278	464
YEL043W_id001	chrV	70433	73436	+	3004	108
YEL044W_id001	chrV	69050	70395	+	1346	269
YEL046C_id001	chrV	67007	68910	-	1904	342
YEL047C_tx0	chrV	65260	66822	-	1563	12
YEL048C_id004	chrV	64089	65265	-	1177	108
YEL049W_id005	chrV	63710	64235	+	526	2
YEL050C_id001	chrV	59524	61031	-	1508	167
YEL050W-A_id001	chrV	59495	59807	+	313	0
YEL051W_id001	chrV	58312	59359	+	1048	581
YEL052W_id002	chrV	56343	58169	+	1827	461
YEL053C_id002	chrV	53794	56185	-	2392	49
YEL054C_id003	chrV	52181	53254	-	1074	1797
YEL055C_id001	chrV	48281	51594	-	3314	544
YEL056W_id004	chrV	47130	48483	+	1354	196
YEL058W_id001	chrV	43208	45326	+	2119	902
YEL059C-A_id001	chrV	42329	43077	-	749	66
YEL060C_id008	chrV	39811	42008	-	2198	320
YEL061C_id001	chrV	36279	39660	-	3382	185
YEL062W_id002	chrV	34386	36393	+	2008	39
YEL063C_id001	chrV	31377	33713	-	2337	264
YEL064C_id001	chrV	29469	31299	-	1831	48
YEL065W_id001	chrV	27345	29608	+	2264	98
YEL066W_id004	chrV	26117	27291	+	1175	99
YEL068C_id001	chrV	25397	26510	-	1114	110
YEL069C_tx0	chrV	21412	23256	-	1845	1
YEL071W_id002	chrV	16326	18109	+	1784	305
YEL072W_id001	chrV	13584	14756	+	1173	19
YEL073C_id004	chrV	6526	7684	-	1159	343
YER001W_id001	chrV	153471	156098	+	2628	252
YER002W_id001	chrV	156369	157606	+	1238	229
YER003C_id001	chrV	157442	159162	-	1721	225
YER004W_id003	chrV	159284	160536	+	1253	262
YER005W_id001	chrV	160501	162733	+	2233	94
YER006W_id001	chrV	162684	164511	+	1828	677
YER007C-A_id001	chrV	165671	166910	-	1240	263
YER007W_id001	chrV	164486	166230	+	1745	23
YER008C_id002	chrV	167724	171884	-	4161	594
YER009W_id001	chrV	172050	172753	+	704	428
YER010C_id001	chrV	172546	173440	-	895	35
YER011W_id002	chrV	175194	176279	+	1086	40
YER012W_id001	chrV	177720	178639	+	920	611
YER013W_tx0	chrV	178816	182403	+	3588	191
YER014C-A_tx0	chrV	183606	184725	-	1120	1
YER014W_id001	chrV	182546	184349	+	1804	146
YER015W_tx0	chrV	184516	186900	+	2385	20
YER016W_id004	chrV	188225	189429	+	1205	29
YER017C_id002	chrV	189340	191884	-	2545	77
YER018C_id002	chrV	191885	193907	-	2023	66
YER019C-A_id001	chrV	192438	194592	-	2155	824
YER019W_id003	chrV	192751	194318	+	1568	170
YER020W_id001	chrV	195040	197181	+	2142	287
YER021W_id003	chrV	196886	198650	+	1765	152
YER022W_id002	chrV	198776	200974	+	2199	231
YER023W_id002	chrV	200997	202153	+	1157	1666
YER024W_tx0	chrV	202167	205088	+	2922	57
YER025W_id002	chrV	205193	207132	+	1940	752
YER026C_id001	chrV	207416	208539	-	1124	590
YER027C_id002	chrV	208683	210308	-	1626	128
YER028C_id001	chrV	210238	211944	-	1707	25
YER029C_id001	chrV	212475	213481	-	1007	242
YER030W_id005	chrV	213349	214098	+	750	391
YER031C_id002	chrV	213769	214782	-	1014	664
YER032W_id001	chrV	214963	217951	+	2989	263
YER033C_tx0	chrV	217932	221312	-	3381	135
YER034W_id001	chrV	221807	222744	+	938	37
YER035W_id004	chrV	222324	223217	+	894	256
YER036C_id009	chrV	223237	225236	-	2000	952
YER037W_id006	chrV	225866	227074	+	1209	40
YER038C_id001	chrV	226056	228262	-	2207	12
YER038W-A_id003	chrV	228379	229572	+	1194	3
YER039C_id001	chrV	228360	229450	-	1091	11
YER039C-A_id001	chrV	228799	229507	-	709	0
YER040W_id003	chrV	229710	232250	+	2541	165
YER041W_id002	chrV	232375	234905	+	2531	117
YER042W_id001	chrV	234841	235703	+	863	98
YER043C_id001	chrV	235535	237221	-	1687	656
YER044C_id003	chrV	237439	238423	-	985	87
YER044C-A_tx0	chrV	238335	239799	-	1465	0
YER045C_id001	chrV	239914	241801	-	1888	186
YER046W_id001	chrV	242514	243707	+	1194	100
YER047C_tx0	chrV	243685	246528	-	2844	89
YER048C_id001	chrV	246581	248234	-	1654	820
YER048W-A_id001	chrV	250637	251721	+	1085	279
YER049W_id003	chrV	251629	253754	+	2126	365
YER050C_id001	chrV	253654	254444	-	791	152
YER051W_id001	chrV	254643	256152	+	1510	17
YER052C_id001	chrV	256214	258068	-	1855	51
YER053C_id003	chrV	258594	260023	-	1430	1539
YER053C-A_id001	chrV	260560	261280	-	721	31
YER054C_tx0	chrV	261927	263723	-	1797	297
YER055C_id001	chrV	263733	265844	-	2112	744
YER056C_id001	chrV	264973	269343	-	4371	976
YER056C-A_id002	chrV	269344	270757	-	1414	3193
YER057C_id001	chrV	270647	271538	-	892	892
YER058W_id003	chrV	271706	272239	+	534	136
YER059W_id001	chrV	272442	274466	+	2025	221
YER060W_id001	chrV	274526	276250	+	1725	82
YER060W-A_id001	chrV	276488	278311	+	1824	17
YER061C_id001	chrV	277831	279711	-	1881	85
YER062C_id001	chrV	279692	280839	-	1148	161
YER063W_id002	chrV	281587	282591	+	1005	283
YER064C_id001	chrV	281575	284306	-	2732	570
YER065C_id001	chrV	285114	287255	-	2142	53
YER066W_id002	chrV	289300	290938	+	1639	67
YER067W_id001	chrV	291787	292745	+	959	3973
YER068W_id002	chrV	292930	294924	+	1995	106
YER069W_id001	chrV	295335	298162	+	2828	160
YER070W_id002	chrV	298872	301822	+	2951	273
YER071C_id001	chrV	301703	302487	-	785	95
YER072W_id002	chrV	302569	303341	+	773	584
YER073W_id001	chrV	303339	306296	+	2958	1051
YER074W_id005	chrV	306246	307350	+	1105	3698
YER074W-A_id002	chrV	307639	308520	+	882	151
YER075C_tx0	chrV	308288	311224	-	2937	128
YER076C_id006	chrV	312439	313918	-	1480	42
YER077C_id001	chrV	314426	316778	-	2353	93
YER078C_id002	chrV	316692	318552	-	1861	147
YER078W-A_id001	chrV	316769	318863	+	2095	0
YER079W_id003	chrV	318839	319828	+	990	437
YER080W_id005	chrV	319918	321940	+	2023	441
YER081W_id001	chrV	322213	324278	+	2066	457
YER082C_id002	chrV	323934	325995	-	2062	475
YER083C_id005	chrV	325946	327064	-	1119	175
YER085C_id001	chrV	327475	328288	-	814	6
YER086W_id001	chrV	328332	330346	+	2015	357
YER087C-B_id002	chrV	332218	332873	-	656	506
YER087W_id001	chrV	330512	332470	+	1959	171
YER088C_id001	chrV	333024	335458	-	2435	502
YER088C-A_id001	chrV	335262	337294	-	2033	113
YER089C_id003	chrV	335862	337679	-	1818	27
YER090W_id003	chrV	337911	339718	+	1808	640
YER091C_id002	chrV	339639	342381	-	2743	1303
YER092W_id002	chrV	342846	343656	+	811	176
YER093C_tx0	chrV	343195	347637	-	4443	146
YER093C-A_id004	chrV	347774	348423	-	650	60
YER094C_id004	chrV	348575	349676	-	1102	823
YER095W_id002	chrV	349913	351605	+	1693	136
YER096W_id003	chrV	351534	353265	+	1732	4
YER098W_id002	chrV	355283	357934	+	2652	120
YER099C_id002	chrV	357212	359080	-	1869	162
YER100W_id002	chrV	359276	360415	+	1140	173
YER101C_id002	chrV	360322	361876	-	1555	77
YER102W_id002	chrV	362714	364048	+	1335	2450
YER103W_id001	chrV	363853	366637	+	2785	462
YER104W_id003	chrV	366784	368486	+	1703	65
YER105C_id001	chrV	367593	372032	-	4440	348
YER106W_tx0	chrV	372301	373359	+	1059	6
YER107C_id001	chrV	373204	374732	-	1529	291
YER110C_id003	chrV	378610	382244	-	3635	645
YER111C_tx0	chrV	382470	385901	-	3432	267
YER112W_id001	chrV	387131	387910	+	780	79
YER113C_id003	chrV	387794	390207	-	2414	37
YER114C_tx0	chrV	390465	393737	-	3273	111
YER115C_id002	chrV	394179	395818	-	1640	145
YER116C_id005	chrV	394899	396272	-	1374	6
YER117W_id001	chrV	395711	397716	+	2006	4188
YER118C_id004	chrV	397773	399354	-	1582	192
YER119C_id005	chrV	399335	400864	-	1530	82
YER120W_id004	chrV	401047	402104	+	1058	887
YER121W_id003	chrV	402229	402912	+	684	30
YER122C_id004	chrV	402724	404433	-	1710	491
YER123W_id001	chrV	404625	406936	+	2312	96
YER124C_id002	chrV	406818	409103	-	2286	183
YER125W_id001	chrV	409685	413015	+	3331	537
YER126C_id001	chrV	412891	414281	-	1391	201
YER127W_id002	chrV	414457	415753	+	1297	189
YER128W_id001	chrV	415854	417079	+	1226	62
YER129W_tx0	chrV	417256	420834	+	3579	262
YER130C_id002	chrV	420863	422542	-	1680	75
YER131W_id001	chrV	423445	424454	+	1010	2811
YER132C_tx0	chrV	425063	430474	-	5412	285
YER133W_id003	chrV	432426	434424	+	1999	553
YER134C_id001	chrV	436308	437979	-	1672	203
YER136W_id002	chrV	439461	441300	+	1840	176
YER137C_id004	chrV	441206	441919	-	714	69
YER139C_id004	chrV	449837	451399	-	1563	67
YER140W_id001	chrV	451493	453628	+	2136	74
YER141W_id007	chrV	453380	455150	+	1771	159
YER142C_id001	chrV	455060	456384	-	1325	69
YER143W_id003	chrV	456261	457810	+	1550	198
YER144C_id001	chrV	457689	460317	-	2629	102
YER145C_id001	chrV	460290	461758	-	1469	176
YER146W_id002	chrV	462163	462951	+	789	246
YER147C_id010	chrV	462863	464882	-	2020	280
YER148W_id001	chrV	465114	466372	+	1259	473
YER149C_id002	chrV	466130	467563	-	1434	64
YER150W_id001	chrV	467715	468982	+	1268	710
YER151C_id001	chrV	469617	472548	-	2932	427
YER152C_id004	chrV	472620	474562	-	1943	360
YER153C_tx0	chrV	473916	474830	-	915	0
YER154W_id003	chrV	474311	476293	+	1983	182
YER155C_tx0	chrV	476220	482873	-	6654	908
YER156C_id001	chrV	483219	484628	-	1410	412
YER157W_id002	chrV	484772	487274	+	2503	120
YER158C_id003	chrV	488736	490782	-	2047	88
YER159C_id001	chrV	491282	492141	-	860	752
YER161C_id005	chrV	499078	500416	-	1339	330
YER162C_tx0	chrV	500505	502919	-	2415	138
YER163C_id002	chrV	502982	503902	-	921	179
YER164W_tx0	chrV	505367	509923	+	4557	529
YER165W_id006	chrV	510231	512308	+	2078	1408
YER166W_tx0	chrV	512719	517584	+	4866	360
YER167W_id001	chrV	517790	520781	+	2992	219
YER168C_id005	chrV	520934	522724	-	1791	113
YER169W_id001	chrV	523079	525967	+	2889	166
YER170W_id006	chrV	525943	527033	+	1091	19
YER171W_id003	chrV	526959	529547	+	2589	234
YER172C_tx0	chrV	529405	536046	-	6642	297
YER173W_tx0	chrV	536275	538404	+	2130	41
YER174C_id001	chrV	538335	539320	-	986	13
YER175C_id001	chrV	539176	541451	-	2276	259
YER175W-A_id001	chrV	539499	541575	+	2077	7
YER176W_id004	chrV	541670	545169	+	3500	534
YER177W_id002	chrV	545199	546589	+	1391	2968
YER178W_id005	chrV	546805	548344	+	1540	1846
YER179W_tx0	chrV	548396	549642	+	1247	13
YER180C_id001	chrV	549668	551095	-	1428	47
YER180C-A_id003	chrV	550193	551170	-	978	2
YER181C_id001	chrV	551422	552408	-	987	3
YER182W_id002	chrV	552347	553357	+	1011	203
YER183C_id001	chrV	553242	554032	-	791	40
YER184C_id001	chrV	556085	558754	-	2670	27
YER185W_id001	chrV	558961	560400	+	1440	4
YER186C_id002	chrV	561200	562770	-	1571	54
YER187W_id001	chrV	565535	566856	+	1322	25
YER188W_id002	chrV	567725	568989	+	1265	19
YER190W_tx0	chrV	571455	576650	+	5196	0
YFL001W_id002	chrVI	147073	148494	+	1422	60
YFL002C_id003	chrVI	144976	146970	-	1995	174
YFL003C_tx0	chrVI	134396	137182	-	2787	9
YFL004W_id002	chrVI	131652	134510	+	2859	448
YFL005W_id002	chrVI	130102	131202	+	1101	405
YFL007W_tx0	chrVI	123454	130035	+	6582	475
YFL008W_tx0	chrVI	119404	123231	+	3828	296
YFL009W_id001	chrVI	115965	118621	+	2657	114
YFL010C_id002	chrVI	114731	115760	-	1030	374
YFL010W-A_tx0	chrVI	114965	115399	+	435	1
YFL011W_tx0	chrVI	112320	114110	+	1791	7
YFL012W_id001	chrVI	110586	111546	+	961	11
YFL013C_id001	chrVI	107621	110015	-	2395	262
YFL014W_id001	chrVI	106830	107779	+	950	110
YFL016C_id001	chrVI	104598	106329	-	1732	555
YFL017C_id001	chrVI	103590	104470	-	881	68
YFL017W-A_id002	chrVI	103365	103998	+	634	31
YFL018C_id001	chrVI	101497	103218	-	1722	650
YFL020C_id001	chrVI	99116	100293	-	1178	41
YFL021C-A_id001	chrVI	95449	97535	-	2087	7
YFL021W_id001	chrVI	95786	97617	+	1832	169
YFL022C_id005	chrVI	93384	95083	-	1700	340
YFL023W_id002	chrVI	90962	93476	+	2515	230
YFL024C_id001	chrVI	87443	90648	-	3206	270
YFL025C_tx0	chrVI	84020	87259	-	3240	31
YFL026W_tx0	chrVI	82555	84000	+	1446	1053
YFL027C_id001	chrVI	80348	81963	-	1616	47
YFL028C_id001	chrVI	79210	80243	-	1034	107
YFL029C_id002	chrVI	77991	79215	-	1225	20
YFL030W_tx0	chrVI	76806	78113	+	1308	1
YFL031W_id001	chrVI	75113	76624	+	1512	857
YFL033C_tx0	chrVI	68990	74452	-	5463	77
YFL034C-A_id001	chrVI	64061	64977	-	917	203
YFL034C-B_id001	chrVI	62812	64057	-	1246	32
YFL034W_id002	chrVI	65307	68810	+	3504	196
YFL036W_tx0	chrVI	58757	62962	+	4206	196
YFL037W_id002	chrVI	56236	57934	+	1699	394
YFL038C_id002	chrVI	55139	56053	-	915	2086
YFL039C_id002	chrVI	52973	54903	-	1931	3153
YFL041W_id001	chrVI	49117	51189	+	2073	101
YFL041W-A_id001	chrVI	47859	48986	+	1128	33
YFL042C_id001	chrVI	45630	47777	-	2148	233
YFL044C_id001	chrVI	44388	45595	-	1208	0
YFL045C_id001	chrVI	43468	45460	-	1993	669
YFL046W_id002	chrVI	42615	43587	+	973	297
YFL047W_id002	chrVI	40403	42665	+	2263	61
YFL048C_id001	chrVI	38695	40222	-	1528	82
YFL049W_id004	chrVI	36772	38821	+	2050	176
YFL050C_tx0	chrVI	33147	35873	-	2727	34
YFL053W_tx0	chrVI	23398	25323	+	1926	1
YFL055W_id001	chrVI	16682	19085	+	2404	14
YFL058W_tx0	chrVI	12904	14076	+	1173	0
YFL059W_tx0	chrVI	11338	12384	+	1047	15
YFL060C_tx0	chrVI	10176	10994	-	819	3
YFL062W_tx0	chrVI	6401	7690	+	1290	2
YFR001W_id002	chrVI	148988	149850	+	863	354
YFR002W_id002	chrVI	149988	152650	+	2663	113
YFR003C_id002	chrVI	152443	153187	-	745	284
YFR004W_id003	chrVI	153322	154412	+	1091	304
YFR005C_id002	chrVI	154273	155920	-	1648	35
YFR006W_id001	chrVI	155862	157840	+	1979	178
YFR007W_id001	chrVI	159224	160429	+	1206	27
YFR008W_id001	chrVI	160196	161547	+	1352	49
YFR009W_id001	chrVI	162412	164813	+	2402	16
YFR009W-A_id001	chrVI	162827	164940	+	2114	27
YFR010W_id002	chrVI	164975	166660	+	1686	453
YFR011C_id001	chrVI	166525	167302	-	778	132
YFR012W_tx0	chrVI	167863	168621	+	759	0
YFR012W-A_id001	chrVI	167964	169543	+	1580	9
YFR013W_id002	chrVI	169866	172427	+	2562	342
YFR014C_id002	chrVI	172315	174005	-	1691	259
YFR015C_id003	chrVI	174088	176480	-	2393	616
YFR016C_id002	chrVI	176998	180837	-	3840	1191
YFR017C_id001	chrVI	182154	183837	-	1684	813
YFR018C_id006	chrVI	182957	184282	-	1326	0
YFR019W_tx0	chrVI	184477	191463	+	6987	339
YFR020W_id002	chrVI	191794	193833	+	2040	88
YFR021W_id001	chrVI	194697	196512	+	1816	78
YFR022W_id001	chrVI	196565	199196	+	2632	118
YFR023W_tx0	chrVI	199849	201834	+	1986	4
YFR024C-A_id001	chrVI	201729	203658	-	1930	176
YFR025C_id003	chrVI	203600	204790	-	1191	141
YFR026C_id002	chrVI	205502	207225	-	1724	16
YFR027W_id001	chrVI	207380	208430	+	1051	11
YFR028C_id001	chrVI	208337	210160	-	1824	86
YFR029W_id001	chrVI	210837	213045	+	2209	201
YFR030W_id002	chrVI	213193	216476	+	3284	82
YFR031C_tx0	chrVI	216469	220131	-	3663	368
YFR031C-A_id001	chrVI	220319	221767	-	1449	5303
YFR032C_id002	chrVI	221988	223036	-	1049	8
YFR032C-A_id002	chrVI	223162	223964	-	803	2277
YFR033C_id003	chrVI	224182	225525	-	1344	268
YFR034C_id001	chrVI	224646	225993	-	1348	16
YFR034W-A_id003	chrVI	225560	226609	+	1050	213
YFR036W_id007	chrVI	226913	227476	+	564	65
YFR037C_id001	chrVI	227336	229219	-	1884	546
YFR038W_id002	chrVI	229362	232029	+	2668	256
YFR039C_id001	chrVI	231945	233687	-	1743	167
YFR040W_tx0	chrVI	234217	237375	+	3159	128
YFR041C_id003	chrVI	237233	238300	-	1068	126
YFR042W_id005	chrVI	238413	239385	+	973	73
YFR043C_id002	chrVI	239039	239867	-	829	46
YFR044C_id007	chrVI	239944	241661	-	1718	494
YFR045W_id005	chrVI	241982	243136	+	1155	71
YFR046C_id001	chrVI	242814	244179	-	1366	41
YFR047C_id002	chrVI	244007	245201	-	1195	299
YFR048W_id002	chrVI	246108	248209	+	2102	61
YFR049W_id003	chrVI	248350	249125	+	776	236
YFR050C_id001	chrVI	248900	249947	-	1048	166
YFR051C_id002	chrVI	250047	251842	-	1796	554
YFR052C-A_id013	chrVI	253422	254620	-	1199	232
YFR052W_id001	chrVI	252446	253577	+	1132	476
YFR053C_id030	chrVI	253523	255160	-	1638	40
YFR054C_id001	chrVI	258567	259937	-	1371	1
YFR055W_id001	chrVI	263663	265704	+	2042	84
YGL001C_id001	chrVII	495330	496774	-	1445	267
YGL002W_id002	chrVII	494406	495421	+	1016	190
YGL003C_id004	chrVII	492285	494249	-	1965	141
YGL004C_id001	chrVII	490571	491971	-	1401	37
YGL005C_id001	chrVII	489497	490935	-	1439	67
YGL006W_tx0	chrVII	485896	489567	+	3672	395
YGL007C-A_id001	chrVII	482644	483949	-	1306	6
YGL007W_id002	chrVII	483202	484287	+	1086	5
YGL008C_id001	chrVII	479380	482905	-	3526	2135
YGL009C_id001	chrVII	476115	478707	-	2593	677
YGL010W_id002	chrVII	475438	476282	+	845	105
YGL011C_id003	chrVII	474200	475272	-	1073	1090
YGL012W_id001	chrVII	472818	474684	+	1867	366
YGL013C_tx0	chrVII	468967	472323	-	3357	120
YGL014W_id001	chrVII	465720	468896	+	3177	233
