Gene	Position_from_stop_codon	pRPS3-mCherry-tTOS6_b1	pRPS3-mCherry-tTOS6_b2	pRPS3-mCherry-tHSP26_b1	pRPS3-mCherry-tHSP26_b2	pRPS13-mCherry-tHSP26_b1	pRPS13-mCherry-tHSP26_b2	pHSP26-mCherry-tHSP26_b1	pHSP26-mCherry-tHSP26_b2	pRPS3-mCherry-tHSP26_b3	pRPS3-mCherry-tHSP26_b4	pRPS3-mCherry-tPMA1-long_b1	pRPS3-mCherry-tPMA1-long_b2
HSP26	434	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	435	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	436	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	437	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	438	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	439	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	440	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	441	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	442	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	443	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	444	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	445	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	446	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	447	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	448	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	449	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	450	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	451	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	452	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	453	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	454	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	455	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	456	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	457	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	458	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	459	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	460	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	461	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	462	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	463	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	464	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	465	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	466	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	467	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	468	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	469	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	470	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	471	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	472	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	473	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	474	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	475	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	476	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	477	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	478	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	479	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	480	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	481	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	482	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	483	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	484	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	485	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	486	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	487	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	488	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	489	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	490	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	491	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	492	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	493	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	494	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	495	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	496	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	497	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	498	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	499	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	500	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	1	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	2	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	3	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	4	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	5	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	6	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	7	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	8	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	9	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	10	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	11	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	12	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	13	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	14	0	0	0	0	0	0	0	0	0	0	1	0
PGK1	15	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	16	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	17	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	18	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	19	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	20	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	21	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	22	0	0	0	0	0	0	0	0	0	0	1	0
PGK1	23	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	24	0	0	0	0	0	0	0	1	0	0	0	0
PGK1	25	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	26	0	0	0	0	2	0	0	0	0	0	0	0
PGK1	27	0	1	1	1	3	0	0	1	0	3	3	1
PGK1	28	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	29	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	30	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	31	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	32	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	33	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	34	0	0	0	0	0	0	0	0	0	1	0	0
PGK1	35	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	36	0	0	0	0	0	0	0	2	0	0	0	0
PGK1	37	0	0	0	0	0	0	0	0	0	0	5	0
PGK1	38	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	39	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	40	0	0	0	0	0	1	0	0	0	0	0	0
PGK1	41	0	0	0	0	1	0	0	0	0	0	0	0
PGK1	42	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	43	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	44	0	0	0	0	0	0	1	0	0	0	0	0
PGK1	45	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	46	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	47	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	48	0	0	0	0	0	1	0	0	0	0	0	0
PGK1	49	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	50	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	51	0	0	0	0	0	0	0	0	0	0	1	0
PGK1	52	0	0	0	0	0	0	0	0	0	0	0	1
PGK1	53	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	54	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	55	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	56	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	57	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	58	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	59	0	0	1	0	0	0	0	0	0	0	0	0
PGK1	60	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	61	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	62	0	0	0	0	1	0	0	0	0	0	0	0
PGK1	63	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	64	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	65	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	66	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	67	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	68	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	69	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	70	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	71	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	72	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	73	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	74	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	75	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	76	0	0	0	0	0	0	0	0	0	0	1	0
PGK1	77	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	78	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	79	1	0	0	0	0	0	0	0	0	0	0	0
PGK1	80	0	0	0	0	2	0	0	0	0	0	1	0
PGK1	81	8	7	8	8	6	3	4	5	4	8	12	3
PGK1	82	1	0	0	0	0	0	0	2	0	0	0	0
PGK1	83	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	84	0	0	0	0	0	0	0	2	0	0	0	0
PGK1	85	5	2	3	4	2	3	4	4	0	2	2	0
PGK1	86	0	0	0	0	0	0	1	0	0	0	0	0
PGK1	87	0	0	0	0	0	0	0	0	0	0	4	0
PGK1	88	4	7	1	2	1	0	4	13	3	5	7	2
PGK1	89	29	22	23	29	15	31	20	32	21	20	26	11
PGK1	90	2	0	1	0	2	2	4	3	1	1	2	1
PGK1	91	0	0	2	1	0	0	1	1	3	0	1	0
PGK1	92	1	0	0	0	0	1	0	0	0	0	1	0
PGK1	93	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	94	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	95	0	0	0	0	0	0	0	0	0	2	0	0
PGK1	96	0	0	0	0	0	1	0	0	0	0	0	0
PGK1	97	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	98	1	0	0	0	0	0	0	1	0	0	0	0
PGK1	99	0	2	4	1	2	4	1	4	0	0	2	0
PGK1	100	1	0	0	0	1	0	0	1	0	1	0	0
PGK1	101	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	102	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	103	0	2	1	1	0	1	2	1	0	0	0	1
PGK1	104	0	0	2	2	0	0	1	1	0	0	0	0
PGK1	105	0	0	1	0	0	1	2	0	0	0	0	0
PGK1	106	0	0	0	0	0	0	0	0	0	0	1	0
PGK1	107	0	0	0	0	0	0	0	0	1	0	0	0
PGK1	108	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	109	0	1	0	0	0	0	0	2	0	2	0	0
PGK1	110	2	2	3	3	2	0	0	1	2	2	0	1
PGK1	111	0	0	2	2	1	0	1	0	0	0	0	0
PGK1	112	1	0	1	0	0	0	0	0	0	0	0	0
PGK1	113	0	2	4	3	0	5	8	5	0	0	0	1
PGK1	114	0	0	1	0	0	1	0	0	1	1	0	0
PGK1	115	0	0	2	0	1	1	3	2	0	0	0	1
PGK1	116	0	0	1	0	0	0	0	0	1	1	1	0
PGK1	117	1	1	0	0	0	0	0	0	3	0	0	0
PGK1	118	0	0	0	0	0	1	0	0	0	0	0	0
PGK1	119	0	0	1	0	0	0	0	2	1	1	3	2
PGK1	120	0	0	0	1	1	0	0	0	0	0	0	1
PGK1	121	1	0	0	1	0	1	0	1	0	0	0	0
PGK1	122	1	3	1	1	5	17	3	1	0	4	1	1
PGK1	123	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	124	0	1	1	1	2	0	2	2	1	1	0	2
PGK1	125	0	0	1	0	1	0	2	1	1	3	2	2
PGK1	126	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	127	1	0	0	2	0	2	1	0	0	2	0	0
PGK1	128	0	0	0	1	0	0	1	0	0	2	1	0
PGK1	129	1	0	2	0	0	0	1	2	0	0	0	0
PGK1	130	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	131	1	0	1	0	0	0	0	0	0	2	0	0
PGK1	132	0	1	0	0	3	2	2	1	2	5	5	2
PGK1	133	0	0	2	3	0	2	0	0	4	0	0	0
PGK1	134	0	0	0	0	0	0	0	0	1	3	0	0
PGK1	135	3	1	5	3	6	5	6	3	5	6	8	1
PGK1	136	7	5	15	17	36	45	36	17	13	71	17	19
PGK1	137	0	0	2	0	3	0	1	0	1	0	2	0
PGK1	138	1	0	1	2	0	8	8	6	6	2	3	1
PGK1	139	4	2	3	1	3	18	12	9	6	28	11	2
PGK1	140	44	17	56	60	99	113	143	96	87	288	66	41
PGK1	141	3	1	5	7	6	14	12	3	9	30	4	2
PGK1	142	9	10	24	25	18	40	23	29	22	35	27	4
PGK1	143	92	57	169	157	161	290	302	166	182	865	181	89
PGK1	144	3	4	13	8	6	21	19	12	10	65	7	4
PGK1	145	8	0	6	10	4	16	11	7	5	32	12	1
PGK1	146	32	11	62	58	56	126	88	66	71	463	82	31
PGK1	147	3	1	1	0	4	2	2	0	0	3	2	0
PGK1	148	1	0	2	1	4	4	3	3	1	12	5	2
PGK1	149	11	10	2	17	7	18	16	14	10	97	9	11
PGK1	150	1	0	0	0	3	5	6	2	3	24	6	1
PGK1	151	0	0	0	0	0	0	1	0	1	1	0	0
PGK1	152	0	0	1	0	0	0	0	1	0	4	0	0
PGK1	153	0	1	3	1	1	7	1	1	0	12	1	0
PGK1	154	1	3	6	16	13	47	28	26	13	58	13	1
PGK1	155	38	48	89	86	97	227	225	120	95	1312	107	35
PGK1	156	12	4	15	7	12	41	36	17	12	255	18	5
PGK1	157	30	50	55	63	55	176	130	92	77	344	81	12
PGK1	158	257	293	320	331	405	915	872	507	485	9027	478	172
PGK1	159	4	4	3	4	7	9	12	6	5	80	6	0
PGK1	160	4	7	3	4	6	13	11	7	7	136	8	1
PGK1	161	3	9	4	4	5	12	7	9	4	65	5	1
PGK1	162	1	2	3	1	4	11	16	2	7	56	6	0
PGK1	163	2	1	0	0	0	5	6	2	1	38	4	0
PGK1	164	2	1	0	2	1	3	5	3	2	34	7	0
PGK1	165	1	1	2	0	5	4	5	5	4	42	1	0
PGK1	166	1	0	2	0	0	3	6	1	1	29	2	0
PGK1	167	3	3	2	0	1	1	9	4	3	130	2	1
PGK1	168	0	0	0	0	0	1	0	0	0	1	0	0
PGK1	169	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	170	0	0	0	0	0	1	0	0	0	5	0	0
PGK1	171	0	0	0	0	1	0	0	1	0	1	0	0
PGK1	172	0	0	0	0	0	1	0	0	0	2	0	0
PGK1	173	0	0	0	0	0	0	0	0	0	3	0	0
PGK1	174	0	0	0	0	1	0	0	0	0	6	0	0
PGK1	175	0	0	0	0	1	1	0	1	0	0	0	0
PGK1	176	0	0	0	0	2	0	2	0	0	1	0	0
PGK1	177	0	0	0	2	0	2	0	1	0	6	0	1
PGK1	178	0	0	0	0	0	0	2	0	0	0	0	0
PGK1	179	0	0	0	1	0	1	0	0	0	1	1	0
PGK1	180	0	0	0	0	2	3	0	0	0	1	1	0
PGK1	181	2	2	1	4	4	6	2	4	0	21	6	0
PGK1	182	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	183	0	1	0	0	0	0	0	0	0	0	0	0
PGK1	184	0	0	0	0	0	0	1	0	0	0	0	0
PGK1	185	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	186	0	0	0	0	0	0	0	0	0	3	0	0
PGK1	187	0	1	0	0	0	0	0	0	0	0	1	0
PGK1	188	0	0	0	0	0	0	2	0	1	0	0	0
PGK1	189	0	0	0	0	0	0	1	0	0	0	0	0
PGK1	190	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	191	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	192	0	0	0	0	2	0	0	1	0	1	0	0
PGK1	193	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	194	1	2	0	0	0	0	0	2	0	3	0	0
PGK1	195	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	196	0	0	0	0	0	2	0	0	0	1	1	0
PGK1	197	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	198	0	0	0	0	0	0	0	0	0	1	0	0
PGK1	199	0	0	0	1	0	0	0	4	0	0	0	0
PGK1	200	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	201	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	202	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	203	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	204	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	205	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	206	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	207	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	208	0	0	0	0	0	0	0	0	0	1	0	0
PGK1	209	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	210	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	211	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	212	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	213	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	214	0	0	0	0	0	0	0	0	0	1	0	0
PGK1	215	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	216	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	217	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	218	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	219	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	220	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	221	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	222	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	223	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	224	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	225	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	226	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	227	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	228	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	229	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	230	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	231	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	232	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	233	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	234	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	235	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	236	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	237	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	238	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	239	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	240	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	241	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	242	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	243	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	244	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	245	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	246	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	247	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	248	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	249	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	250	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	251	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	252	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	253	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	254	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	255	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	256	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	257	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	258	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	259	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	260	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	261	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	262	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	263	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	264	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	265	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	266	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	267	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	268	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	269	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	270	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	271	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	272	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	273	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	274	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	275	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	276	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	277	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	278	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	279	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	280	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	281	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	282	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	283	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	284	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	285	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	286	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	287	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	288	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	289	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	290	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	291	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	292	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	293	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	294	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	295	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	296	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	297	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	298	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	299	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	300	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	301	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	302	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	303	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	304	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	305	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	306	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	307	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	308	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	309	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	310	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	311	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	312	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	313	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	314	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	315	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	316	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	317	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	318	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	319	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	320	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	321	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	322	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	323	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	324	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	325	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	326	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	327	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	328	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	329	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	330	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	331	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	332	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	333	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	334	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	335	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	336	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	337	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	338	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	339	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	340	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	341	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	342	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	343	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	344	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	345	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	346	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	347	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	348	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	349	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	350	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	351	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	352	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	353	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	354	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	355	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	356	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	357	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	358	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	359	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	360	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	361	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	362	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	363	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	364	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	365	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	366	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	367	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	368	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	369	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	370	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	371	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	372	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	373	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	374	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	375	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	376	0	0	0	0	0	0	0	0	0	0	0	0
