# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "B6_sample_longest_full_ORF_with_constructs.gff" "-o" "B6_counts.txt" "B6_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	B6_aln.bam
YEL051W_id001	chrV	58312	59359	+	1048	1368
YEL052W_id002	chrV	56343	58169	+	1827	470
YEL053C_id002	chrV	53794	56185	-	2392	51
YEL054C_id003	chrV	52181	53254	-	1074	10937
YEL055C_id001	chrV	48281	51594	-	3314	767
YEL056W_id004	chrV	47130	48483	+	1354	142
YEL058W_id001	chrV	43208	45326	+	2119	909
YEL059C-A_id001	chrV	42329	43077	-	749	40
YEL060C_id008	chrV	39811	42008	-	2198	209
YEL061C_id001	chrV	36279	39660	-	3382	139
YEL062W_id002	chrV	34386	36393	+	2008	14
YEL063C_id001	chrV	31377	33713	-	2337	370
YEL064C_id001	chrV	29469	31299	-	1831	79
YEL065W_id001	chrV	27345	29608	+	2264	99
YEL066W_id004	chrV	26117	27291	+	1175	131
YEL068C_id001	chrV	25397	26510	-	1114	130
YEL069C_tx0	chrV	21412	23256	-	1845	0
YEL071W_id002	chrV	16326	18109	+	1784	442
YEL072W_id001	chrV	13584	14756	+	1173	18
YEL073C_id004	chrV	6526	7684	-	1159	84
YER001W_id001	chrV	153471	156098	+	2628	364
YER002W_id001	chrV	156369	157606	+	1238	411
YER003C_id001	chrV	157442	159162	-	1721	1249
YER004W_id003	chrV	159284	160536	+	1253	320
YER005W_id001	chrV	160501	162733	+	2233	166
YER006W_id001	chrV	162684	164511	+	1828	1025
YER007C-A_id001	chrV	165671	166910	-	1240	431
YER007W_id001	chrV	164486	166230	+	1745	24
YER008C_id002	chrV	167724	171884	-	4161	283
YER009W_id001	chrV	172050	172753	+	704	1345
YER010C_id001	chrV	172546	173440	-	895	47
YER011W_id002	chrV	175194	176279	+	1086	222
YER012W_id001	chrV	177720	178639	+	920	954
YER013W_tx0	chrV	178816	182403	+	3588	113
YER014C-A_tx0	chrV	183606	184725	-	1120	1
YER014W_id001	chrV	182546	184349	+	1804	183
YER015W_tx0	chrV	184516	186900	+	2385	12
YER016W_id004	chrV	188225	189429	+	1205	41
YER017C_id002	chrV	189340	191884	-	2545	200
YER018C_id002	chrV	191885	193907	-	2023	58
YER019C-A_id001	chrV	192438	194592	-	2155	1913
YER019W_id003	chrV	192751	194318	+	1568	85
YER020W_id001	chrV	195040	197181	+	2142	74
YER021W_id003	chrV	196886	198650	+	1765	349
YER022W_id002	chrV	198776	200974	+	2199	82
YER023W_id002	chrV	200997	202153	+	1157	3001
YER024W_tx0	chrV	202167	205088	+	2922	91
YER025W_id002	chrV	205193	207132	+	1940	1229
YER026C_id001	chrV	207416	208539	-	1124	655
YER027C_id002	chrV	208683	210308	-	1626	245
YER028C_id001	chrV	210238	211944	-	1707	26
YER029C_id001	chrV	212475	213481	-	1007	292
YER030W_id005	chrV	213349	214098	+	750	456
YER031C_id002	chrV	213769	214782	-	1014	546
YER032W_id001	chrV	214963	217951	+	2989	90
YER033C_tx0	chrV	217932	221312	-	3381	54
YER034W_id001	chrV	221807	222744	+	938	3
YER035W_id004	chrV	222324	223217	+	894	140
YER036C_id009	chrV	223237	225236	-	2000	2375
YER037W_id006	chrV	225866	227074	+	1209	54
YER038C_id001	chrV	226056	228262	-	2207	24
YER038W-A_id003	chrV	228379	229572	+	1194	4
YER039C_id001	chrV	228360	229450	-	1091	16
YER039C-A_id001	chrV	228799	229507	-	709	0
YER040W_id003	chrV	229710	232250	+	2541	95
YER041W_id002	chrV	232375	234905	+	2531	18
YER042W_id001	chrV	234841	235703	+	863	138
YER043C_id001	chrV	235535	237221	-	1687	2086
YER044C_id003	chrV	237439	238423	-	985	419
YER044C-A_tx0	chrV	238335	239799	-	1465	0
YER045C_id001	chrV	239914	241801	-	1888	75
YER046W_id001	chrV	242514	243707	+	1194	63
YER047C_tx0	chrV	243685	246528	-	2844	66
YER048C_id001	chrV	246581	248234	-	1654	496
YER048W-A_id001	chrV	250637	251721	+	1085	338
YER049W_id003	chrV	251629	253754	+	2126	671
YER050C_id001	chrV	253654	254444	-	791	323
YER051W_id001	chrV	254643	256152	+	1510	12
YER052C_id001	chrV	256214	258068	-	1855	32
YER053C_id003	chrV	258594	260023	-	1430	475
YER053C-A_id001	chrV	260560	261280	-	721	94
YER054C_tx0	chrV	261927	263723	-	1797	19
YER055C_id001	chrV	263733	265844	-	2112	1449
YER056C_id001	chrV	264973	269343	-	4371	1279
YER056C-A_id002	chrV	269344	270757	-	1414	3088
YER057C_id001	chrV	270647	271538	-	892	116
YER058W_id003	chrV	271706	272239	+	534	75
YER059W_id001	chrV	272442	274466	+	2025	74
YER060W_id001	chrV	274526	276250	+	1725	154
YER060W-A_id001	chrV	276488	278311	+	1824	42
YER061C_id001	chrV	277831	279711	-	1881	49
YER062C_id001	chrV	279692	280839	-	1148	256
YER063W_id002	chrV	281587	282591	+	1005	607
YER064C_id001	chrV	281575	284306	-	2732	145
YER065C_id001	chrV	285114	287255	-	2142	39
YER066W_id002	chrV	289300	290938	+	1639	56
YER067W_id001	chrV	291787	292745	+	959	90
YER068W_id002	chrV	292930	294924	+	1995	102
YER069W_id001	chrV	295335	298162	+	2828	87
YER070W_id002	chrV	298872	301822	+	2951	1271
YER071C_id001	chrV	301703	302487	-	785	107
YER072W_id002	chrV	302569	303341	+	773	1184
YER073W_id001	chrV	303339	306296	+	2958	568
YER074W_id005	chrV	306246	307350	+	1105	14666
YER074W-A_id002	chrV	307639	308520	+	882	353
YER075C_tx0	chrV	308288	311224	-	2937	134
YER076C_id006	chrV	312439	313918	-	1480	39
YER077C_id001	chrV	314426	316778	-	2353	42
YER078C_id002	chrV	316692	318552	-	1861	35
YER078W-A_id001	chrV	316769	318863	+	2095	5
YER079W_id003	chrV	318839	319828	+	990	131
YER080W_id005	chrV	319918	321940	+	2023	229
YER081W_id001	chrV	322213	324278	+	2066	110
YER082C_id002	chrV	323934	325995	-	2062	168
YER083C_id005	chrV	325946	327064	-	1119	280
YER085C_id001	chrV	327475	328288	-	814	0
YER086W_id001	chrV	328332	330346	+	2015	459
YER087C-B_id002	chrV	332218	332873	-	656	1223
YER087W_id001	chrV	330512	332470	+	1959	48
YER088C_id001	chrV	333024	335458	-	2435	323
YER088C-A_id001	chrV	335262	337294	-	2033	23
YER089C_id003	chrV	335862	337679	-	1818	57
YER090W_id003	chrV	337911	339718	+	1808	867
YER091C_id002	chrV	339639	342381	-	2743	2026
YER092W_id002	chrV	342846	343656	+	811	235
YER093C_tx0	chrV	343195	347637	-	4443	88
YER093C-A_id004	chrV	347774	348423	-	650	51
YER094C_id004	chrV	348575	349676	-	1102	1026
YER095W_id002	chrV	349913	351605	+	1693	229
YER096W_id003	chrV	351534	353265	+	1732	4
YER098W_id002	chrV	355283	357934	+	2652	45
YER099C_id002	chrV	357212	359080	-	1869	185
YER100W_id002	chrV	359276	360415	+	1140	225
YER101C_id002	chrV	360322	361876	-	1555	72
YER102W_id002	chrV	362714	364048	+	1335	10203
YER103W_id001	chrV	363853	366637	+	2785	279
YER104W_id003	chrV	366784	368486	+	1703	39
YER105C_id001	chrV	367593	372032	-	4440	252
YER106W_tx0	chrV	372301	373359	+	1059	5
YER107C_id001	chrV	373204	374732	-	1529	287
YER110C_id003	chrV	378610	382244	-	3635	868
YER111C_tx0	chrV	382470	385901	-	3432	53
YER112W_id001	chrV	387131	387910	+	780	425
YER113C_id003	chrV	387794	390207	-	2414	130
YER114C_tx0	chrV	390465	393737	-	3273	91
YER115C_id002	chrV	394179	395818	-	1640	87
YER116C_id005	chrV	394899	396272	-	1374	1
YER117W_id001	chrV	395711	397716	+	2006	10832
YER118C_id004	chrV	397773	399354	-	1582	212
YER119C_id005	chrV	399335	400864	-	1530	96
YER120W_id004	chrV	401047	402104	+	1058	2894
YER121W_id003	chrV	402229	402912	+	684	9
YER122C_id004	chrV	402724	404433	-	1710	284
YER123W_id001	chrV	404625	406936	+	2312	162
YER124C_id002	chrV	406818	409103	-	2286	404
YER125W_id001	chrV	409685	413015	+	3331	245
YER126C_id001	chrV	412891	414281	-	1391	453
YER127W_id002	chrV	414457	415753	+	1297	301
YER128W_id001	chrV	415854	417079	+	1226	46
YER129W_tx0	chrV	417256	420834	+	3579	54
YER130C_id002	chrV	420863	422542	-	1680	294
YER131W_id001	chrV	423445	424454	+	1010	5265
YER132C_tx0	chrV	425063	430474	-	5412	85
YER133W_id003	chrV	432426	434424	+	1999	739
YER134C_id001	chrV	436308	437979	-	1672	157
YER136W_id002	chrV	439461	441300	+	1840	274
YER137C_id004	chrV	441206	441919	-	714	51
YER139C_id004	chrV	449837	451399	-	1563	28
YER140W_id001	chrV	451493	453628	+	2136	38
YER141W_id007	chrV	453380	455150	+	1771	118
YER142C_id001	chrV	455060	456384	-	1325	73
YER143W_id003	chrV	456261	457810	+	1550	64
YER144C_id001	chrV	457689	460317	-	2629	57
YER145C_id001	chrV	460290	461758	-	1469	803
YER146W_id002	chrV	462163	462951	+	789	455
YER147C_id010	chrV	462863	464882	-	2020	97
YER148W_id001	chrV	465114	466372	+	1259	510
YER149C_id002	chrV	466130	467563	-	1434	78
YER150W_id001	chrV	467715	468982	+	1268	255
YER151C_id001	chrV	469617	472548	-	2932	303
YER152C_id004	chrV	472620	474562	-	1943	343
YER153C_tx0	chrV	473916	474830	-	915	0
YER154W_id003	chrV	474311	476293	+	1983	117
YER155C_tx0	chrV	476220	482873	-	6654	843
YER156C_id001	chrV	483219	484628	-	1410	826
YER157W_id002	chrV	484772	487274	+	2503	159
YER158C_id003	chrV	488736	490782	-	2047	89
YER159C_id001	chrV	491282	492141	-	860	545
YER161C_id005	chrV	499078	500416	-	1339	305
YER162C_tx0	chrV	500505	502919	-	2415	68
YER163C_id002	chrV	502982	503902	-	921	141
YER164W_tx0	chrV	505367	509923	+	4557	305
YER165W_id006	chrV	510231	512308	+	2078	2570
YER166W_tx0	chrV	512719	517584	+	4866	197
YER167W_id001	chrV	517790	520781	+	2992	56
YER168C_id005	chrV	520934	522724	-	1791	133
YER169W_id001	chrV	523079	525967	+	2889	241
YER170W_id006	chrV	525943	527033	+	1091	12
YER171W_id003	chrV	526959	529547	+	2589	122
YER172C_tx0	chrV	529405	536046	-	6642	412
YER173W_tx0	chrV	536275	538404	+	2130	32
YER174C_id001	chrV	538335	539320	-	986	27
YER175C_id001	chrV	539176	541451	-	2276	81
YER175W-A_id001	chrV	539499	541575	+	2077	4
YER176W_id004	chrV	541670	545169	+	3500	193
YER177W_id002	chrV	545199	546589	+	1391	4076
YER178W_id005	chrV	546805	548344	+	1540	2098
YER179W_tx0	chrV	548396	549642	+	1247	12
YER180C_id001	chrV	549668	551095	-	1428	60
YER180C-A_id003	chrV	550193	551170	-	978	0
YER181C_id001	chrV	551422	552408	-	987	0
YER182W_id002	chrV	552347	553357	+	1011	86
YER183C_id001	chrV	553242	554032	-	791	169
YER184C_id001	chrV	556085	558754	-	2670	7
YER185W_id001	chrV	558961	560400	+	1440	15
YER186C_id002	chrV	561200	562770	-	1571	187
YER187W_id001	chrV	565535	566856	+	1322	16
YER188W_id002	chrV	567725	568989	+	1265	15
YER190W_tx0	chrV	571455	576650	+	5196	0
YFL001W_id002	chrVI	147073	148494	+	1422	100
YFL002C_id003	chrVI	144976	146970	-	1995	223
YFL003C_tx0	chrVI	134396	137182	-	2787	9
YFL004W_id002	chrVI	131652	134510	+	2859	657
YFL005W_id002	chrVI	130102	131202	+	1101	521
YFL007W_tx0	chrVI	123454	130035	+	6582	463
YFL008W_tx0	chrVI	119404	123231	+	3828	234
YFL009W_id001	chrVI	115965	118621	+	2657	111
YFL010C_id002	chrVI	114731	115760	-	1030	696
YFL010W-A_tx0	chrVI	114965	115399	+	435	0
YFL011W_tx0	chrVI	112320	114110	+	1791	10
YFL012W_id001	chrVI	110586	111546	+	961	7
YFL013C_id001	chrVI	107621	110015	-	2395	49
YFL014W_id001	chrVI	106830	107779	+	950	3082
YFL016C_id001	chrVI	104598	106329	-	1732	172
YFL017C_id001	chrVI	103590	104470	-	881	111
YFL017W-A_id002	chrVI	103365	103998	+	634	56
YFL018C_id001	chrVI	101497	103218	-	1722	1017
YFL020C_id001	chrVI	99116	100293	-	1178	6
YFL021C-A_id001	chrVI	95449	97535	-	2087	9
YFL021W_id001	chrVI	95786	97617	+	1832	96
YFL022C_id005	chrVI	93384	95083	-	1700	886
YFL023W_id002	chrVI	90962	93476	+	2515	217
YFL024C_id001	chrVI	87443	90648	-	3206	148
YFL025C_tx0	chrVI	84020	87259	-	3240	50
YFL026W_tx0	chrVI	82555	84000	+	1446	1233
YFL027C_id001	chrVI	80348	81963	-	1616	109
YFL028C_id001	chrVI	79210	80243	-	1034	100
YFL029C_id002	chrVI	77991	79215	-	1225	15
YFL030W_tx0	chrVI	76806	78113	+	1308	5
YFL031W_id001	chrVI	75113	76624	+	1512	1896
YFL033C_tx0	chrVI	68990	74452	-	5463	49
YFL034C-A_id001	chrVI	64061	64977	-	917	244
YFL034C-B_id001	chrVI	62812	64057	-	1246	65
YFL034W_id002	chrVI	65307	68810	+	3504	188
YFL036W_tx0	chrVI	58757	62962	+	4206	238
YFL037W_id002	chrVI	56236	57934	+	1699	676
YFL038C_id002	chrVI	55139	56053	-	915	610
YFL039C_id002	chrVI	52973	54903	-	1931	17562
YFL041W_id001	chrVI	49117	51189	+	2073	246
YFL041W-A_id001	chrVI	47859	48986	+	1128	53
YFL042C_id001	chrVI	45630	47777	-	2148	149
YFL044C_id001	chrVI	44388	45595	-	1208	0
YFL045C_id001	chrVI	43468	45460	-	1993	5471
YFL046W_id002	chrVI	42615	43587	+	973	86
YFL047W_id002	chrVI	40403	42665	+	2263	74
YFL048C_id001	chrVI	38695	40222	-	1528	216
YFL049W_id004	chrVI	36772	38821	+	2050	70
YFL050C_tx0	chrVI	33147	35873	-	2727	12
YFL053W_tx0	chrVI	23398	25323	+	1926	3
YFL055W_id001	chrVI	16682	19085	+	2404	23
YFL058W_tx0	chrVI	12904	14076	+	1173	1
YFL059W_tx0	chrVI	11338	12384	+	1047	2
YFL060C_tx0	chrVI	10176	10994	-	819	4
YFL062W_tx0	chrVI	6401	7690	+	1290	3
YFR001W_id002	chrVI	148988	149850	+	863	525
YFR002W_id002	chrVI	149988	152650	+	2663	260
YFR003C_id002	chrVI	152443	153187	-	745	186
YFR004W_id003	chrVI	153322	154412	+	1091	708
YFR005C_id002	chrVI	154273	155920	-	1648	114
YFR006W_id001	chrVI	155862	157840	+	1979	447
YFR007W_id001	chrVI	159224	160429	+	1206	0
YFR008W_id001	chrVI	160196	161547	+	1352	19
YFR009W_id001	chrVI	162412	164813	+	2402	8
YFR009W-A_id001	chrVI	162827	164940	+	2114	57
YFR010W_id002	chrVI	164975	166660	+	1686	832
YFR011C_id001	chrVI	166525	167302	-	778	231
YFR012W_tx0	chrVI	167863	168621	+	759	0
YFR012W-A_id001	chrVI	167964	169543	+	1580	6
YFR013W_id002	chrVI	169866	172427	+	2562	142
YFR014C_id002	chrVI	172315	174005	-	1691	92
YFR015C_id003	chrVI	174088	176480	-	2393	60
YFR016C_id002	chrVI	176998	180837	-	3840	496
YFR017C_id001	chrVI	182154	183837	-	1684	73
YFR018C_id006	chrVI	182957	184282	-	1326	1
YFR019W_tx0	chrVI	184477	191463	+	6987	189
YFR020W_id002	chrVI	191794	193833	+	2040	66
YFR021W_id001	chrVI	194697	196512	+	1816	144
YFR022W_id001	chrVI	196565	199196	+	2632	76
YFR023W_tx0	chrVI	199849	201834	+	1986	8
YFR024C-A_id001	chrVI	201729	203658	-	1930	340
YFR025C_id003	chrVI	203600	204790	-	1191	99
YFR026C_id002	chrVI	205502	207225	-	1724	26
YFR027W_id001	chrVI	207380	208430	+	1051	1
YFR028C_id001	chrVI	208337	210160	-	1824	62
YFR029W_id001	chrVI	210837	213045	+	2209	50
YFR030W_id002	chrVI	213193	216476	+	3284	73
YFR031C_tx0	chrVI	216469	220131	-	3663	341
YFR031C-A_id001	chrVI	220319	221767	-	1449	11581
YFR032C_id002	chrVI	221988	223036	-	1049	2
YFR032C-A_id002	chrVI	223162	223964	-	803	8150
YFR033C_id003	chrVI	224182	225525	-	1344	508
YFR034C_id001	chrVI	224646	225993	-	1348	1
YFR034W-A_id003	chrVI	225560	226609	+	1050	377
YFR036W_id007	chrVI	226913	227476	+	564	26
YFR037C_id001	chrVI	227336	229219	-	1884	276
YFR038W_id002	chrVI	229362	232029	+	2668	196
YFR039C_id001	chrVI	231945	233687	-	1743	131
YFR040W_tx0	chrVI	234217	237375	+	3159	83
YFR041C_id003	chrVI	237233	238300	-	1068	83
YFR042W_id005	chrVI	238413	239385	+	973	69
YFR043C_id002	chrVI	239039	239867	-	829	86
YFR044C_id007	chrVI	239944	241661	-	1718	1287
YFR045W_id005	chrVI	241982	243136	+	1155	71
YFR046C_id001	chrVI	242814	244179	-	1366	21
YFR047C_id002	chrVI	244007	245201	-	1195	315
YFR048W_id002	chrVI	246108	248209	+	2102	123
YFR049W_id003	chrVI	248350	249125	+	776	169
YFR050C_id001	chrVI	248900	249947	-	1048	350
YFR051C_id002	chrVI	250047	251842	-	1796	661
YFR052C-A_id013	chrVI	253422	254620	-	1199	1034
YFR052W_id001	chrVI	252446	253577	+	1132	287
YFR053C_id030	chrVI	253523	255160	-	1638	29
YFR054C_id001	chrVI	258567	259937	-	1371	2
YFR055W_id001	chrVI	263663	265704	+	2042	63
YGL001C_id001	chrVII	495330	496774	-	1445	385
YGL002W_id002	chrVII	494406	495421	+	1016	197
YGL003C_id004	chrVII	492285	494249	-	1965	89
YGL004C_id001	chrVII	490571	491971	-	1401	2
YGL005C_id001	chrVII	489497	490935	-	1439	91
YGL006W_tx0	chrVII	485896	489567	+	3672	291
YGL007C-A_id001	chrVII	482644	483949	-	1306	13
YGL007W_id002	chrVII	483202	484287	+	1086	11
YGL008C_id001	chrVII	479380	482905	-	3526	11108
YGL009C_id001	chrVII	476115	478707	-	2593	1108
YGL010W_id002	chrVII	475438	476282	+	845	35
YGL011C_id003	chrVII	474200	475272	-	1073	618
YGL012W_id001	chrVII	472818	474684	+	1867	1237
YGL013C_tx0	chrVII	468967	472323	-	3357	88
YGL014W_id001	chrVII	465720	468896	+	3177	212
YGL015C_id001	chrVII	464796	465693	-	898	0
YGL016W_id001	chrVII	461610	465103	+	3494	245
YGL017W_id001	chrVII	459660	461519	+	1860	64
YGL018C_id003	chrVII	458843	459716	-	874	30
YGL019W_id002	chrVII	458014	459108	+	1095	493
YGL020C_id001	chrVII	457075	457978	-	904	420
YGL021W_tx0	chrVII	454760	457192	+	2433	155
YGL022W_id002	chrVII	452331	454726	+	2396	901
YGL023C_id001	chrVII	450069	452153	-	2085	82
YGL025C_tx0	chrVII	448639	449982	-	1344	164
YGL026C_id003	chrVII	446250	448563	-	2314	1490
YGL027C_id002	chrVII	443550	446182	-	2633	298
YGL028C_id001	chrVII	440982	443316	-	2335	426
YGL029W_id002	chrVII	439782	440606	+	825	648
YGL030W_id002	chrVII	439041	439908	+	868	17412
YGL031C_id005	chrVII	437223	438447	-	1225	12526
YGL032C_id002	chrVII	436470	437054	-	585	167
YGL033W_tx0	chrVII	435600	436526	+	927	11
YGL035C_tx0	chrVII	431423	433087	-	1665	3
YGL037C_id002	chrVII	427158	428067	-	910	1165
YGL038C_id001	chrVII	424902	426916	-	2015	306
YGL039W_id006	chrVII	423450	425101	+	1652	62
YGL040C_id006	chrVII	419301	420680	-	1380	369
YGL041C-B_id002	chrVII	418560	419184	-	625	1
YGL041W-A_id004	chrVII	418809	419501	+	693	155
YGL043W_id002	chrVII	417479	418860	+	1382	259
YGL044C_id005	chrVII	415860	417264	-	1405	120
YGL045W_id001	chrVII	413730	415957	+	2228	31
YGL047W_id005	chrVII	411465	412279	+	815	58
YGL048C_id001	chrVII	409852	411314	-	1463	809
YGL049C_id004	chrVII	406693	409765	-	3073	295
YGL050W_id002	chrVII	405691	406865	+	1175	87
YGL051W_tx0	chrVII	403662	404516	+	855	1
YGL053W_id002	chrVII	402490	403626	+	1137	49
YGL054C_id002	chrVII	400538	401380	-	843	1052
YGL055W_id001	chrVII	398536	400441	+	1906	863
YGL056C_id004	chrVII	395953	397716	-	1764	40
YGL057C_id001	chrVII	394754	395866	-	1113	38
YGL058W_id001	chrVII	393658	394900	+	1243	192
YGL059W_id001	chrVII	392170	393891	+	1722	11
YGL060W_id001	chrVII	389935	392265	+	2331	40
YGL061C_id004	chrVII	388718	389779	-	1062	82
YGL062W_id008	chrVII	385140	388783	+	3644	367
YGL063W_id002	chrVII	383448	385226	+	1779	95
YGL064C_tx0	chrVII	381398	383233	-	1836	57
YGL065C_id002	chrVII	379637	381327	-	1691	156
YGL066W_id001	chrVII	377418	379778	+	2361	115
YGL067W_id002	chrVII	376046	377488	+	1443	205
YGL068W_id002	chrVII	375049	375941	+	893	412
YGL070C_id003	chrVII	374069	374861	-	793	136
YGL071W_id014	chrVII	371906	374252	+	2347	147
YGL073W_id001	chrVII	368424	371311	+	2888	104
YGL075C_id004	chrVII	366819	368283	-	1465	1
YGL076C_id002	chrVII	364219	366148	-	1930	8333
YGL077C_id005	chrVII	362141	364083	-	1943	644
YGL078C_id002	chrVII	360096	361986	-	1891	765
YGL079W_id001	chrVII	359407	360797	+	1391	70
YGL080W_id011	chrVII	358555	359306	+	752	144
YGL081W_id002	chrVII	357199	358628	+	1430	12
YGL082W_id002	chrVII	355737	357167	+	1431	130
YGL083W_id001	chrVII	352994	355652	+	2659	87
YGL084C_id002	chrVII	350391	352345	-	1955	156
YGL085W_id006	chrVII	349554	350620	+	1067	62
YGL086W_tx0	chrVII	347094	349493	+	2400	280
YGL087C_id002	chrVII	346205	346943	-	739	152
YGL089C_tx0	chrVII	344666	345178	-	513	2
YGL090W_id003	chrVII	343287	345261	+	1975	56
YGL091C_id006	chrVII	341905	343126	-	1222	192
YGL092W_id001	chrVII	337782	341915	+	4134	375
YGL093W_id002	chrVII	334846	337679	+	2834	92
YGL094C_tx0	chrVII	330993	334490	-	3498	86
YGL095C_id009	chrVII	328782	330685	-	1904	191
YGL096W_id007	chrVII	324810	326269	+	1460	77
YGL097W_id004	chrVII	321706	323346	+	1641	401
YGL098W_id003	chrVII	317289	319046	+	1758	131
YGL099W_id001	chrVII	314567	316611	+	2045	290
YGL100W_id002	chrVII	313156	314399	+	1244	260
YGL101W_id005	chrVII	312147	313116	+	970	190
YGL103W_id001	chrVII	308491	311999	+	3509	32848
YGL104C_id006	chrVII	308576	310189	-	1614	136
YGL105W_id004	chrVII	307264	308664	+	1401	376
YGL106W_id009	chrVII	306535	307168	+	634	98
YGL107C_id001	chrVII	304211	306332	-	2122	68
YGL108C_id002	chrVII	303225	304115	-	891	129
YGL110C_id003	chrVII	301371	303421	-	2051	156
YGL111W_id001	chrVII	299951	301697	+	1747	470
YGL112C_id002	chrVII	298048	299800	-	1753	202
YGL113W_id002	chrVII	295885	298184	+	2300	78
YGL114W_id002	chrVII	293226	295731	+	2506	266
YGL115W_id001	chrVII	291885	293114	+	1230	724
YGL116W_id001	chrVII	289645	291739	+	2095	184
YGL117W_id001	chrVII	288426	289786	+	1361	70
YGL119W_id001	chrVII	284156	286030	+	1875	174
YGL120C_id001	chrVII	281426	283993	-	2568	394
YGL121C_id003	chrVII	280549	281262	-	714	27
YGL122C_id003	chrVII	278548	280532	-	1985	248
YGL123W_id002	chrVII	277328	278470	+	1143	17405
YGL124C_tx0	chrVII	274655	276739	-	2085	16
YGL125W_id002	chrVII	272334	274614	+	2281	14
YGL126W_tx0	chrVII	270972	272264	+	1293	1
YGL127C_id001	chrVII	270174	270831	-	658	134
YGL128C_id002	chrVII	269080	270160	-	1081	16
YGL129C_id002	chrVII	267574	269164	-	1591	95
YGL130W_id004	chrVII	266065	267764	+	1700	241
YGL131C_tx0	chrVII	261523	265884	-	4362	105
YGL133W_tx0	chrVII	257682	261626	+	3945	223
YGL134W_id002	chrVII	255566	257264	+	1699	61
YGL135W_id002	chrVII	254577	255579	+	1003	25574
YGL136C_id001	chrVII	252763	254004	-	1242	62
YGL137W_id003	chrVII	249845	253055	+	3211	715
YGL139W_id004	chrVII	245402	248444	+	3043	103
YGL140C_id001	chrVII	241074	245199	-	4126	324
YGL141W_id001	chrVII	238292	241205	+	2914	80
YGL142C_id001	chrVII	236064	238164	-	2101	121
YGL143C_id001	chrVII	234569	236164	-	1596	102
YGL144C_id001	chrVII	232291	234521	-	2231	97
YGL145W_id003	chrVII	230173	232466	+	2294	49
YGL146C_id010	chrVII	228590	229860	-	1271	2
YGL147C_id001	chrVII	225888	228346	-	2459	4966
YGL148W_id001	chrVII	226259	227685	+	1427	1075
YGL150C_tx0	chrVII	220979	225598	-	4620	466
YGL151W_id002	chrVII	217469	221007	+	3539	79
YGL153W_id001	chrVII	216211	217383	+	1173	133
YGL154C_id001	chrVII	215155	216112	-	958	13
YGL155W_id001	chrVII	213925	215625	+	1701	201
YGL156W_tx0	chrVII	210391	213792	+	3402	28
YGL157W_id001	chrVII	208875	210141	+	1267	245
YGL158W_id001	chrVII	206645	208696	+	2052	5
YGL159W_id003	chrVII	202705	204209	+	1505	122
YGL160W_id002	chrVII	200453	202429	+	1977	112
YGL161C_id004	chrVII	199055	200251	-	1197	371
YGL162W_id001	chrVII	197430	199211	+	1782	26
YGL163C_id006	chrVII	193572	196537	-	2966	133
YGL164C_id003	chrVII	191854	193365	-	1512	115
YGL166W_id001	chrVII	191089	192013	+	925	128
YGL167C_id002	chrVII	187414	190875	-	3462	476
YGL168W_tx0	chrVII	187439	187921	+	483	0
YGL169W_id003	chrVII	186003	187562	+	1560	103
YGL170C_tx0	chrVII	184028	185419	-	1392	3
YGL171W_id001	chrVII	182374	184383	+	2010	246
YGL172W_id002	chrVII	180656	182231	+	1576	192
YGL173C_tx0	chrVII	175402	180138	-	4737	1020
YGL174W_id006	chrVII	174529	175541	+	1013	43
YGL175C_id001	chrVII	173045	174364	-	1320	3
YGL176C_id001	chrVII	171312	173961	-	2650	94
YGL178W_tx0	chrVII	167327	170696	+	3370	102
YGL179C_id003	chrVII	163358	165179	-	1822	83
YGL180W_id001	chrVII	159502	163108	+	3607	66
YGL181W_id001	chrVII	157529	159173	+	1645	57
YGL183C_tx0	chrVII	156418	157310	-	893	2
YGL184C_id002	chrVII	154504	156060	-	1557	9
YGL185C_id002	chrVII	152785	154329	-	1545	78
YGL186C_id001	chrVII	150874	152828	-	1955	357
YGL187C_id001	chrVII	149401	150695	-	1295	269
YGL188C-A_id001	chrVII	148612	149422	-	811	0
YGL189C_id001	chrVII	148160	149080	-	921	7917
YGL190C_id001	chrVII	145348	147934	-	2587	174
YGL191W_id005	chrVII	144701	145471	+	771	1857
YGL192W_id001	chrVII	142200	144826	+	2627	3
YGL193C_id005	chrVII	141871	142345	-	475	41
YGL194C_id001	chrVII	140157	141792	-	1636	8
YGL194C-A_id002	chrVII	139523	140245	-	723	69
YGL195W_tx0	chrVII	131500	139668	+	8169	2032
YGL196W_id002	chrVII	129474	131269	+	1796	271
YGL197W_tx0	chrVII	124673	129286	+	4614	70
YGL198W_id001	chrVII	123569	124673	+	1105	455
YGL200C_id001	chrVII	122460	123382	-	923	1114
YGL201C_id001	chrVII	117653	120974	-	3322	158
YGL202W_id001	chrVII	115995	118196	+	2202	818
YGL203C_id001	chrVII	112073	114731	-	2659	297
YGL204C_id001	chrVII	111188	112120	-	933	67
YGL205W_tx0	chrVII	108133	110529	+	2397	1
YGL206C_tx0	chrVII	102418	107529	-	5112	177
YGL207W_id003	chrVII	98863	102210	+	3348	897
YGL208W_id002	chrVII	97288	98741	+	1454	28
