# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "WD_C16_sample_longest_full_ORF_with_constructs.gff" "-o" "WD_C16_counts.txt" "WD_C16_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	WD_C16_aln.bam
YDR470C_id002	chrIV	1399513	1401321	-	1809	68
YDR471W_id001	chrIV	1401745	1402918	+	1174	4405
YDR472W_id003	chrIV	1403187	1404416	+	1230	416
YDR473C_id003	chrIV	1404228	1405922	-	1695	249
YDR475C_id002	chrIV	1407337	1410192	-	2856	730
YDR476C_id001	chrIV	1410251	1412173	-	1923	308
YDR477W_id003	chrIV	1412079	1414422	+	2344	211
YDR478W_id001	chrIV	1414535	1416455	+	1921	149
YDR479C_id002	chrIV	1415128	1416941	-	1814	119
YDR480W_tx0	chrIV	1417374	1418495	+	1122	72
YDR481C_id002	chrIV	1418493	1420305	-	1813	96
YDR482C_id001	chrIV	1420260	1421009	-	750	223
YDR483W_id003	chrIV	1420974	1422637	+	1664	1834
YDR484W_id003	chrIV	1422732	1424817	+	2086	98
YDR485C_id002	chrIV	1424687	1427276	-	2590	208
YDR486C_id003	chrIV	1427173	1428178	-	1006	210
YDR487C_id005	chrIV	1428243	1430223	-	1981	1104
YDR488C_tx0	chrIV	1429063	1430814	-	1752	0
YDR489W_id002	chrIV	1430994	1432500	+	1507	187
YDR490C_id002	chrIV	1431818	1434375	-	2558	75
YDR492W_id001	chrIV	1434770	1436225	+	1456	807
YDR493W_id001	chrIV	1436116	1436840	+	725	94
YDR494W_id010	chrIV	1436848	1438087	+	1240	217
YDR495C_tx0	chrIV	1437990	1441175	-	3186	109
YDR496C_id001	chrIV	1441196	1443441	-	2246	660
YDR497C_id001	chrIV	1443604	1445623	-	2020	5327
YDR498C_id002	chrIV	1445396	1450109	-	4714	219
YDR499W_id005	chrIV	1447826	1450167	+	2342	95
YDR500C_id001	chrIV	1449981	1450874	-	894	7258
YDR501W_tx0	chrIV	1451328	1453043	+	1716	17
YDR502C_id001	chrIV	1452816	1454512	-	1697	3000
YDR503C_id001	chrIV	1454830	1455949	-	1120	90
YDR504C_id003	chrIV	1456139	1457842	-	1704	169
YDR505C_tx0	chrIV	1456570	1459245	-	2676	0
YDR506C_id002	chrIV	1459307	1461605	-	2299	203
YDR507C_id001	chrIV	1462176	1465824	-	3649	387
YDR508C_id002	chrIV	1466259	1468567	-	2309	1276
YDR510W_id002	chrIV	1468669	1469859	+	1191	939
YDR511W_id001	chrIV	1469838	1471050	+	1213	18
YDR512C_tx0	chrIV	1470375	1471088	-	714	110
YDR513W_id001	chrIV	1470026	1471559	+	1534	721
YDR514C_id001	chrIV	1471422	1473074	-	1653	278
YDR515W_id008	chrIV	1473279	1474873	+	1595	16
YDR516C_id001	chrIV	1474842	1476588	-	1747	1266
YDR517W_id001	chrIV	1476623	1478460	+	1838	369
YDR518W_id002	chrIV	1478467	1480210	+	1744	62
YDR519W_id002	chrIV	1479966	1481057	+	1092	912
YDR520C_id001	chrIV	1480938	1483487	-	2550	72
YDR522C_tx0	chrIV	1483670	1485328	-	1659	1
YDR523C_id001	chrIV	1485514	1487263	-	1750	31
YDR524C_id001	chrIV	1487035	1489057	-	2023	97
YDR524C-A_id002	chrIV	1489805	1490445	-	641	0
YDR524C-B_id004	chrIV	1489179	1489843	-	665	61206
YDR525W-A_id001	chrIV	1489989	1491058	+	1070	545
YDR527W_id001	chrIV	1491072	1493174	+	2103	442
YDR528W_id002	chrIV	1494268	1495996	+	1729	125
YDR529C_id002	chrIV	1495808	1496579	-	772	585
YDR530C_id001	chrIV	1496628	1498018	-	1391	106
YDR531W_id010	chrIV	1498123	1499416	+	1294	665
YDR532C_id003	chrIV	1499338	1500793	-	1456	113
YDR533C_id001	chrIV	1501208	1502385	-	1178	204
YDR534C_tx0	chrIV	1503189	1504925	-	1737	24
YDR536W_tx0	chrIV	1507980	1509839	+	1860	21
YDR538W_id001	chrIV	1509972	1511919	+	1948	101
YDR539W_id001	chrIV	1512000	1513953	+	1954	197
YDR540C_id001	chrIV	1516282	1517758	-	1477	23
YDR541C_id001	chrIV	1519437	1520919	-	1483	140
YDR542W_tx0	chrIV	1523224	1523736	+	513	1
YDR545W_tx0	chrIV	1526296	1531836	+	5541	41
YEL001C_id001	chrV	149991	151013	-	1023	1241
YEL002C_id002	chrV	148562	150077	-	1516	871
YEL003W_id002	chrV	147953	148711	+	759	621
YEL004W_id002	chrV	146894	148321	+	1428	17
YEL005C_id005	chrV	145810	146795	-	986	59
YEL006W_id007	chrV	144264	145702	+	1439	419
YEL007W_tx0	chrV	141867	144017	+	2151	492
YEL008C-A_id001	chrV	140310	141050	-	741	1
YEL008W_id002	chrV	140400	141261	+	862	13
YEL009C_id001	chrV	138823	140489	-	1667	11117
YEL011W_id001	chrV	133011	135350	+	2340	36
YEL012W_id003	chrV	131627	132660	+	1034	150
YEL013W_id002	chrV	128555	131010	+	2456	758
YEL015W_id006	chrV	126580	128450	+	1871	677
YEL016C_id001	chrV	124566	126430	-	1865	161
YEL017C-A_id001	chrV	122091	122964	-	874	13868
YEL017W_id001	chrV	123176	124767	+	1592	512
YEL018W_id001	chrV	121437	122462	+	1026	182
YEL019C_id001	chrV	120343	121311	-	969	4
YEL020W-A_id001	chrV	116531	117566	+	1036	836
YEL021W_id002	chrV	116112	117120	+	1009	0
YEL022W_id001	chrV	111340	115873	+	4534	223
YEL023C_id001	chrV	108378	111112	-	2735	70
YEL024W_id003	chrV	107159	108524	+	1366	446
YEL026W_id001	chrV	100905	102394	+	1490	3827
YEL027W_id003	chrV	100706	101634	+	929	3
YEL028W_id001	chrV	97084	99203	+	2120	59
YEL029C_id001	chrV	96494	97909	-	1416	131
YEL030W_id001	chrV	94191	96948	+	2758	46
YEL031W_id001	chrV	90187	94007	+	3821	1483
YEL032W_id003	chrV	86853	90004	+	3152	459
YEL034C-A_id005	chrV	85440	86268	-	829	2
YEL034W_id001	chrV	85195	86368	+	1174	6588
YEL036C_id001	chrV	82971	84832	-	1862	439
YEL037C_id003	chrV	81215	82788	-	1574	683
YEL038W_id003	chrV	80443	81364	+	922	475
YEL039C_id007	chrV	79521	80170	-	650	187
YEL040W_id001	chrV	78005	79662	+	1658	3003
YEL041W_tx0	chrV	75919	77556	+	1638	8
YEL042W_id002	chrV	73626	75903	+	2278	1490
YEL043W_id001	chrV	70433	73436	+	3004	209
YEL044W_id001	chrV	69050	70395	+	1346	288
YEL046C_id001	chrV	67007	68910	-	1904	4131
YEL047C_tx0	chrV	65260	66822	-	1563	257
YEL048C_id004	chrV	64089	65265	-	1177	113
YEL049W_id005	chrV	63710	64235	+	526	0
YEL050C_id001	chrV	59524	61031	-	1508	248
YEL050W-A_id001	chrV	59495	59807	+	313	0
YEL051W_id001	chrV	58312	59359	+	1048	1213
YEL052W_id002	chrV	56343	58169	+	1827	531
YEL053C_id002	chrV	53794	56185	-	2392	174
YEL054C_id003	chrV	52181	53254	-	1074	11832
YEL055C_id001	chrV	48281	51594	-	3314	675
YEL056W_id004	chrV	47130	48483	+	1354	325
YEL058W_id001	chrV	43208	45326	+	2119	2375
YEL059C-A_id001	chrV	42329	43077	-	749	80
YEL060C_id008	chrV	39811	42008	-	2198	167
YEL061C_id001	chrV	36279	39660	-	3382	225
YEL062W_id002	chrV	34386	36393	+	2008	26
YEL063C_id001	chrV	31377	33713	-	2337	428
YEL064C_id001	chrV	29469	31299	-	1831	86
YEL065W_id001	chrV	27345	29608	+	2264	94
YEL066W_id004	chrV	26117	27291	+	1175	122
YEL068C_id001	chrV	25397	26510	-	1114	308
YEL069C_tx0	chrV	21412	23256	-	1845	1
YEL071W_id002	chrV	16326	18109	+	1784	825
YEL072W_id001	chrV	13584	14756	+	1173	18
YEL073C_id004	chrV	6526	7684	-	1159	387
YER001W_id001	chrV	153471	156098	+	2628	640
YER002W_id001	chrV	156369	157606	+	1238	781
YER003C_id001	chrV	157442	159162	-	1721	1439
YER004W_id003	chrV	159284	160536	+	1253	496
YER005W_id001	chrV	160501	162733	+	2233	197
YER006W_id001	chrV	162684	164511	+	1828	1823
YER007C-A_id001	chrV	165671	166910	-	1240	1002
YER007W_id001	chrV	164486	166230	+	1745	78
YER008C_id002	chrV	167724	171884	-	4161	400
YER009W_id001	chrV	172050	172753	+	704	3030
YER010C_id001	chrV	172546	173440	-	895	98
YER011W_id002	chrV	175194	176279	+	1086	204
YER012W_id001	chrV	177720	178639	+	920	1819
YER013W_tx0	chrV	178816	182403	+	3588	93
YER014C-A_tx0	chrV	183606	184725	-	1120	12
YER014W_id001	chrV	182546	184349	+	1804	179
YER015W_tx0	chrV	184516	186900	+	2385	9
YER016W_id004	chrV	188225	189429	+	1205	37
YER017C_id002	chrV	189340	191884	-	2545	186
YER018C_id002	chrV	191885	193907	-	2023	93
YER019C-A_id001	chrV	192438	194592	-	2155	4815
YER019W_id003	chrV	192751	194318	+	1568	361
YER020W_id001	chrV	195040	197181	+	2142	110
YER021W_id003	chrV	196886	198650	+	1765	1507
YER022W_id002	chrV	198776	200974	+	2199	132
YER023W_id002	chrV	200997	202153	+	1157	5309
YER024W_tx0	chrV	202167	205088	+	2922	304
YER025W_id002	chrV	205193	207132	+	1940	1297
YER026C_id001	chrV	207416	208539	-	1124	1774
YER027C_id002	chrV	208683	210308	-	1626	318
YER028C_id001	chrV	210238	211944	-	1707	66
YER029C_id001	chrV	212475	213481	-	1007	426
YER030W_id005	chrV	213349	214098	+	750	661
YER031C_id002	chrV	213769	214782	-	1014	821
YER032W_id001	chrV	214963	217951	+	2989	74
YER033C_tx0	chrV	217932	221312	-	3381	95
YER034W_id001	chrV	221807	222744	+	938	0
YER035W_id004	chrV	222324	223217	+	894	237
YER036C_id009	chrV	223237	225236	-	2000	4431
YER037W_id006	chrV	225866	227074	+	1209	109
YER038C_id001	chrV	226056	228262	-	2207	78
YER038W-A_id003	chrV	228379	229572	+	1194	15
YER039C_id001	chrV	228360	229450	-	1091	58
YER039C-A_id001	chrV	228799	229507	-	709	0
YER040W_id003	chrV	229710	232250	+	2541	136
YER041W_id002	chrV	232375	234905	+	2531	33
YER042W_id001	chrV	234841	235703	+	863	243
YER043C_id001	chrV	235535	237221	-	1687	5763
YER044C_id003	chrV	237439	238423	-	985	796
YER044C-A_tx0	chrV	238335	239799	-	1465	3
YER045C_id001	chrV	239914	241801	-	1888	112
YER046W_id001	chrV	242514	243707	+	1194	246
YER047C_tx0	chrV	243685	246528	-	2844	41
YER048C_id001	chrV	246581	248234	-	1654	542
YER048W-A_id001	chrV	250637	251721	+	1085	477
YER049W_id003	chrV	251629	253754	+	2126	1839
YER050C_id001	chrV	253654	254444	-	791	367
YER051W_id001	chrV	254643	256152	+	1510	21
YER052C_id001	chrV	256214	258068	-	1855	529
YER053C_id003	chrV	258594	260023	-	1430	1012
YER053C-A_id001	chrV	260560	261280	-	721	87
YER054C_tx0	chrV	261927	263723	-	1797	40
YER055C_id001	chrV	263733	265844	-	2112	657
YER056C_id001	chrV	264973	269343	-	4371	4193
YER056C-A_id002	chrV	269344	270757	-	1414	9249
YER057C_id001	chrV	270647	271538	-	892	194
YER058W_id003	chrV	271706	272239	+	534	76
YER059W_id001	chrV	272442	274466	+	2025	130
YER060W_id001	chrV	274526	276250	+	1725	269
YER060W-A_id001	chrV	276488	278311	+	1824	115
YER061C_id001	chrV	277831	279711	-	1881	55
YER062C_id001	chrV	279692	280839	-	1148	152
YER063W_id002	chrV	281587	282591	+	1005	1087
YER064C_id001	chrV	281575	284306	-	2732	366
YER065C_id001	chrV	285114	287255	-	2142	129
YER066W_id002	chrV	289300	290938	+	1639	129
YER067W_id001	chrV	291787	292745	+	959	186
YER068W_id002	chrV	292930	294924	+	1995	249
YER069W_id001	chrV	295335	298162	+	2828	272
YER070W_id002	chrV	298872	301822	+	2951	2200
YER071C_id001	chrV	301703	302487	-	785	223
YER072W_id002	chrV	302569	303341	+	773	1983
YER073W_id001	chrV	303339	306296	+	2958	506
YER074W_id005	chrV	306246	307350	+	1105	18405
YER074W-A_id002	chrV	307639	308520	+	882	495
YER075C_tx0	chrV	308288	311224	-	2937	181
YER076C_id006	chrV	312439	313918	-	1480	110
YER077C_id001	chrV	314426	316778	-	2353	27
YER078C_id002	chrV	316692	318552	-	1861	73
YER078W-A_id001	chrV	316769	318863	+	2095	17
YER079W_id003	chrV	318839	319828	+	990	136
YER080W_id005	chrV	319918	321940	+	2023	262
YER081W_id001	chrV	322213	324278	+	2066	190
YER082C_id002	chrV	323934	325995	-	2062	205
YER083C_id005	chrV	325946	327064	-	1119	777
YER085C_id001	chrV	327475	328288	-	814	5
YER086W_id001	chrV	328332	330346	+	2015	2687
YER087C-B_id002	chrV	332218	332873	-	656	2677
YER087W_id001	chrV	330512	332470	+	1959	71
YER088C_id001	chrV	333024	335458	-	2435	1104
YER088C-A_id001	chrV	335262	337294	-	2033	12
YER089C_id003	chrV	335862	337679	-	1818	19
YER090W_id003	chrV	337911	339718	+	1808	1027
YER091C_id002	chrV	339639	342381	-	2743	2930
YER092W_id002	chrV	342846	343656	+	811	492
YER093C_tx0	chrV	343195	347637	-	4443	140
YER093C-A_id004	chrV	347774	348423	-	650	126
YER094C_id004	chrV	348575	349676	-	1102	1166
YER095W_id002	chrV	349913	351605	+	1693	167
YER096W_id003	chrV	351534	353265	+	1732	8
YER098W_id002	chrV	355283	357934	+	2652	29
YER099C_id002	chrV	357212	359080	-	1869	508
YER100W_id002	chrV	359276	360415	+	1140	607
YER101C_id002	chrV	360322	361876	-	1555	95
YER102W_id002	chrV	362714	364048	+	1335	30405
YER103W_id001	chrV	363853	366637	+	2785	230
YER104W_id003	chrV	366784	368486	+	1703	87
YER105C_id001	chrV	367593	372032	-	4440	451
YER106W_tx0	chrV	372301	373359	+	1059	9
YER107C_id001	chrV	373204	374732	-	1529	378
YER110C_id003	chrV	378610	382244	-	3635	1143
YER111C_tx0	chrV	382470	385901	-	3432	19
YER112W_id001	chrV	387131	387910	+	780	694
YER113C_id003	chrV	387794	390207	-	2414	228
YER114C_tx0	chrV	390465	393737	-	3273	61
YER115C_id002	chrV	394179	395818	-	1640	158
YER116C_id005	chrV	394899	396272	-	1374	0
YER117W_id001	chrV	395711	397716	+	2006	20770
YER118C_id004	chrV	397773	399354	-	1582	303
YER119C_id005	chrV	399335	400864	-	1530	125
YER120W_id004	chrV	401047	402104	+	1058	1789
YER121W_id003	chrV	402229	402912	+	684	25
YER122C_id004	chrV	402724	404433	-	1710	334
YER123W_id001	chrV	404625	406936	+	2312	229
YER124C_id002	chrV	406818	409103	-	2286	992
YER125W_id001	chrV	409685	413015	+	3331	315
YER126C_id001	chrV	412891	414281	-	1391	885
YER127W_id002	chrV	414457	415753	+	1297	444
YER128W_id001	chrV	415854	417079	+	1226	49
YER129W_tx0	chrV	417256	420834	+	3579	62
YER130C_id002	chrV	420863	422542	-	1680	453
YER131W_id001	chrV	423445	424454	+	1010	16184
YER132C_tx0	chrV	425063	430474	-	5412	104
YER133W_id003	chrV	432426	434424	+	1999	620
YER134C_id001	chrV	436308	437979	-	1672	266
YER136W_id002	chrV	439461	441300	+	1840	133
YER137C_id004	chrV	441206	441919	-	714	60
YER139C_id004	chrV	449837	451399	-	1563	65
YER140W_id001	chrV	451493	453628	+	2136	139
YER141W_id007	chrV	453380	455150	+	1771	75
YER142C_id001	chrV	455060	456384	-	1325	177
YER143W_id003	chrV	456261	457810	+	1550	209
YER144C_id001	chrV	457689	460317	-	2629	281
YER145C_id001	chrV	460290	461758	-	1469	754
YER146W_id002	chrV	462163	462951	+	789	446
YER147C_id010	chrV	462863	464882	-	2020	126
YER148W_id001	chrV	465114	466372	+	1259	1086
YER149C_id002	chrV	466130	467563	-	1434	143
YER150W_id001	chrV	467715	468982	+	1268	595
YER151C_id001	chrV	469617	472548	-	2932	1595
YER152C_id004	chrV	472620	474562	-	1943	868
YER153C_tx0	chrV	473916	474830	-	915	0
YER154W_id003	chrV	474311	476293	+	1983	216
YER155C_tx0	chrV	476220	482873	-	6654	1920
YER156C_id001	chrV	483219	484628	-	1410	1747
YER157W_id002	chrV	484772	487274	+	2503	606
YER158C_id003	chrV	488736	490782	-	2047	137
YER159C_id001	chrV	491282	492141	-	860	1212
YER161C_id005	chrV	499078	500416	-	1339	391
YER162C_tx0	chrV	500505	502919	-	2415	34
YER163C_id002	chrV	502982	503902	-	921	307
YER164W_tx0	chrV	505367	509923	+	4557	191
YER165W_id006	chrV	510231	512308	+	2078	720
YER166W_tx0	chrV	512719	517584	+	4866	228
YER167W_id001	chrV	517790	520781	+	2992	65
YER168C_id005	chrV	520934	522724	-	1791	141
YER169W_id001	chrV	523079	525967	+	2889	572
YER170W_id006	chrV	525943	527033	+	1091	37
YER171W_id003	chrV	526959	529547	+	2589	236
YER172C_tx0	chrV	529405	536046	-	6642	927
YER173W_tx0	chrV	536275	538404	+	2130	35
YER174C_id001	chrV	538335	539320	-	986	88
YER175C_id001	chrV	539176	541451	-	2276	100
YER175W-A_id001	chrV	539499	541575	+	2077	10
YER176W_id004	chrV	541670	545169	+	3500	596
YER177W_id002	chrV	545199	546589	+	1391	22449
YER178W_id005	chrV	546805	548344	+	1540	3724
YER179W_tx0	chrV	548396	549642	+	1247	19
YER180C_id001	chrV	549668	551095	-	1428	287
YER180C-A_id003	chrV	550193	551170	-	978	2
YER181C_id001	chrV	551422	552408	-	987	1
YER182W_id002	chrV	552347	553357	+	1011	371
YER183C_id001	chrV	553242	554032	-	791	369
YER184C_id001	chrV	556085	558754	-	2670	33
YER185W_id001	chrV	558961	560400	+	1440	42
YER186C_id002	chrV	561200	562770	-	1571	669
YER187W_id001	chrV	565535	566856	+	1322	90
YER188W_id002	chrV	567725	568989	+	1265	43
YER190W_tx0	chrV	571455	576650	+	5196	0
YFL001W_id002	chrVI	147073	148494	+	1422	155
YFL002C_id003	chrVI	144976	146970	-	1995	233
YFL003C_tx0	chrVI	134396	137182	-	2787	10
YFL004W_id002	chrVI	131652	134510	+	2859	913
YFL005W_id002	chrVI	130102	131202	+	1101	1413
YFL007W_tx0	chrVI	123454	130035	+	6582	698
YFL008W_tx0	chrVI	119404	123231	+	3828	185
YFL009W_id001	chrVI	115965	118621	+	2657	360
YFL010C_id002	chrVI	114731	115760	-	1030	1287
YFL010W-A_tx0	chrVI	114965	115399	+	435	0
YFL011W_tx0	chrVI	112320	114110	+	1791	49
YFL012W_id001	chrVI	110586	111546	+	961	11
YFL013C_id001	chrVI	107621	110015	-	2395	59
YFL014W_id001	chrVI	106830	107779	+	950	431
YFL016C_id001	chrVI	104598	106329	-	1732	106
YFL017C_id001	chrVI	103590	104470	-	881	269
YFL017W-A_id002	chrVI	103365	103998	+	634	293
YFL018C_id001	chrVI	101497	103218	-	1722	1668
YFL020C_id001	chrVI	99116	100293	-	1178	1
YFL021C-A_id001	chrVI	95449	97535	-	2087	19
YFL021W_id001	chrVI	95786	97617	+	1832	130
YFL022C_id005	chrVI	93384	95083	-	1700	2528
YFL023W_id002	chrVI	90962	93476	+	2515	189
YFL024C_id001	chrVI	87443	90648	-	3206	120
YFL025C_tx0	chrVI	84020	87259	-	3240	52
YFL026W_tx0	chrVI	82555	84000	+	1446	1339
YFL027C_id001	chrVI	80348	81963	-	1616	132
YFL028C_id001	chrVI	79210	80243	-	1034	171
YFL029C_id002	chrVI	77991	79215	-	1225	89
YFL030W_tx0	chrVI	76806	78113	+	1308	18
YFL031W_id001	chrVI	75113	76624	+	1512	6498
YFL033C_tx0	chrVI	68990	74452	-	5463	38
YFL034C-A_id001	chrVI	64061	64977	-	917	533
YFL034C-B_id001	chrVI	62812	64057	-	1246	135
YFL034W_id002	chrVI	65307	68810	+	3504	105
YFL036W_tx0	chrVI	58757	62962	+	4206	625
YFL037W_id002	chrVI	56236	57934	+	1699	1020
YFL038C_id002	chrVI	55139	56053	-	915	3539
YFL039C_id002	chrVI	52973	54903	-	1931	19050
YFL041W_id001	chrVI	49117	51189	+	2073	143
YFL041W-A_id001	chrVI	47859	48986	+	1128	83
YFL042C_id001	chrVI	45630	47777	-	2148	414
YFL044C_id001	chrVI	44388	45595	-	1208	0
YFL045C_id001	chrVI	43468	45460	-	1993	13506
YFL046W_id002	chrVI	42615	43587	+	973	185
YFL047W_id002	chrVI	40403	42665	+	2263	213
YFL048C_id001	chrVI	38695	40222	-	1528	442
YFL049W_id004	chrVI	36772	38821	+	2050	108
YFL050C_tx0	chrVI	33147	35873	-	2727	20
YFL053W_tx0	chrVI	23398	25323	+	1926	5
YFL055W_id001	chrVI	16682	19085	+	2404	74
YFL058W_tx0	chrVI	12904	14076	+	1173	1
YFL059W_tx0	chrVI	11338	12384	+	1047	5
YFL060C_tx0	chrVI	10176	10994	-	819	5
YFL062W_tx0	chrVI	6401	7690	+	1290	6
YFR001W_id002	chrVI	148988	149850	+	863	576
YFR002W_id002	chrVI	149988	152650	+	2663	263
YFR003C_id002	chrVI	152443	153187	-	745	81
YFR004W_id003	chrVI	153322	154412	+	1091	2094
YFR005C_id002	chrVI	154273	155920	-	1648	298
YFR006W_id001	chrVI	155862	157840	+	1979	447
YFR007W_id001	chrVI	159224	160429	+	1206	0
YFR008W_id001	chrVI	160196	161547	+	1352	67
YFR009W_id001	chrVI	162412	164813	+	2402	0
YFR009W-A_id001	chrVI	162827	164940	+	2114	226
YFR010W_id002	chrVI	164975	166660	+	1686	1071
YFR011C_id001	chrVI	166525	167302	-	778	349
YFR012W_tx0	chrVI	167863	168621	+	759	0
YFR012W-A_id001	chrVI	167964	169543	+	1580	19
YFR013W_id002	chrVI	169866	172427	+	2562	405
YFR014C_id002	chrVI	172315	174005	-	1691	122
YFR015C_id003	chrVI	174088	176480	-	2393	67
YFR016C_id002	chrVI	176998	180837	-	3840	322
YFR017C_id001	chrVI	182154	183837	-	1684	68
YFR018C_id006	chrVI	182957	184282	-	1326	0
YFR019W_tx0	chrVI	184477	191463	+	6987	309
YFR020W_id002	chrVI	191794	193833	+	2040	145
YFR021W_id001	chrVI	194697	196512	+	1816	210
YFR022W_id001	chrVI	196565	199196	+	2632	165
YFR023W_tx0	chrVI	199849	201834	+	1986	16
YFR024C-A_id001	chrVI	201729	203658	-	1930	726
YFR025C_id003	chrVI	203600	204790	-	1191	140
YFR026C_id002	chrVI	205502	207225	-	1724	23
YFR027W_id001	chrVI	207380	208430	+	1051	19
YFR028C_id001	chrVI	208337	210160	-	1824	238
YFR029W_id001	chrVI	210837	213045	+	2209	74
YFR030W_id002	chrVI	213193	216476	+	3284	48
YFR031C_tx0	chrVI	216469	220131	-	3663	455
YFR031C-A_id001	chrVI	220319	221767	-	1449	15265
YFR032C_id002	chrVI	221988	223036	-	1049	14
YFR032C-A_id002	chrVI	223162	223964	-	803	17562
YFR033C_id003	chrVI	224182	225525	-	1344	815
YFR034C_id001	chrVI	224646	225993	-	1348	0
YFR034W-A_id003	chrVI	225560	226609	+	1050	576
YFR036W_id007	chrVI	226913	227476	+	564	172
YFR037C_id001	chrVI	227336	229219	-	1884	2127
YFR038W_id002	chrVI	229362	232029	+	2668	329
YFR039C_id001	chrVI	231945	233687	-	1743	267
YFR040W_tx0	chrVI	234217	237375	+	3159	266
YFR041C_id003	chrVI	237233	238300	-	1068	61
YFR042W_id005	chrVI	238413	239385	+	973	124
YFR043C_id002	chrVI	239039	239867	-	829	164
YFR044C_id007	chrVI	239944	241661	-	1718	2018
YFR045W_id005	chrVI	241982	243136	+	1155	86
YFR046C_id001	chrVI	242814	244179	-	1366	66
YFR047C_id002	chrVI	244007	245201	-	1195	245
YFR048W_id002	chrVI	246108	248209	+	2102	221
YFR049W_id003	chrVI	248350	249125	+	776	218
YFR050C_id001	chrVI	248900	249947	-	1048	669
YFR051C_id002	chrVI	250047	251842	-	1796	543
YFR052C-A_id013	chrVI	253422	254620	-	1199	395
YFR052W_id001	chrVI	252446	253577	+	1132	351
YFR053C_id030	chrVI	253523	255160	-	1638	0
YFR054C_id001	chrVI	258567	259937	-	1371	3
YFR055W_id001	chrVI	263663	265704	+	2042	238
YGL001C_id001	chrVII	495330	496774	-	1445	1002
YGL002W_id002	chrVII	494406	495421	+	1016	344
YGL003C_id004	chrVII	492285	494249	-	1965	148
YGL004C_id001	chrVII	490571	491971	-	1401	1
YGL005C_id001	chrVII	489497	490935	-	1439	296
YGL006W_tx0	chrVII	485896	489567	+	3672	325
YGL007C-A_id001	chrVII	482644	483949	-	1306	24
YGL007W_id002	chrVII	483202	484287	+	1086	5
YGL008C_id001	chrVII	479380	482905	-	3526	26005
YGL009C_id001	chrVII	476115	478707	-	2593	2888
YGL010W_id002	chrVII	475438	476282	+	845	54
YGL011C_id003	chrVII	474200	475272	-	1073	1860
YGL012W_id001	chrVII	472818	474684	+	1867	1419
YGL013C_tx0	chrVII	468967	472323	-	3357	114
YGL014W_id001	chrVII	465720	468896	+	3177	419
YGL015C_id001	chrVII	464796	465693	-	898	4
YGL016W_id001	chrVII	461610	465103	+	3494	305
YGL017W_id001	chrVII	459660	461519	+	1860	135
YGL018C_id003	chrVII	458843	459716	-	874	39
YGL019W_id002	chrVII	458014	459108	+	1095	793
YGL020C_id001	chrVII	457075	457978	-	904	1411
YGL021W_tx0	chrVII	454760	457192	+	2433	281
YGL022W_id002	chrVII	452331	454726	+	2396	1454
YGL023C_id001	chrVII	450069	452153	-	2085	291
YGL025C_tx0	chrVII	448639	449982	-	1344	143
YGL026C_id003	chrVII	446250	448563	-	2314	1861
YGL027C_id002	chrVII	443550	446182	-	2633	481
YGL028C_id001	chrVII	440982	443316	-	2335	1544
YGL029W_id002	chrVII	439782	440606	+	825	510
YGL030W_id002	chrVII	439041	439908	+	868	26653
YGL031C_id005	chrVII	437223	438447	-	1225	21587
YGL032C_id002	chrVII	436470	437054	-	585	1287
YGL033W_tx0	chrVII	435600	436526	+	927	16
YGL035C_tx0	chrVII	431423	433087	-	1665	108
YGL037C_id002	chrVII	427158	428067	-	910	1623
YGL038C_id001	chrVII	424902	426916	-	2015	239
YGL039W_id006	chrVII	423450	425101	+	1652	287
YGL040C_id006	chrVII	419301	420680	-	1380	780
YGL041C-B_id002	chrVII	418560	419184	-	625	5
YGL041W-A_id004	chrVII	418809	419501	+	693	232
YGL043W_id002	chrVII	417479	418860	+	1382	536
YGL044C_id005	chrVII	415860	417264	-	1405	154
YGL045W_id001	chrVII	413730	415957	+	2228	48
YGL047W_id005	chrVII	411465	412279	+	815	117
YGL048C_id001	chrVII	409852	411314	-	1463	1077
YGL049C_id004	chrVII	406693	409765	-	3073	347
YGL050W_id002	chrVII	405691	406865	+	1175	196
YGL051W_tx0	chrVII	403662	404516	+	855	3
YGL053W_id002	chrVII	402490	403626	+	1137	104
YGL054C_id002	chrVII	400538	401380	-	843	1447
YGL055W_id001	chrVII	398536	400441	+	1906	3169
YGL056C_id004	chrVII	395953	397716	-	1764	26
YGL057C_id001	chrVII	394754	395866	-	1113	46
YGL058W_id001	chrVII	393658	394900	+	1243	508
YGL059W_id001	chrVII	392170	393891	+	1722	41
YGL060W_id001	chrVII	389935	392265	+	2331	64
YGL061C_id004	chrVII	388718	389779	-	1062	134
YGL062W_id008	chrVII	385140	388783	+	3644	285
YGL063W_id002	chrVII	383448	385226	+	1779	236
YGL064C_tx0	chrVII	381398	383233	-	1836	158
YGL065C_id002	chrVII	379637	381327	-	1691	261
YGL066W_id001	chrVII	377418	379778	+	2361	150
YGL067W_id002	chrVII	376046	377488	+	1443	492
YGL068W_id002	chrVII	375049	375941	+	893	649
YGL070C_id003	chrVII	374069	374861	-	793	338
YGL071W_id014	chrVII	371906	374252	+	2347	138
YGL073W_id001	chrVII	368424	371311	+	2888	176
