# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "WD_C7_sample_longest_full_ORF_with_constructs.gff" "-o" "WD_C7_counts.txt" "WD_C7_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	WD_C7_aln.bam
YDR371C-A_id002	chrIV	1219340	1219897	-	558	4
YDR371W_id001	chrIV	1219298	1221049	+	1752	178
YDR372C_id002	chrIV	1220892	1222447	-	1556	375
YDR373W_id002	chrIV	1222682	1223462	+	781	3
YDR374C_tx0	chrIV	1223349	1224419	-	1071	0
YDR374W-A_id002	chrIV	1224730	1225320	+	591	237
YDR375C_id001	chrIV	1225108	1226579	-	1472	222
YDR376W_id001	chrIV	1226729	1228469	+	1741	487
YDR377W_id002	chrIV	1228531	1229643	+	1113	1323
YDR378C_id003	chrIV	1229140	1230061	-	922	1338
YDR379C-A_id001	chrIV	1233148	1233766	-	619	52
YDR379W_id004	chrIV	1230091	1233274	+	3184	73
YDR380W_id005	chrIV	1234115	1236269	+	2155	43
YDR381C-A_id002	chrIV	1238198	1239008	-	811	272
YDR381W_id001	chrIV	1236461	1238352	+	1892	692
YDR382W_id001	chrIV	1239411	1240067	+	657	7455
YDR383C_id004	chrIV	1239885	1240896	-	1012	27
YDR384C_id001	chrIV	1241044	1242539	-	1496	323
YDR385W_id002	chrIV	1243142	1245949	+	2808	41319
YDR386W_id005	chrIV	1246063	1248091	+	2029	22
YDR387C_id001	chrIV	1247971	1249967	-	1997	399
YDR388W_id001	chrIV	1250135	1252152	+	2018	1948
YDR389W_id002	chrIV	1252021	1254811	+	2791	78
YDR390C_id002	chrIV	1254838	1256876	-	2039	732
YDR391C_id001	chrIV	1257277	1258514	-	1238	522
YDR392W_id006	chrIV	1258655	1259984	+	1330	239
YDR393W_id001	chrIV	1259813	1261460	+	1648	103
YDR394W_id001	chrIV	1261365	1263049	+	1685	1119
YDR395W_id001	chrIV	1263194	1266255	+	3062	984
YDR397C_id001	chrIV	1266185	1267186	-	1002	504
YDR398W_id002	chrIV	1267357	1269539	+	2183	1213
YDR399W_id003	chrIV	1269999	1270974	+	976	985
YDR400W_id001	chrIV	1271006	1272335	+	1330	327
YDR402C_tx0	chrIV	1272109	1273728	-	1620	12
YDR403W_tx0	chrIV	1274577	1276337	+	1761	23
YDR404C_id001	chrIV	1276512	1277907	-	1396	1152
YDR405W_id002	chrIV	1277596	1279201	+	1606	199
YDR406W_tx0	chrIV	1279185	1283924	+	4740	72
YDR407C_id001	chrIV	1284000	1288060	-	4061	240
YDR408C_id001	chrIV	1288122	1289151	-	1030	368
YDR409W_tx0	chrIV	1289381	1292245	+	2865	24
YDR410C_id012	chrIV	1292269	1293161	-	893	1048
YDR411C_id003	chrIV	1293256	1294444	-	1189	782
YDR412W_id003	chrIV	1294626	1295634	+	1009	789
YDR414C_id002	chrIV	1295437	1296883	-	1447	132
YDR415C_id001	chrIV	1296692	1298215	-	1524	416
YDR416W_id001	chrIV	1298346	1301043	+	2698	23
YDR418W_id001	chrIV	1300681	1302209	+	1529	12077
YDR419W_id001	chrIV	1303169	1305459	+	2291	85
YDR420W_tx0	chrIV	1306242	1311800	+	5559	555
YDR421W_id003	chrIV	1311975	1314921	+	2947	69
YDR422C_id001	chrIV	1315036	1317883	-	2848	247
YDR423C_id001	chrIV	1317953	1319324	-	1372	121
YDR424C_id002	chrIV	1319346	1319935	-	590	1528
YDR425W_tx0	chrIV	1320039	1322066	+	2028	7
YDR427W_id003	chrIV	1322173	1323520	+	1348	1279
YDR428C_id001	chrIV	1322700	1324272	-	1573	880
YDR429C_id007	chrIV	1324264	1325319	-	1056	2484
YDR430C_id003	chrIV	1325468	1328535	-	3068	702
YDR432W_tx0	chrIV	1328758	1330152	+	1395	0
YDR433W_id001	chrIV	1328941	1330736	+	1796	1134
YDR434W_id001	chrIV	1331049	1332934	+	1886	257
YDR435C_id002	chrIV	1332857	1334182	-	1326	214
YDR436W_id002	chrIV	1334689	1337114	+	2426	156
YDR437W_id001	chrIV	1337285	1339301	+	2017	1
YDR438W_id004	chrIV	1337765	1339472	+	1708	213
YDR439W_id002	chrIV	1339614	1340974	+	1361	137
YDR440W_id005	chrIV	1342406	1344348	+	1943	286
YDR441C_id001	chrIV	1344160	1345197	-	1038	694
YDR442W_id002	chrIV	1345633	1346766	+	1134	0
YDR443C_tx0	chrIV	1345551	1349963	-	4413	7
YDR444W_id001	chrIV	1350205	1352433	+	2229	420
YDR446W_tx0	chrIV	1353700	1354758	+	1059	0
YDR447C_id001	chrIV	1354590	1355631	-	1042	8467
YDR448W_id001	chrIV	1356029	1357472	+	1444	3
YDR449C_id003	chrIV	1357362	1358931	-	1570	453
YDR450W_id002	chrIV	1359896	1361096	+	1201	8465
YDR451C_id002	chrIV	1360785	1362243	-	1459	205
YDR452W_id001	chrIV	1362728	1365090	+	2363	875
YDR453C_id001	chrIV	1364974	1366022	-	1049	90
YDR454C_id001	chrIV	1365758	1366897	-	1140	2280
YDR456W_id002	chrIV	1367400	1369492	+	2093	225
YDR457W_tx0	chrIV	1369765	1379721	+	9957	2271
YDR458C_id007	chrIV	1379881	1382086	-	2206	267
YDR459C_id001	chrIV	1382247	1383739	-	1493	216
YDR460W_id003	chrIV	1383671	1384979	+	1309	479
YDR461C-A_id006	chrIV	1385356	1385831	-	476	80
YDR461W_id011	chrIV	1385148	1385432	+	285	3287
YDR462W_id002	chrIV	1386021	1386697	+	677	333
YDR463W_id001	chrIV	1386753	1388585	+	1833	144
YDR464W_tx0	chrIV	1388847	1393304	+	4458	188
YDR465C_id001	chrIV	1393173	1394806	-	1634	660
YDR466W_id001	chrIV	1395026	1398065	+	3040	114
YDR467C_id001	chrIV	1396747	1398254	-	1508	34
YDR468C_id004	chrIV	1397734	1398814	-	1081	16
YDR469W_id001	chrIV	1398088	1401744	+	3657	278
YDR470C_id002	chrIV	1399513	1401321	-	1809	53
YDR471W_id001	chrIV	1401745	1402918	+	1174	5551
YDR472W_id003	chrIV	1403187	1404416	+	1230	455
YDR473C_id003	chrIV	1404228	1405922	-	1695	189
YDR475C_id002	chrIV	1407337	1410192	-	2856	1414
YDR476C_id001	chrIV	1410251	1412173	-	1923	894
YDR477W_id003	chrIV	1412079	1414422	+	2344	322
YDR478W_id001	chrIV	1414535	1416455	+	1921	187
YDR479C_id002	chrIV	1415128	1416941	-	1814	273
YDR480W_tx0	chrIV	1417374	1418495	+	1122	0
YDR481C_id002	chrIV	1418493	1420305	-	1813	17
YDR482C_id001	chrIV	1420260	1421009	-	750	323
YDR483W_id003	chrIV	1420974	1422637	+	1664	1256
YDR484W_id003	chrIV	1422732	1424817	+	2086	166
YDR485C_id002	chrIV	1424687	1427276	-	2590	287
YDR486C_id003	chrIV	1427173	1428178	-	1006	229
YDR487C_id005	chrIV	1428243	1430223	-	1981	1382
YDR488C_tx0	chrIV	1429063	1430814	-	1752	0
YDR489W_id002	chrIV	1430994	1432500	+	1507	373
YDR490C_id002	chrIV	1431818	1434375	-	2558	118
YDR492W_id001	chrIV	1434770	1436225	+	1456	619
YDR493W_id001	chrIV	1436116	1436840	+	725	154
YDR494W_id010	chrIV	1436848	1438087	+	1240	335
YDR495C_tx0	chrIV	1437990	1441175	-	3186	112
YDR496C_id001	chrIV	1441196	1443441	-	2246	782
YDR497C_id001	chrIV	1443604	1445623	-	2020	1542
YDR498C_id002	chrIV	1445396	1450109	-	4714	605
YDR499W_id005	chrIV	1447826	1450167	+	2342	31
YDR500C_id001	chrIV	1449981	1450874	-	894	626
YDR501W_tx0	chrIV	1451328	1453043	+	1716	25
YDR502C_id001	chrIV	1452816	1454512	-	1697	2001
YDR503C_id001	chrIV	1454830	1455949	-	1120	128
YDR504C_id003	chrIV	1456139	1457842	-	1704	82
YDR505C_tx0	chrIV	1456570	1459245	-	2676	7
YDR506C_id002	chrIV	1459307	1461605	-	2299	270
YDR507C_id001	chrIV	1462176	1465824	-	3649	458
YDR508C_id002	chrIV	1466259	1468567	-	2309	1983
YDR510W_id002	chrIV	1468669	1469859	+	1191	644
YDR511W_id001	chrIV	1469838	1471050	+	1213	39
YDR512C_tx0	chrIV	1470375	1471088	-	714	141
YDR513W_id001	chrIV	1470026	1471559	+	1534	279
YDR514C_id001	chrIV	1471422	1473074	-	1653	173
YDR515W_id008	chrIV	1473279	1474873	+	1595	15
YDR516C_id001	chrIV	1474842	1476588	-	1747	1495
YDR517W_id001	chrIV	1476623	1478460	+	1838	289
YDR518W_id002	chrIV	1478467	1480210	+	1744	85
YDR519W_id002	chrIV	1479966	1481057	+	1092	639
YDR520C_id001	chrIV	1480938	1483487	-	2550	44
YDR522C_tx0	chrIV	1483670	1485328	-	1659	0
YDR523C_id001	chrIV	1485514	1487263	-	1750	30
YDR524C_id001	chrIV	1487035	1489057	-	2023	109
YDR524C-A_id002	chrIV	1489805	1490445	-	641	3
YDR524C-B_id004	chrIV	1489179	1489843	-	665	40159
YDR525W-A_id001	chrIV	1489989	1491058	+	1070	313
YDR527W_id001	chrIV	1491072	1493174	+	2103	862
YDR528W_id002	chrIV	1494268	1495996	+	1729	137
YDR529C_id002	chrIV	1495808	1496579	-	772	395
YDR530C_id001	chrIV	1496628	1498018	-	1391	210
YDR531W_id010	chrIV	1498123	1499416	+	1294	1464
YDR532C_id003	chrIV	1499338	1500793	-	1456	64
YDR533C_id001	chrIV	1501208	1502385	-	1178	352
YDR534C_tx0	chrIV	1503189	1504925	-	1737	40
YDR536W_tx0	chrIV	1507980	1509839	+	1860	18
YDR538W_id001	chrIV	1509972	1511919	+	1948	148
YDR539W_id001	chrIV	1512000	1513953	+	1954	129
YDR540C_id001	chrIV	1516282	1517758	-	1477	35
YDR541C_id001	chrIV	1519437	1520919	-	1483	106
YDR542W_tx0	chrIV	1523224	1523736	+	513	1
YDR545W_tx0	chrIV	1526296	1531836	+	5541	33
YEL001C_id001	chrV	149991	151013	-	1023	2355
YEL002C_id002	chrV	148562	150077	-	1516	1106
YEL003W_id002	chrV	147953	148711	+	759	481
YEL004W_id002	chrV	146894	148321	+	1428	32
YEL005C_id005	chrV	145810	146795	-	986	39
YEL006W_id007	chrV	144264	145702	+	1439	382
YEL007W_tx0	chrV	141867	144017	+	2151	426
YEL008C-A_id001	chrV	140310	141050	-	741	1
YEL008W_id002	chrV	140400	141261	+	862	20
YEL009C_id001	chrV	138823	140489	-	1667	9290
YEL011W_id001	chrV	133011	135350	+	2340	96
YEL012W_id003	chrV	131627	132660	+	1034	7
YEL013W_id002	chrV	128555	131010	+	2456	1250
YEL015W_id006	chrV	126580	128450	+	1871	873
YEL016C_id001	chrV	124566	126430	-	1865	198
YEL017C-A_id001	chrV	122091	122964	-	874	7755
YEL017W_id001	chrV	123176	124767	+	1592	1036
YEL018W_id001	chrV	121437	122462	+	1026	154
YEL019C_id001	chrV	120343	121311	-	969	0
YEL020W-A_id001	chrV	116531	117566	+	1036	1028
YEL021W_id002	chrV	116112	117120	+	1009	0
YEL022W_id001	chrV	111340	115873	+	4534	353
YEL023C_id001	chrV	108378	111112	-	2735	89
YEL024W_id003	chrV	107159	108524	+	1366	302
YEL026W_id001	chrV	100905	102394	+	1490	3376
YEL027W_id003	chrV	100706	101634	+	929	14
YEL028W_id001	chrV	97084	99203	+	2120	56
YEL029C_id001	chrV	96494	97909	-	1416	113
YEL030W_id001	chrV	94191	96948	+	2758	36
YEL031W_id001	chrV	90187	94007	+	3821	2598
YEL032W_id003	chrV	86853	90004	+	3152	435
YEL034C-A_id005	chrV	85440	86268	-	829	6
YEL034W_id001	chrV	85195	86368	+	1174	5152
YEL036C_id001	chrV	82971	84832	-	1862	518
YEL037C_id003	chrV	81215	82788	-	1574	382
YEL038W_id003	chrV	80443	81364	+	922	490
YEL039C_id007	chrV	79521	80170	-	650	98
YEL040W_id001	chrV	78005	79662	+	1658	759
YEL041W_tx0	chrV	75919	77556	+	1638	10
YEL042W_id002	chrV	73626	75903	+	2278	2571
YEL043W_id001	chrV	70433	73436	+	3004	284
YEL044W_id001	chrV	69050	70395	+	1346	642
YEL046C_id001	chrV	67007	68910	-	1904	931
YEL047C_tx0	chrV	65260	66822	-	1563	16
YEL048C_id004	chrV	64089	65265	-	1177	96
YEL049W_id005	chrV	63710	64235	+	526	2
YEL050C_id001	chrV	59524	61031	-	1508	286
YEL050W-A_id001	chrV	59495	59807	+	313	1
YEL051W_id001	chrV	58312	59359	+	1048	1268
YEL052W_id002	chrV	56343	58169	+	1827	979
YEL053C_id002	chrV	53794	56185	-	2392	148
YEL054C_id003	chrV	52181	53254	-	1074	14898
YEL055C_id001	chrV	48281	51594	-	3314	787
YEL056W_id004	chrV	47130	48483	+	1354	322
YEL058W_id001	chrV	43208	45326	+	2119	3602
YEL059C-A_id001	chrV	42329	43077	-	749	86
YEL060C_id008	chrV	39811	42008	-	2198	138
YEL061C_id001	chrV	36279	39660	-	3382	152
YEL062W_id002	chrV	34386	36393	+	2008	12
YEL063C_id001	chrV	31377	33713	-	2337	183
YEL064C_id001	chrV	29469	31299	-	1831	115
YEL065W_id001	chrV	27345	29608	+	2264	50
YEL066W_id004	chrV	26117	27291	+	1175	285
YEL068C_id001	chrV	25397	26510	-	1114	391
YEL069C_tx0	chrV	21412	23256	-	1845	2
YEL071W_id002	chrV	16326	18109	+	1784	382
YEL072W_id001	chrV	13584	14756	+	1173	15
YEL073C_id004	chrV	6526	7684	-	1159	699
YER001W_id001	chrV	153471	156098	+	2628	577
YER002W_id001	chrV	156369	157606	+	1238	733
YER003C_id001	chrV	157442	159162	-	1721	857
YER004W_id003	chrV	159284	160536	+	1253	663
YER005W_id001	chrV	160501	162733	+	2233	509
YER006W_id001	chrV	162684	164511	+	1828	3195
YER007C-A_id001	chrV	165671	166910	-	1240	828
YER007W_id001	chrV	164486	166230	+	1745	87
YER008C_id002	chrV	167724	171884	-	4161	488
YER009W_id001	chrV	172050	172753	+	704	693
YER010C_id001	chrV	172546	173440	-	895	39
YER011W_id002	chrV	175194	176279	+	1086	702
YER012W_id001	chrV	177720	178639	+	920	1627
YER013W_tx0	chrV	178816	182403	+	3588	138
YER014C-A_tx0	chrV	183606	184725	-	1120	1
YER014W_id001	chrV	182546	184349	+	1804	309
YER015W_tx0	chrV	184516	186900	+	2385	9
YER016W_id004	chrV	188225	189429	+	1205	11
YER017C_id002	chrV	189340	191884	-	2545	139
YER018C_id002	chrV	191885	193907	-	2023	266
YER019C-A_id001	chrV	192438	194592	-	2155	6088
YER019W_id003	chrV	192751	194318	+	1568	442
YER020W_id001	chrV	195040	197181	+	2142	89
YER021W_id003	chrV	196886	198650	+	1765	107
YER022W_id002	chrV	198776	200974	+	2199	194
YER023W_id002	chrV	200997	202153	+	1157	10861
YER024W_tx0	chrV	202167	205088	+	2922	457
YER025W_id002	chrV	205193	207132	+	1940	1688
YER026C_id001	chrV	207416	208539	-	1124	1437
YER027C_id002	chrV	208683	210308	-	1626	536
YER028C_id001	chrV	210238	211944	-	1707	83
YER029C_id001	chrV	212475	213481	-	1007	616
YER030W_id005	chrV	213349	214098	+	750	947
YER031C_id002	chrV	213769	214782	-	1014	1264
YER032W_id001	chrV	214963	217951	+	2989	71
YER033C_tx0	chrV	217932	221312	-	3381	88
YER034W_id001	chrV	221807	222744	+	938	4
YER035W_id004	chrV	222324	223217	+	894	385
YER036C_id009	chrV	223237	225236	-	2000	6074
YER037W_id006	chrV	225866	227074	+	1209	119
YER038C_id001	chrV	226056	228262	-	2207	69
YER038W-A_id003	chrV	228379	229572	+	1194	9
YER039C_id001	chrV	228360	229450	-	1091	29
YER039C-A_id001	chrV	228799	229507	-	709	0
YER040W_id003	chrV	229710	232250	+	2541	87
YER041W_id002	chrV	232375	234905	+	2531	55
YER042W_id001	chrV	234841	235703	+	863	185
YER043C_id001	chrV	235535	237221	-	1687	3402
YER044C_id003	chrV	237439	238423	-	985	649
YER044C-A_tx0	chrV	238335	239799	-	1465	5
YER045C_id001	chrV	239914	241801	-	1888	186
YER046W_id001	chrV	242514	243707	+	1194	257
YER047C_tx0	chrV	243685	246528	-	2844	35
YER048C_id001	chrV	246581	248234	-	1654	800
YER048W-A_id001	chrV	250637	251721	+	1085	880
YER049W_id003	chrV	251629	253754	+	2126	1484
YER050C_id001	chrV	253654	254444	-	791	545
YER051W_id001	chrV	254643	256152	+	1510	8
YER052C_id001	chrV	256214	258068	-	1855	100
YER053C_id003	chrV	258594	260023	-	1430	2391
YER053C-A_id001	chrV	260560	261280	-	721	47
YER054C_tx0	chrV	261927	263723	-	1797	46
YER055C_id001	chrV	263733	265844	-	2112	1149
YER056C_id001	chrV	264973	269343	-	4371	4883
YER056C-A_id002	chrV	269344	270757	-	1414	6189
YER057C_id001	chrV	270647	271538	-	892	405
YER058W_id003	chrV	271706	272239	+	534	74
YER059W_id001	chrV	272442	274466	+	2025	203
YER060W_id001	chrV	274526	276250	+	1725	460
YER060W-A_id001	chrV	276488	278311	+	1824	89
YER061C_id001	chrV	277831	279711	-	1881	79
YER062C_id001	chrV	279692	280839	-	1148	165
YER063W_id002	chrV	281587	282591	+	1005	1338
YER064C_id001	chrV	281575	284306	-	2732	427
YER065C_id001	chrV	285114	287255	-	2142	147
YER066W_id002	chrV	289300	290938	+	1639	135
YER067W_id001	chrV	291787	292745	+	959	951
YER068W_id002	chrV	292930	294924	+	1995	130
YER069W_id001	chrV	295335	298162	+	2828	64
YER070W_id002	chrV	298872	301822	+	2951	1190
YER071C_id001	chrV	301703	302487	-	785	265
YER072W_id002	chrV	302569	303341	+	773	2334
YER073W_id001	chrV	303339	306296	+	2958	942
YER074W_id005	chrV	306246	307350	+	1105	10216
YER074W-A_id002	chrV	307639	308520	+	882	640
YER075C_tx0	chrV	308288	311224	-	2937	131
YER076C_id006	chrV	312439	313918	-	1480	109
YER077C_id001	chrV	314426	316778	-	2353	97
YER078C_id002	chrV	316692	318552	-	1861	123
YER078W-A_id001	chrV	316769	318863	+	2095	24
YER079W_id003	chrV	318839	319828	+	990	164
YER080W_id005	chrV	319918	321940	+	2023	373
YER081W_id001	chrV	322213	324278	+	2066	178
YER082C_id002	chrV	323934	325995	-	2062	201
YER083C_id005	chrV	325946	327064	-	1119	1053
YER085C_id001	chrV	327475	328288	-	814	5
YER086W_id001	chrV	328332	330346	+	2015	2771
YER087C-B_id002	chrV	332218	332873	-	656	3942
YER087W_id001	chrV	330512	332470	+	1959	67
YER088C_id001	chrV	333024	335458	-	2435	900
YER088C-A_id001	chrV	335262	337294	-	2033	72
YER089C_id003	chrV	335862	337679	-	1818	27
YER090W_id003	chrV	337911	339718	+	1808	2067
YER091C_id002	chrV	339639	342381	-	2743	1737
YER092W_id002	chrV	342846	343656	+	811	763
YER093C_tx0	chrV	343195	347637	-	4443	240
YER093C-A_id004	chrV	347774	348423	-	650	155
YER094C_id004	chrV	348575	349676	-	1102	1761
YER095W_id002	chrV	349913	351605	+	1693	455
YER096W_id003	chrV	351534	353265	+	1732	5
YER098W_id002	chrV	355283	357934	+	2652	58
YER099C_id002	chrV	357212	359080	-	1869	506
YER100W_id002	chrV	359276	360415	+	1140	397
YER101C_id002	chrV	360322	361876	-	1555	75
YER102W_id002	chrV	362714	364048	+	1335	23889
YER103W_id001	chrV	363853	366637	+	2785	307
YER104W_id003	chrV	366784	368486	+	1703	115
YER105C_id001	chrV	367593	372032	-	4440	709
YER106W_tx0	chrV	372301	373359	+	1059	3
YER107C_id001	chrV	373204	374732	-	1529	408
YER110C_id003	chrV	378610	382244	-	3635	2174
YER111C_tx0	chrV	382470	385901	-	3432	21
YER112W_id001	chrV	387131	387910	+	780	570
YER113C_id003	chrV	387794	390207	-	2414	118
YER114C_tx0	chrV	390465	393737	-	3273	94
YER115C_id002	chrV	394179	395818	-	1640	284
YER116C_id005	chrV	394899	396272	-	1374	1
YER117W_id001	chrV	395711	397716	+	2006	12993
YER118C_id004	chrV	397773	399354	-	1582	320
YER119C_id005	chrV	399335	400864	-	1530	157
YER120W_id004	chrV	401047	402104	+	1058	5103
YER121W_id003	chrV	402229	402912	+	684	13
YER122C_id004	chrV	402724	404433	-	1710	291
YER123W_id001	chrV	404625	406936	+	2312	287
YER124C_id002	chrV	406818	409103	-	2286	1234
YER125W_id001	chrV	409685	413015	+	3331	133
YER126C_id001	chrV	412891	414281	-	1391	826
YER127W_id002	chrV	414457	415753	+	1297	361
YER128W_id001	chrV	415854	417079	+	1226	68
YER129W_tx0	chrV	417256	420834	+	3579	38
YER130C_id002	chrV	420863	422542	-	1680	94
YER131W_id001	chrV	423445	424454	+	1010	5807
YER132C_tx0	chrV	425063	430474	-	5412	73
YER133W_id003	chrV	432426	434424	+	1999	237
YER134C_id001	chrV	436308	437979	-	1672	280
YER136W_id002	chrV	439461	441300	+	1840	283
YER137C_id004	chrV	441206	441919	-	714	79
YER139C_id004	chrV	449837	451399	-	1563	78
YER140W_id001	chrV	451493	453628	+	2136	128
YER141W_id007	chrV	453380	455150	+	1771	53
YER142C_id001	chrV	455060	456384	-	1325	156
YER143W_id003	chrV	456261	457810	+	1550	400
YER144C_id001	chrV	457689	460317	-	2629	328
YER145C_id001	chrV	460290	461758	-	1469	866
YER146W_id002	chrV	462163	462951	+	789	417
YER147C_id010	chrV	462863	464882	-	2020	126
YER148W_id001	chrV	465114	466372	+	1259	417
YER149C_id002	chrV	466130	467563	-	1434	96
YER150W_id001	chrV	467715	468982	+	1268	1150
YER151C_id001	chrV	469617	472548	-	2932	1909
YER152C_id004	chrV	472620	474562	-	1943	1696
YER153C_tx0	chrV	473916	474830	-	915	0
YER154W_id003	chrV	474311	476293	+	1983	203
YER155C_tx0	chrV	476220	482873	-	6654	1802
YER156C_id001	chrV	483219	484628	-	1410	3587
YER157W_id002	chrV	484772	487274	+	2503	796
YER158C_id003	chrV	488736	490782	-	2047	216
YER159C_id001	chrV	491282	492141	-	860	1700
YER161C_id005	chrV	499078	500416	-	1339	488
YER162C_tx0	chrV	500505	502919	-	2415	52
YER163C_id002	chrV	502982	503902	-	921	456
YER164W_tx0	chrV	505367	509923	+	4557	324
YER165W_id006	chrV	510231	512308	+	2078	2147
YER166W_tx0	chrV	512719	517584	+	4866	373
YER167W_id001	chrV	517790	520781	+	2992	57
YER168C_id005	chrV	520934	522724	-	1791	181
YER169W_id001	chrV	523079	525967	+	2889	755
YER170W_id006	chrV	525943	527033	+	1091	12
YER171W_id003	chrV	526959	529547	+	2589	290
YER172C_tx0	chrV	529405	536046	-	6642	1060
YER173W_tx0	chrV	536275	538404	+	2130	18
YER174C_id001	chrV	538335	539320	-	986	3
YER175C_id001	chrV	539176	541451	-	2276	177
YER175W-A_id001	chrV	539499	541575	+	2077	8
YER176W_id004	chrV	541670	545169	+	3500	772
YER177W_id002	chrV	545199	546589	+	1391	17770
YER178W_id005	chrV	546805	548344	+	1540	5700
YER179W_tx0	chrV	548396	549642	+	1247	23
YER180C_id001	chrV	549668	551095	-	1428	369
YER180C-A_id003	chrV	550193	551170	-	978	1
YER181C_id001	chrV	551422	552408	-	987	3
YER182W_id002	chrV	552347	553357	+	1011	291
YER183C_id001	chrV	553242	554032	-	791	267
YER184C_id001	chrV	556085	558754	-	2670	29
YER185W_id001	chrV	558961	560400	+	1440	64
YER186C_id002	chrV	561200	562770	-	1571	378
YER187W_id001	chrV	565535	566856	+	1322	143
YER188W_id002	chrV	567725	568989	+	1265	59
YER190W_tx0	chrV	571455	576650	+	5196	0
YFL001W_id002	chrVI	147073	148494	+	1422	97
YFL002C_id003	chrVI	144976	146970	-	1995	267
YFL003C_tx0	chrVI	134396	137182	-	2787	6
YFL004W_id002	chrVI	131652	134510	+	2859	1070
YFL005W_id002	chrVI	130102	131202	+	1101	810
YFL007W_tx0	chrVI	123454	130035	+	6582	1705
YFL008W_tx0	chrVI	119404	123231	+	3828	195
YFL009W_id001	chrVI	115965	118621	+	2657	372
YFL010C_id002	chrVI	114731	115760	-	1030	1128
YFL010W-A_tx0	chrVI	114965	115399	+	435	3
YFL011W_tx0	chrVI	112320	114110	+	1791	8
YFL012W_id001	chrVI	110586	111546	+	961	19
YFL013C_id001	chrVI	107621	110015	-	2395	76
YFL014W_id001	chrVI	106830	107779	+	950	557
YFL016C_id001	chrVI	104598	106329	-	1732	130
YFL017C_id001	chrVI	103590	104470	-	881	124
YFL017W-A_id002	chrVI	103365	103998	+	634	50
YFL018C_id001	chrVI	101497	103218	-	1722	3159
YFL020C_id001	chrVI	99116	100293	-	1178	9
YFL021C-A_id001	chrVI	95449	97535	-	2087	14
YFL021W_id001	chrVI	95786	97617	+	1832	153
YFL022C_id005	chrVI	93384	95083	-	1700	2612
YFL023W_id002	chrVI	90962	93476	+	2515	285
YFL024C_id001	chrVI	87443	90648	-	3206	170
YFL025C_tx0	chrVI	84020	87259	-	3240	68
YFL026W_tx0	chrVI	82555	84000	+	1446	1677
YFL027C_id001	chrVI	80348	81963	-	1616	207
YFL028C_id001	chrVI	79210	80243	-	1034	121
YFL029C_id002	chrVI	77991	79215	-	1225	6
YFL030W_tx0	chrVI	76806	78113	+	1308	3
YFL031W_id001	chrVI	75113	76624	+	1512	345
YFL033C_tx0	chrVI	68990	74452	-	5463	32
YFL034C-A_id001	chrVI	64061	64977	-	917	461
YFL034C-B_id001	chrVI	62812	64057	-	1246	61
YFL034W_id002	chrVI	65307	68810	+	3504	113
YFL036W_tx0	chrVI	58757	62962	+	4206	436
YFL037W_id002	chrVI	56236	57934	+	1699	305
YFL038C_id002	chrVI	55139	56053	-	915	3911
YFL039C_id002	chrVI	52973	54903	-	1931	26367
YFL041W_id001	chrVI	49117	51189	+	2073	109
YFL041W-A_id001	chrVI	47859	48986	+	1128	113
YFL042C_id001	chrVI	45630	47777	-	2148	503
YFL044C_id001	chrVI	44388	45595	-	1208	0
YFL045C_id001	chrVI	43468	45460	-	1993	16925
YFL046W_id002	chrVI	42615	43587	+	973	208
YFL047W_id002	chrVI	40403	42665	+	2263	176
YFL048C_id001	chrVI	38695	40222	-	1528	352
YFL049W_id004	chrVI	36772	38821	+	2050	121
YFL050C_tx0	chrVI	33147	35873	-	2727	13
YFL053W_tx0	chrVI	23398	25323	+	1926	7
YFL055W_id001	chrVI	16682	19085	+	2404	58
YFL058W_tx0	chrVI	12904	14076	+	1173	6
YFL059W_tx0	chrVI	11338	12384	+	1047	8
YFL060C_tx0	chrVI	10176	10994	-	819	3
YFL062W_tx0	chrVI	6401	7690	+	1290	6
YFR001W_id002	chrVI	148988	149850	+	863	858
YFR002W_id002	chrVI	149988	152650	+	2663	311
YFR003C_id002	chrVI	152443	153187	-	745	101
YFR004W_id003	chrVI	153322	154412	+	1091	1815
YFR005C_id002	chrVI	154273	155920	-	1648	177
YFR006W_id001	chrVI	155862	157840	+	1979	385
YFR007W_id001	chrVI	159224	160429	+	1206	3
YFR008W_id001	chrVI	160196	161547	+	1352	44
YFR009W_id001	chrVI	162412	164813	+	2402	1
YFR009W-A_id001	chrVI	162827	164940	+	2114	248
YFR010W_id002	chrVI	164975	166660	+	1686	1041
YFR011C_id001	chrVI	166525	167302	-	778	346
YFR012W_tx0	chrVI	167863	168621	+	759	0
YFR012W-A_id001	chrVI	167964	169543	+	1580	20
YFR013W_id002	chrVI	169866	172427	+	2562	354
YFR014C_id002	chrVI	172315	174005	-	1691	185
YFR015C_id003	chrVI	174088	176480	-	2393	181
YFR016C_id002	chrVI	176998	180837	-	3840	659
YFR017C_id001	chrVI	182154	183837	-	1684	361
YFR018C_id006	chrVI	182957	184282	-	1326	0
YFR019W_tx0	chrVI	184477	191463	+	6987	618
YFR020W_id002	chrVI	191794	193833	+	2040	174
YFR021W_id001	chrVI	194697	196512	+	1816	528
YFR022W_id001	chrVI	196565	199196	+	2632	386
